stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.460,-6.945,-2.684,-1.839,1.509,-1.625,-1.891,1.128,-1.428,1959212354.492,1584,0,0,-0.066
norefined,2,0.003,-6.945,-2.665,-1.925,1.409,-1.667,-1.930,1.059,-1.550,1625257989.017,1584,0,0,-0.000
norefined,3,-0.416,-6.917,-2.734,-1.983,1.253,-1.725,-1.868,0.960,-1.707,1543532656.765,1584,0,0,0.060
norefined,4,-0.431,-6.895,-2.961,-1.839,1.015,-1.879,-1.590,0.857,-1.804,1494414030.147,1584,0,0,0.063
norefined,5,-0.524,-6.890,-3.129,-1.645,0.751,-1.993,-1.325,0.766,-1.921,1452897756.412,1584,0,0,0.076
norefined,6,-0.368,-6.900,-3.326,-1.417,0.504,-2.055,-1.083,0.701,-2.003,1454054345.040,1584,0,0,0.053
norefined,7,-0.860,-6.896,-3.255,-1.414,0.482,-2.087,-1.055,0.694,-2.015,1469217628.953,1584,0,0,0.125
norefined,8,-0.409,-6.914,-3.402,-1.326,0.390,-2.061,-0.970,0.692,-2.021,1444888383.422,1584,0,0,0.059
norefined,9,-0.901,-6.914,-3.320,-1.324,0.377,-2.088,-0.954,0.687,-2.024,1460249985.565,1584,0,0,0.130
norefined,10,-0.448,-6.932,-3.466,-1.241,0.287,-2.056,-0.870,0.683,-2.031,1437103883.583,1584,0,0,0.065
refined,11,-0.448,-6.932,-3.466,-1.241,0.287,-2.056,-0.870,0.683,-2.031,1437103883.583,1584,0,0,0.065
refined,12,-0.851,-5.766,-2.216,-0.649,-0.500,0.589,1.327,-0.658,-0.591,1399195113.630,1584,0,0,0.148
refined,13,-0.892,-6.091,-3.260,-0.927,-0.844,0.492,0.325,-0.567,-0.383,1350662728.221,1584,0,0,0.146
refined,14,-0.589,-4.441,-1.956,-0.702,-0.818,0.363,0.799,-0.283,-0.377,1374449841.934,1584,0,0,0.133
refined,15,-0.884,-6.045,-3.188,-0.963,-0.948,0.473,0.359,-0.542,-0.378,1349007301.955,1584,0,0,0.146
refined,16,-0.636,-4.700,-2.165,-0.731,-0.793,0.311,0.721,-0.270,-0.393,1361745726.998,1584,0,0,0.135
refined,17,-0.905,-6.155,-3.297,-0.995,-0.963,0.430,0.330,-0.556,-0.367,1349738138.388,1584,0,0,0.147
refined,18,-0.587,-4.437,-1.937,-0.674,-0.783,0.372,0.843,-0.251,-0.365,1381088265.880,1584,0,0,0.132
refined,19,-0.880,-5.985,-3.154,-0.935,-0.912,0.490,0.372,-0.512,-0.353,1348769542.984,1584,0,0,0.147
refined,20,-0.674,-4.928,-2.332,-0.753,-0.813,0.267,0.667,-0.282,-0.439,1354947203.751,1584,0,0,0.137
