attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.646,"[-0.914, -0.379]",0.268,-4.025,0.000,37,0.200,221343922.841,0.151,-1.000,0.354,0,0,fn
c,-3.613,"[-5.048, -2.178]",1.435,-4.200,0.000,37,0.200,221343922.841,0.151,-6.000,2.387,0,0,fn
s,-1.854,"[-2.678, -1.03]",0.824,-3.753,0.000,37,0.200,221343922.841,0.151,-3.000,1.146,0,0,fn
k0,0.287,"[-0.219, 0.793]",0.506,0.945,0.348,37,0.200,221343922.841,0.151,0.000,0.287,0,0,fp
k1,-0.206,"[-0.685, 0.274]",0.479,-0.716,0.477,37,0.200,221343922.841,0.151,0.000,-0.206,0,0,fp
k2,0.339,"[-0.301, 0.979]",0.640,0.884,0.380,37,0.200,221343922.841,0.151,0.000,0.339,0,0,fp
k3,-0.198,"[-0.696, 0.3]",0.498,-0.663,0.510,37,0.200,221343922.841,0.151,0.000,-0.198,0,0,fp
k4,-0.860,"[-1.553, -0.168]",0.693,-2.072,0.042,37,0.200,221343922.841,0.151,0.000,-0.860,0,1,fp
k5,-0.162,"[-0.686, 0.362]",0.524,-0.516,0.607,37,0.200,221343922.841,0.151,0.000,-0.162,0,0,fp
vot,0.179,,,,,37,0.200,221343922.841,0.151,0.167,0.012,0,0,fn
tt,-3.540,"[-15.575, 8.495]",12.035,-0.491,0.625,37,0.300,662752093.563,0.286,-1.000,-2.540,1,0,fn
c,-19.681,"[-88.852, 49.49]",69.171,-0.475,0.637,37,0.300,662752093.563,0.286,-6.000,-13.681,1,0,fn
s,-13.288,"[-59.017, 32.441]",45.729,-0.485,0.629,37,0.300,662752093.563,0.286,-3.000,-10.288,1,0,fn
k0,-2.507,"[-10.372, 5.358]",7.865,-0.532,0.597,37,0.300,662752093.563,0.286,0.000,-2.507,0,0,fp
k1,-2.780,"[-7.414, 1.854]",4.634,-1.000,0.321,37,0.300,662752093.563,0.286,0.000,-2.780,0,0,fp
k2,-1.464,"[-8.636, 5.707]",7.171,-0.341,0.735,37,0.300,662752093.563,0.286,0.000,-1.464,0,0,fp
k3,-1.360,"[-8.998, 6.278]",7.638,-0.297,0.767,37,0.300,662752093.563,0.286,0.000,-1.360,0,0,fp
k4,1.429,"[-4.734, 7.592]",6.163,0.387,0.700,37,0.300,662752093.563,0.286,0.000,1.429,0,0,fp
k5,0.862,"[-3.265, 4.99]",4.127,0.348,0.729,37,0.300,662752093.563,0.286,0.000,0.862,0,0,fp
vot,0.180,,,,,37,0.300,662752093.563,0.286,0.167,0.013,0,0,fn
tt,-0.880,"[-2.036, 0.276]",1.156,-1.270,0.209,37,0.400,1348769542.984,0.340,-1.000,0.120,1,0,fn
c,-5.985,"[-12.748, 0.777]",6.762,-1.476,0.145,37,0.400,1348769542.984,0.340,-6.000,0.015,1,0,fn
s,-3.154,"[-7.6, 1.291]",4.445,-1.184,0.241,37,0.400,1348769542.984,0.340,-3.000,-0.154,1,0,fn
k0,-0.935,"[-2.715, 0.844]",1.780,-0.877,0.384,37,0.400,1348769542.984,0.340,0.000,-0.935,0,0,fp
k1,-0.912,"[-2.865, 1.042]",1.953,-0.779,0.439,37,0.400,1348769542.984,0.340,0.000,-0.912,0,0,fp
k2,0.490,"[-2.083, 3.064]",2.573,0.318,0.752,37,0.400,1348769542.984,0.340,0.000,0.490,0,0,fp
k3,0.372,"[-1.868, 2.611]",2.239,0.277,0.783,37,0.400,1348769542.984,0.340,0.000,0.372,0,0,fp
k4,-0.512,"[-2.821, 1.798]",2.309,-0.370,0.713,37,0.400,1348769542.984,0.340,0.000,-0.512,0,0,fp
k5,-0.353,"[-2.493, 1.786]",2.140,-0.275,0.784,37,0.400,1348769542.984,0.340,0.000,-0.353,0,0,fp
vot,0.147,,,,,37,0.400,1348769542.984,0.340,0.167,-0.020,0,0,fn
