stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.460,-6.945,-2.684,-1.839,1.509,-1.625,-1.891,1.128,-1.428,1547374308.873,1584,0,0,-0.066
norefined,2,-0.013,-6.950,-2.645,-1.914,1.421,-1.668,-1.920,1.097,-1.515,1096930047.458,1584,0,0,0.002
norefined,3,-0.502,-6.929,-2.649,-1.969,1.360,-1.709,-1.911,1.081,-1.559,934829426.504,1584,0,0,0.072
norefined,4,-0.902,-6.894,-2.838,-1.898,1.260,-1.753,-1.771,1.138,-1.448,917396331.269,1584,0,0,0.131
norefined,5,-0.588,-6.887,-3.122,-1.788,1.113,-1.703,-1.668,1.210,-1.312,882473268.055,1584,0,0,0.085
norefined,6,-1.041,-6.844,-3.213,-1.715,0.988,-1.734,-1.568,1.249,-1.269,873728578.404,1584,0,0,0.152
norefined,7,-0.723,-6.816,-3.490,-1.597,0.820,-1.663,-1.462,1.301,-1.165,836940869.648,1584,0,0,0.106
norefined,8,-1.147,-6.745,-3.601,-1.498,0.645,-1.660,-1.355,1.327,-1.138,827330885.586,1584,0,0,0.170
norefined,9,-0.753,-6.724,-3.824,-1.398,0.504,-1.598,-1.269,1.344,-1.081,805351478.917,1584,0,0,0.112
norefined,10,-1.234,-6.678,-3.830,-1.345,0.396,-1.595,-1.223,1.349,-1.068,805663848.336,1584,0,0,0.185
refined,11,-0.753,-6.724,-3.824,-1.398,0.504,-1.598,-1.269,1.344,-1.081,805351478.917,1584,0,0,0.112
refined,12,-1.034,-3.864,-2.832,-0.393,-1.679,1.557,0.707,-0.285,1.206,887695657.314,1584,0,0,0.268
refined,13,-1.521,-6.424,-4.402,-1.376,-1.940,1.940,0.462,-0.262,2.021,720512602.142,1584,0,0,0.237
refined,14,-1.744,-7.881,-5.336,-1.463,-2.009,1.715,0.445,-0.375,1.937,695184152.126,1584,0,0,0.221
refined,15,-1.602,-7.854,-5.316,-1.040,-1.642,0.726,0.168,-0.001,1.114,678872727.897,1584,0,0,0.204
refined,16,-1.751,-9.172,-6.264,-1.025,-1.492,-0.058,-0.133,0.554,0.674,671554502.778,1584,0,0,0.191
refined,17,-1.988,-10.689,-7.314,-1.379,-1.829,-0.351,-0.395,0.694,0.794,667888435.882,1584,0,0,0.186
refined,18,-2.486,-13.740,-9.352,-1.735,-2.135,-0.936,-0.772,1.012,0.720,665029928.884,1584,0,0,0.181
refined,19,-3.540,-19.681,-13.288,-2.507,-2.780,-1.464,-1.360,1.429,0.862,662752093.563,1584,0,0,0.180
refined,20,-8.048,-46.100,-30.533,-5.469,-3.570,-4.157,-4.385,3.481,-0.328,670920575.765,1584,0,0,0.175
