stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.753,"[-1.694, 0.188]",0.941,-1.335,0.186
norefined,c,-6.724,"[-13.821, 0.374]",7.097,-1.580,0.119
norefined,s,-3.824,"[-8.474, 0.826]",4.650,-1.372,0.175
norefined,k0,-1.398,"[-2.872, 0.077]",1.475,-1.581,0.119
norefined,k1,0.504,"[-1.183, 2.191]",1.687,0.498,0.620
norefined,k2,-1.598,"[-4.502, 1.306]",2.904,-0.918,0.362
norefined,k3,-1.269,"[-3.403, 0.865]",2.134,-0.992,0.325
norefined,k4,1.344,"[-0.782, 3.47]",2.126,1.054,0.296
norefined,k5,-1.081,"[-3.261, 1.099]",2.180,-0.827,0.411
refined,tt,-3.540,"[-15.575, 8.495]",12.035,-0.491,0.625
refined,c,-19.681,"[-88.852, 49.49]",69.171,-0.475,0.637
refined,s,-13.288,"[-59.017, 32.441]",45.729,-0.485,0.629
refined,k0,-2.507,"[-10.372, 5.358]",7.865,-0.532,0.597
refined,k1,-2.780,"[-7.414, 1.854]",4.634,-1.000,0.321
refined,k2,-1.464,"[-8.636, 5.707]",7.171,-0.341,0.735
refined,k3,-1.360,"[-8.998, 6.278]",7.638,-0.297,0.767
refined,k4,1.429,"[-4.734, 7.592]",6.163,0.387,0.700
refined,k5,0.862,"[-3.265, 4.99]",4.127,0.348,0.729
