stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.698,"[-1.321, -0.075]",0.623,-1.869,0.066
norefined,c,-6.710,"[-11.84, -1.579]",5.131,-2.181,0.033
norefined,s,-3.637,"[-6.793, -0.482]",3.155,-1.923,0.059
norefined,k0,-0.550,"[-1.593, 0.492]",1.043,-0.880,0.382
norefined,k1,0.488,"[-0.609, 1.586]",1.098,0.742,0.461
norefined,k2,-1.726,"[-3.945, 0.493]",2.219,-1.298,0.199
norefined,k3,-1.781,"[-3.397, -0.165]",1.616,-1.839,0.070
norefined,k4,0.419,"[-0.867, 1.705]",1.286,0.544,0.589
norefined,k5,-1.244,"[-2.798, 0.31]",1.554,-1.335,0.186
refined,tt,-0.646,"[-0.914, -0.379]",0.268,-4.025,0.000
refined,c,-3.613,"[-5.048, -2.178]",1.435,-4.200,0.000
refined,s,-1.854,"[-2.678, -1.03]",0.824,-3.753,0.000
refined,k0,0.287,"[-0.219, 0.793]",0.506,0.945,0.348
refined,k1,-0.206,"[-0.685, 0.274]",0.479,-0.716,0.477
refined,k2,0.339,"[-0.301, 0.979]",0.640,0.884,0.380
refined,k3,-0.198,"[-0.696, 0.3]",0.498,-0.663,0.510
refined,k4,-0.860,"[-1.553, -0.168]",0.693,-2.072,0.042
refined,k5,-0.162,"[-0.686, 0.362]",0.524,-0.516,0.607
