attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.017,"[-1.312, -0.721]",0.295,-5.736,0.000,107.969,ngd,74,177321969.396,0.140,-1.000,-0.017,0,0,fn
c,-6.167,"[-7.863, -4.471]",1.696,-6.058,0.000,107.969,ngd,74,177321969.396,0.140,-6.000,-0.167,0,0,fn
s,-3.240,"[-4.12, -2.361]",0.880,-6.136,0.000,107.969,ngd,74,177321969.396,0.140,-3.000,-0.240,0,0,fn
vot,0.165,,,,,107.969,ngd,74,177321969.396,0.140,0.167,-0.002,0,0,fn
tt,-0.659,"[-0.829, -0.489]",0.170,-6.473,0.000,72.144,lm,74,166218020.566,0.135,-1.000,0.341,0,0,fn
c,-4.255,"[-5.279, -3.232]",1.024,-6.925,0.000,72.144,lm,74,166218020.566,0.135,-6.000,1.745,0,0,fn
s,-2.032,"[-2.518, -1.546]",0.486,-6.969,0.000,72.144,lm,74,166218020.566,0.135,-3.000,0.968,0,0,fn
vot,0.155,,,,,72.144,lm,74,166218020.566,0.135,0.167,-0.012,0,0,fn
tt,-0.714,"[-0.899, -0.53]",0.185,-6.448,0.000,201.378,ngd+lm,74,167637600.585,0.136,-1.000,0.286,0,0,fn
c,-4.235,"[-5.267, -3.203]",1.032,-6.837,0.000,201.378,ngd+lm,74,167637600.585,0.136,-6.000,1.765,0,0,fn
s,-2.127,"[-2.64, -1.614]",0.513,-6.904,0.000,201.378,ngd+lm,74,167637600.585,0.136,-3.000,0.873,0,0,fn
vot,0.169,,,,,201.378,ngd+lm,74,167637600.585,0.136,0.167,0.002,0,0,fn
