stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,96.815,1.765,0.000,0,9,2962650969.513,154685176.589,57
refined,350.484,1.765,0.000,0,9,2962650969.513,44407121.271,57
