stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.031,"[-2.608, 0.545]",1.577,-1.186,0.263
norefined,c,-6.511,"[-15.108, 2.086]",8.597,-1.373,0.200
norefined,s,-3.235,"[-8.274, 1.805]",5.039,-1.163,0.272
norefined,k0,0.322,"[-1.556, 2.201]",1.879,0.311,0.762
norefined,k1,-0.819,"[-4.082, 2.445]",3.263,-0.455,0.659
norefined,k2,-1.199,"[-4.16, 1.763]",2.962,-0.734,0.480
norefined,k3,0.426,"[-1.871, 2.722]",2.296,0.336,0.744
norefined,k4,1.351,"[-1.587, 4.289]",2.938,0.834,0.424
norefined,k5,0.429,"[-3.136, 3.995]",3.566,0.218,0.832
refined,tt,-8.254,"[-29.416, 12.909]",21.162,-0.707,0.496
refined,c,-40.892,"[-144.512, 62.727]",103.620,-0.715,0.491
refined,s,-25.535,"[-93.36, 42.29]",67.825,-0.682,0.511
refined,k0,-2.659,"[-19.52, 14.201]",16.861,-0.286,0.781
refined,k1,-1.796,"[-15.521, 11.93]",13.725,-0.237,0.817
refined,k2,2.868,"[-5.745, 11.481]",8.613,0.604,0.560
refined,k3,-8.297,"[-27.082, 10.487]",18.784,-0.801,0.442
refined,k4,-3.034,"[-17.786, 11.718]",14.752,-0.373,0.717
refined,k5,13.963,"[-20.428, 48.354]",34.391,0.736,0.479
