link_key,speed_hist_avg,inrix_id,tt_sd,bus_stops,speed_ref_sd,intersections,median_age,speed_avg,tt_avg,road_closures,tt_sd_adj,tt_var,speed_sd,incidents,tt_cv,speed_ref_avg,median_inc,pems_ids,speed_hist_sd,speed_max,speed_cv
"(949, 931, '0')",0.000,400032282.000,0.000,1,0.000,1,29.100,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,44.531,[],0.000,0.000,0.000
"(953, 931, '0')",0.000,400032283.000,0.000,0,0.000,1,29.100,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,44.531,[],0.000,0.000,0.000
"(958, 931, '0')",16.622,449891872.000,0.216,0,0.000,1,29.100,23.457,0.514,0.000,0,0.047,7.135,0,0.421,21.748,44.531,[],0.843,36.040,0.304
"(937, 1391, '0')",20.453,441671241.000,0.055,0,0.000,2,21.100,24.492,0.195,0.000,0,0.003,6.530,0,0.280,26.098,42.205,[],0.857,36.040,0.267
"(1387, 1391, '0')",22.628,441671244.000,0.095,1,0.000,2,21.100,24.700,0.341,0.000,0,0.009,6.577,0,0.280,27.962,42.205,[],1.462,34.175,0.266
"(937, 1398, '0')",24.492,441671239.000,0.149,0,0.000,2,36.500,16.415,0.304,0.000,0,0.022,7.977,0,0.489,24.855,42.500,[],0.972,34.797,0.486
"(1397, 1398, '0')",20.453,441671238.000,0.036,1,0.000,3,36.500,27.030,0.150,0.000,0,0.001,6.637,0,0.241,26.098,42.500,[],0.857,39.768,0.246
"(937, 990, '0')",19.780,1626650341.000,0.179,1,0.000,2,21.100,23.560,1.270,0.000,0,0.032,3.184,0,0.141,26.098,42.205,[],0.693,29.204,0.135
"(1000, 990, '0')",18.589,1626626051.000,0.185,0,0.000,1,33.100,22.887,1.319,0.000,0,0.034,3.513,0,0.141,26.098,42.623,[],1.882,31.069,0.154
"(938, 1370, '0')",20.350,441671267.000,0.071,1,0.000,2,29.600,25.942,0.305,0.000,0,0.005,5.745,0,0.234,26.098,45.663,[],1.246,34.797,0.221
"(1369, 1370, '0')",22.628,441671268.000,0.232,1,0.000,2,29.600,21.334,0.427,0.000,0,0.054,7.444,0,0.542,27.962,45.663,[],1.462,28.583,0.349
"(938, 950, '0')",0.000,400073552.000,0.000,1,0.000,1,29.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,45.663,[],0.000,0.000,0.000
"(1380, 950, '0')",0.000,400139342.000,0.000,1,0.000,6,29.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,45.663,[],0.000,0.000,0.000
"(938, 1389, '0')",22.628,441671269.000,0.047,0,0.000,2,29.600,23.353,0.213,0.000,0,0.002,4.787,0,0.220,27.962,45.663,[],1.462,29.204,0.205
"(1390, 1389, '0')",20.453,441671265.000,0.078,0,0.000,2,21.100,25.942,0.201,0.000,0,0.006,7.634,0,0.387,26.098,42.205,[],0.857,37.904,0.294
"(938, 963, '0')",0.000,1626634450.000,0.000,1,0.000,1,29.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,45.663,[],0.000,0.000,0.000
"(962, 963, '0')",0.000,1626634464.000,0.000,2,0.000,3,29.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,45.663,[],0.000,0.000,0.000
"(940, 938, '0')",22.628,441671268.000,0.232,1,0.000,2,29.600,21.334,0.427,0.000,0,0.054,7.444,0,0.542,27.962,45.663,[],1.462,28.583,0.349
"(950, 938, '0')",0.000,400032290.000,0.000,1,0.000,1,29.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,45.663,[],0.000,0.000,0.000
"(961, 938, '0')",20.350,441671267.000,0.071,0,0.000,1,29.600,25.942,0.305,0.000,0,0.005,5.745,0,0.234,26.098,45.663,[],1.246,34.797,0.221
"(963, 938, '0')",0.000,1626634464.000,0.000,1,0.000,1,29.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,45.663,[],0.000,0.000,0.000
"(941, 1532, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(482, 945, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(946, 945, '0')",0.000,,0.000,0,0.000,2,29.100,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,44.531,[],0.000,0.000,0.000
"(944, 1534, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(945, 1533, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(947, 1378, '0')",0.000,400073538.000,0.000,1,0.000,2,46.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,15.738,[],0.000,0.000,0.000
"(1380, 1378, '0')",0.000,400032297.000,0.000,0,0.000,1,46.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,15.738,[],0.000,0.000,0.000
"(643, 1378, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(947, 1538, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(950, 1380, '0')",0.000,399967376.000,0.000,1,0.000,6,29.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,45.663,[],0.000,0.000,0.000
"(1378, 1380, '0')",0.000,400073544.000,0.000,0,0.000,1,46.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,15.738,[],0.000,0.000,0.000
"(487, 952, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(953, 952, '0')",0.000,400073559.000,0.000,0,0.000,1,29.100,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,44.531,[],0.000,0.000,0.000
"(952, 1537, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(955, 956, '0')",15.275,449891870.000,0.163,0,0.000,1,46.800,20.609,0.623,0.000,0,0.027,5.994,0,0.261,21.127,15.738,[],0.815,31.690,0.291
"(959, 956, '0')",17.347,449891878.000,0.079,3,0.000,1,45.100,21.489,0.301,0.000,0,0.006,6.647,0,0.264,22.991,48.646,[],0.724,36.661,0.309
"(994, 956, '0')",0.000,,0.000,0,0.000,1,46.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,15.738,[],0.000,0.000,0.000
"(999, 956, '0')",0.000,,0.000,0,0.000,1,46.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,15.738,[],0.000,0.000,0.000
"(956, 954, '0')",15.793,449891871.000,0.075,4,0.000,2,46.800,21.437,0.311,0.000,0,0.006,6.004,0,0.240,21.127,15.738,[],0.673,32.311,0.280
"(998, 954, '0')",20.453,449891877.000,0.158,0,0.000,1,46.800,21.852,0.553,0.000,0,0.025,6.847,0,0.285,24.855,15.738,[],1.075,36.040,0.313
"(956, 475, '0')",17.347,449891879.000,0.340,0,0.000,1,45.100,18.072,0.805,0.000,0,0.116,8.628,0,0.423,22.991,48.646,[],0.724,34.175,0.477
"(956, 999, '0')",15.275,449891870.000,0.163,0,0.000,1,46.800,20.609,0.623,0.000,0,0.027,5.994,0,0.261,21.127,15.738,[],0.815,31.690,0.291
"(492, 999, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(957, 955, '0')",15.275,449891870.000,0.163,0,0.000,0,46.800,20.609,0.623,0.000,0,0.027,5.994,0,0.261,21.127,15.738,[],0.815,31.690,0.291
"(490, 962, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(963, 962, '0')",0.000,1626634450.000,0.000,2,0.000,3,29.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,45.663,[],0.000,0.000,0.000
"(962, 1540, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(499, 967, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(968, 967, '0')",19.884,1626719671.000,0.214,3,0.000,1,25.600,23.405,1.298,0.000,0,0.046,3.888,0,0.164,21.748,42.628,[],1.026,32.311,0.166
"(967, 968, '0')",15.327,1626679013.000,0.273,3,0.000,1,25.600,23.664,1.290,0.000,0,0.075,4.608,0,0.212,24.233,42.628,[],1.195,30.447,0.195
"(975, 968, '0')",19.884,1626719671.000,0.214,0,0.000,1,45.100,23.405,1.298,0.000,0,0.046,3.888,0,0.164,21.748,48.646,[],1.026,32.311,0.166
"(967, 1544, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(968, 975, '0')",15.327,1626679013.000,0.273,0,0.000,1,45.100,23.664,1.290,0.000,0,0.075,4.608,0,0.212,24.233,48.646,[],1.195,30.447,0.195
"(974, 975, '0')",19.884,1626719671.000,0.214,0,0.000,0,45.100,23.405,1.298,0.000,0,0.046,3.888,0,0.164,21.748,48.646,[],1.026,32.311,0.166
"(969, 971, '0')",0.000,170663431.000,0.000,0,0.000,0,34.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,74.402,[],0.000,0.000,0.000
"(969, 973, '0')",0.000,170576493.000,0.000,0,0.000,1,34.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,74.402,[],0.000,0.000,0.000
"(500, 973, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(972, 737, '0')",17.761,441679173.000,0.044,0,0.000,1,34.700,24.958,0.153,0.000,0,0.002,6.006,0,0.288,29.826,74.402,[],2.026,35.418,0.241
"(973, 1239, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(974, 476, '0')",15.327,1626679013.000,0.273,0,0.000,1,25.600,23.664,1.290,0.000,0,0.075,4.608,0,0.212,24.233,42.628,[],1.195,30.447,0.195
"(977, 476, '0')",17.347,449891868.000,0.136,0,0.000,1,45.100,24.958,0.646,0.000,0,0.018,5.822,0,0.211,22.991,48.646,[],0.724,35.418,0.233
"(978, 476, '0')",19.884,1626761608.000,0.175,0,0.000,1,25.600,15.120,0.814,0.000,0,0.031,3.528,0,0.215,21.748,42.628,[],1.026,23.612,0.233
"(981, 476, '0')",15.275,449891867.000,0.249,0,0.000,1,25.600,22.421,0.743,0.000,0,0.062,5.820,0,0.335,21.127,42.628,[],0.815,31.069,0.260
"(975, 976, '0')",15.327,1626679013.000,0.273,0,0.000,0,45.100,23.664,1.290,0.000,0,0.075,4.608,0,0.212,24.233,48.646,[],1.195,30.447,0.195
"(978, 964, '0')",15.327,1626650416.000,0.105,0,0.000,0,25.600,20.505,0.583,0.000,0,0.011,3.455,0,0.181,24.233,42.628,[],1.195,26.719,0.168
"(982, 964, '0')",19.884,1626761608.000,0.175,1,0.000,0,25.600,15.120,0.814,0.000,0,0.031,3.528,0,0.215,21.748,42.628,[],1.026,23.612,0.233
"(979, 1003, '0')",16.829,449891866.000,0.128,1,0.000,4,27.200,23.819,0.650,0.000,0,0.017,5.174,0,0.198,22.369,51.955,[],0.619,34.175,0.217
"(979, 1016, '0')",21.178,441671145.000,0.144,0,0.000,0,31.600,22.369,0.368,0.000,0,0.021,8.141,0,0.390,22.991,24.619,[],0.935,36.661,0.364
"(1015, 1016, '0')",20.764,441671136.000,0.035,2,0.000,0,31.600,25.476,0.151,0.000,0,0.001,4.999,0,0.234,24.855,24.619,[],1.138,32.311,0.196
"(979, 1019, '0')",17.347,449891864.000,0.215,3,0.000,0,31.600,20.039,0.794,0.000,0,0.046,5.824,0,0.271,22.991,24.619,[],0.724,34.797,0.291
"(980, 981, '0')",15.275,449891867.000,0.249,0,0.000,0,25.600,22.421,0.743,0.000,0,0.062,5.820,0,0.335,21.127,42.628,[],0.815,31.069,0.260
"(983, 985, '0')",17.347,449891868.000,0.136,0,0.000,3,25.600,24.958,0.646,0.000,0,0.018,5.822,0,0.211,22.991,42.628,[],0.724,35.418,0.233
"(984, 980, '0')",15.275,449891867.000,0.249,0,0.000,3,25.600,22.421,0.743,0.000,0,0.062,5.820,0,0.335,21.127,42.628,[],0.815,31.069,0.260
"(984, 1005, '0')",0.000,,0.000,0,0.000,1,27.200,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,51.955,[],0.000,0.000,0.000
"(1004, 1005, '0')",0.000,,0.000,0,0.000,0,27.200,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,51.955,[],0.000,0.000,0.000
"(984, 1006, '0')",17.347,449891869.000,0.156,0,0.000,3,27.200,19.521,0.810,0.000,0,0.024,5.648,0,0.193,22.991,51.955,[],0.724,36.040,0.289
"(985, 984, '0')",17.347,449891869.000,0.156,0,0.000,1,25.600,19.521,0.810,0.000,0,0.024,5.648,0,0.193,22.991,42.628,[],0.724,36.040,0.289
"(1003, 984, '0')",16.829,449891866.000,0.128,0,0.000,0,27.200,23.819,0.650,0.000,0,0.017,5.174,0,0.198,22.369,51.955,[],0.619,34.175,0.217
"(1005, 984, '0')",0.000,,0.000,0,0.000,1,27.200,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,51.955,[],0.000,0.000,0.000
"(1008, 984, '0')",0.000,,0.000,0,0.000,1,27.200,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,51.955,[],0.000,0.000,0.000
"(986, 1397, '0')",20.453,441671233.000,0.033,1,0.000,2,36.500,27.755,0.142,0.000,0,0.001,6.652,0,0.232,26.098,42.500,[],0.857,39.768,0.240
"(1398, 1397, '0')",24.492,441671237.000,0.027,1,0.000,3,36.500,27.910,0.139,0.000,0,0.001,5.802,0,0.197,24.855,42.500,[],0.972,38.525,0.208
"(986, 1407, '0')",24.492,441671230.000,0.024,0,0.000,2,36.500,29.412,0.133,0.000,0,0.001,5.915,0,0.179,24.855,42.500,[],0.972,39.768,0.201
"(1408, 1407, '0')",20.453,441671227.000,0.024,0,0.000,0,36.500,28.272,0.134,0.000,0,0.001,5.148,0,0.178,26.098,42.500,[],0.857,37.282,0.182
"(986, 1011, '0')",0.000,,0.000,0,0.000,2,36.500,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,42.500,[],0.000,0.000,0.000
"(505, 1011, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(988, 986, '0')",24.492,441671230.000,0.024,1,0.000,1,36.500,29.412,0.133,0.000,0,0.001,5.915,0,0.179,24.855,42.500,[],0.972,39.768,0.201
"(1009, 986, '0')",0.000,,0.000,0,0.000,1,36.500,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,42.500,[],0.000,0.000,0.000
"(1011, 986, '0')",0.000,,0.000,0,0.000,2,36.500,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,42.500,[],0.000,0.000,0.000
"(1012, 986, '0')",20.453,441671229.000,0.029,0,0.000,1,36.500,27.392,0.144,0.000,0,0.001,6.334,0,0.202,26.098,42.500,[],0.857,39.768,0.231
"(990, 1000, '0')",19.780,1626650341.000,0.179,0,0.000,1,33.100,23.560,1.270,0.000,0,0.032,3.184,0,0.141,26.098,42.623,[],0.693,29.204,0.135
"(992, 1000, '0')",18.589,1626626051.000,0.185,1,0.000,2,33.100,22.887,1.319,0.000,0,0.034,3.513,0,0.141,26.098,42.623,[],1.882,31.069,0.154
"(991, 1545, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(992, 1546, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(998, 959, '0')",17.347,449891878.000,0.079,0,0.000,1,45.100,21.489,0.301,0.000,0,0.006,6.647,0,0.264,22.991,48.646,[],0.724,36.661,0.309
"(999, 1541, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(502, 1004, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1005, 1004, '0')",0.000,,0.000,0,0.000,0,27.200,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,51.955,[],0.000,0.000,0.000
"(1004, 1547, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1006, 979, '0')",17.347,449891864.000,0.215,1,0.000,1,27.200,20.039,0.794,0.000,0,0.046,5.824,0,0.271,22.991,51.955,[],0.724,34.797,0.291
"(1016, 979, '0')",20.764,441671144.000,0.142,0,0.000,0,31.600,16.000,0.483,0.000,0,0.020,4.575,0,0.294,24.855,24.619,[],1.138,24.855,0.286
"(1018, 979, '0')",19.832,449891862.000,0.232,0,0.000,0,31.600,19.729,0.815,0.000,0,0.054,6.163,0,0.285,24.233,24.619,[],1.138,30.447,0.312
"(1021, 979, '0')",20.971,441671147.000,0.157,1,0.000,0,31.600,19.625,0.423,0.000,0,0.025,8.326,0,0.371,25.476,24.619,[],0.538,35.418,0.424
"(1011, 1550, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1013, 481, '0')",24.492,441671223.000,0.053,1,0.000,1,36.500,29.412,0.121,0.000,0,0.003,8.717,0,0.437,24.855,42.500,[],0.972,39.146,0.296
"(1020, 481, '0')",20.764,441671221.000,0.108,0,0.000,1,29.900,24.596,0.351,0.000,0,0.012,6.177,0,0.309,24.855,39.750,[],1.138,35.418,0.251
"(1024, 481, '0')",20.971,441671222.000,0.072,1,0.000,0,24.500,28.687,0.293,0.000,0,0.005,6.618,0,0.245,26.098,17.434,[],0.538,38.525,0.231
"(1028, 481, '0')",18.538,441671224.000,0.049,0,0.000,0,24.500,17.502,0.189,0.000,0,0.002,4.188,0,0.258,24.233,17.434,[],2.214,22.991,0.239
"(506, 1015, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1016, 1015, '0')",21.178,441671137.000,0.007,2,0.000,0,31.600,32.777,0.120,0.000,0,0.000,2.296,0,0.062,22.991,24.619,[],0.935,37.282,0.070
"(1015, 1551, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1017, 1018, '0')",19.832,449891862.000,0.232,2,0.000,0,31.600,19.729,0.815,0.000,0,0.054,6.163,0,0.285,24.233,24.619,[],1.138,30.447,0.312
"(1017, 1036, '0')",18.538,449891865.000,0.286,0,0.000,0,31.600,18.123,0.883,0.000,0,0.082,4.416,0,0.324,23.612,24.619,[],0.831,24.233,0.244
"(1035, 1036, '0')",0.000,,0.000,0,0.000,0,31.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.619,[],0.000,0.000,0.000
"(1017, 1033, '0')",0.000,,0.000,0,0.000,0,31.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.619,[],0.000,0.000,0.000
"(1019, 1017, '0')",0.000,,0.000,0,0.000,0,31.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.619,[],0.000,0.000,0.000
"(1036, 1017, '0')",19.832,449891861.000,0.198,0,0.000,0,31.600,20.816,0.781,0.000,0,0.039,5.723,0,0.253,24.233,24.619,[],1.138,34.175,0.275
"(1037, 1017, '0')",19.832,449891861.000,0.198,0,0.000,0,31.600,20.816,0.781,0.000,0,0.039,5.723,0,0.253,24.233,24.619,[],1.138,34.175,0.275
"(507, 1023, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1024, 1023, '0')",20.764,441671231.000,0.038,1,0.000,0,24.500,27.703,0.256,0.000,0,0.001,3.770,0,0.148,24.855,17.434,[],1.138,34.175,0.136
"(1023, 1554, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1025, 1053, '0')",0.000,,0.000,0,0.000,0,23.400,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,37.414,[],0.000,0.000,0.000
"(516, 1053, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1025, 1031, '0')",14.447,449891859.000,0.105,0,0.000,0,23.400,20.868,0.737,0.000,0,0.011,2.968,0,0.142,21.127,37.414,[],0.281,25.476,0.142
"(1030, 1031, '0')",19.418,449891857.000,0.249,0,0.000,1,23.400,20.712,0.761,0.000,0,0.062,5.001,0,0.328,22.991,37.414,[],0.538,27.340,0.241
"(1025, 1052, '0')",0.000,,0.000,0,0.000,0,23.400,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,37.414,[],0.000,0.000,0.000
"(518, 1052, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1025, 1032, '0')",18.227,449891858.000,0.451,0,0.000,1,23.400,15.534,1.090,0.000,0,0.203,4.828,0,0.414,20.505,37.414,[],1.252,23.612,0.311
"(1027, 1032, '0')",14.447,449891859.000,0.105,1,0.000,1,23.400,20.868,0.737,0.000,0,0.011,2.968,0,0.142,21.127,37.414,[],0.281,25.476,0.142
"(1026, 1412, '0')",18.538,441671191.000,0.033,1,0.000,0,29.900,22.939,0.168,0.000,0,0.001,4.100,0,0.197,24.233,39.750,[],2.214,29.204,0.179
"(1414, 1412, '0')",24.492,441671196.000,0.193,0,0.000,0,29.900,27.289,0.204,0.000,0,0.037,10.669,10,0.948,24.855,39.750,[],0.972,39.768,0.391
"(1026, 1027, '0')",14.447,449891859.000,0.105,1,0.000,1,29.900,20.868,0.737,0.000,0,0.011,2.968,3,0.142,21.127,39.750,[],0.281,25.476,0.142
"(1032, 1027, '0')",18.227,449891858.000,0.451,1,0.000,1,23.400,15.534,1.090,0.000,0,0.203,4.828,0,0.414,20.505,37.414,[],1.252,23.612,0.311
"(1026, 1029, '0')",19.729,441671193.000,0.078,0,0.000,0,29.900,27.962,0.250,0.000,0,0.006,7.513,0,0.314,22.991,39.750,[],0.538,39.146,0.269
"(1441, 1029, '0')",18.538,441671187.000,0.031,0,0.000,0,39.300,25.373,0.128,0.000,0,0.001,5.102,0,0.244,24.233,24.432,[],2.214,31.690,0.201
"(1026, 448, '0')",18.227,1626715304.000,0.164,0,0.000,0,29.900,13.049,0.621,0.000,0,0.027,3.168,0,0.265,19.884,39.750,[],1.252,18.020,0.243
"(1030, 210, '0')",14.447,449891860.000,0.290,0,0.000,1,23.400,15.482,1.027,0.000,0,0.084,4.646,0,0.282,21.127,37.414,[],0.281,23.612,0.300
"(1033, 210, '0')",0.000,,0.000,0,0.000,0,31.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.619,[],0.000,0.000,0.000
"(1056, 210, '0')",19.418,449891857.000,0.249,0,0.000,0,23.400,20.712,0.761,0.000,0,0.062,5.001,0,0.328,22.991,37.414,[],0.538,27.340,0.241
"(1061, 210, '0')",0.000,,0.000,0,0.000,0,23.400,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,37.414,[],0.000,0.000,0.000
"(1031, 1025, '0')",18.227,449891858.000,0.451,0,0.000,0,23.400,15.534,1.090,0.000,0,0.203,4.828,0,0.414,20.505,37.414,[],1.252,23.612,0.311
"(1032, 1025, '0')",14.447,449891859.000,0.105,0,0.000,1,23.400,20.868,0.737,0.000,0,0.011,2.968,0,0.142,21.127,37.414,[],0.281,25.476,0.142
"(1052, 1025, '0')",0.000,,0.000,0,0.000,0,23.400,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,37.414,[],0.000,0.000,0.000
"(1053, 1025, '0')",0.000,,0.000,0,0.000,0,23.400,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,37.414,[],0.000,0.000,0.000
"(511, 1035, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1036, 1035, '0')",0.000,,0.000,0,0.000,0,31.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.619,[],0.000,0.000,0.000
"(1035, 1555, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(512, 1046, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1041, 515, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1043, 1177, '0')",25.166,1626659782.000,0.358,1,0.000,1,21.300,24.958,1.272,0.000,0,0.128,5.588,0,0.281,27.962,23.867,[],1.076,33.554,0.224
"(1108, 1177, '0')",21.489,441663028.000,0.080,0,0.000,1,24.900,19.366,0.384,0.000,0,0.006,3.670,0,0.209,24.855,14.243,[],1.256,24.233,0.189
"(1176, 1177, '0')",22.318,449890248.000,0.259,1,0.000,1,26.000,26.046,1.189,0.000,0,0.067,5.963,0,0.218,24.855,21.600,[],1.227,38.525,0.229
"(1183, 1177, '0')",22.732,1626715869.000,0.142,0,0.000,1,26.000,31.120,0.978,0.000,0,0.020,4.235,0,0.145,24.855,21.600,[],1.919,36.040,0.136
"(1046, 1042, '0')",0.000,,0.000,0,0.000,0,45.200,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,16.994,[],0.000,0.000,0.000
"(1047, 1044, '0')",22.732,1626733628.000,0.243,0,0.000,0,21.300,22.110,1.395,0.000,0,0.059,4.100,0,0.174,24.855,23.867,[],1.919,31.069,0.185
"(1048, 1561, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1052, 1560, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1053, 1559, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
