link_key,speed_hist_avg,inrix_id,tt_sd,bus_stops,speed_ref_sd,intersections,median_age,speed_avg,tt_avg,road_closures,tt_sd_adj,tt_var,speed_sd,incidents,tt_cv,speed_ref_avg,median_inc,pems_ids,speed_hist_sd,speed_max,speed_cv
"(96, 894, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(508, 894, '0')",22.007,449891912.000,0.059,2,0.000,2,36.700,35.263,0.840,0.000,0,0.003,2.296,2,0.070,29.826,66.344,[],0.619,39.146,0.065
"(1462, 89, '0')",0.000,,0.000,0,0.000,1,28.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.471,[],0.000,0.000,0.000
"(997, 89, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1462, 90, '0')",0.000,,0.000,0,0.000,1,28.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.471,[],0.000,0.000,0.000
"(1001, 90, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1462, 1133, '0')",0.000,,0.000,0,0.000,3,28.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.471,[],0.000,0.000,0.000
"(1110, 1133, '0')",0.000,,0.000,0,0.000,2,28.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,13.125,[],0.000,0.000,0.000
"(1462, 1131, '0')",0.000,,0.000,0,0.000,6,28.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.471,[],0.000,0.000,0.000
"(1123, 1131, '0')",0.000,,0.000,0,0.000,2,26.400,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,25.132,[],0.000,0.000,0.000
"(89, 1462, '0')",0.000,,0.000,0,0.000,1,28.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.471,[],0.000,0.000,0.000
"(90, 1462, '0')",0.000,,0.000,0,0.000,1,28.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.471,[],0.000,0.000,0.000
"(1131, 1462, '0')",0.000,,0.000,0,0.000,6,28.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.471,[],0.000,0.000,0.000
"(1133, 1462, '0')",13.774,170423917.000,0.070,0,0.000,3,28.000,13.981,0.557,0.000,0,0.005,1.883,0,0.125,14.292,24.471,[],2.049,16.156,0.135
"(89, 1587, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(106, 107, '0')",21.852,170692961.000,0.101,0,0.000,1,46.000,17.968,0.696,0.000,0,0.010,2.695,0,0.145,32.933,24.821,[],0.742,22.991,0.150
"(158, 107, '0')",0.000,171130911.000,0.000,0,0.000,1,46.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.821,[],0.000,0.000,0.000
"(106, 558, '0')",37.541,170160930.000,0.029,0,0.000,2,46.000,37.541,0.371,0.000,0,0.001,2.589,0,0.078,39.768,24.821,"[601218, 602218]",2.589,39.768,0.069
"(106, 119, '0')",17.450,429471501.000,0.058,0,0.000,5,46.000,20.298,0.317,0.000,0,0.003,3.815,1,0.184,29.204,24.821,[],1.256,27.962,0.188
"(107, 158, '0')",21.852,170692961.000,0.101,0,0.000,1,46.000,17.968,0.696,0.000,0,0.010,2.695,0,0.145,32.933,24.821,[],0.742,22.991,0.150
"(817, 158, '0')",0.000,171130911.000,0.000,0,0.000,0,46.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.821,[],0.000,0.000,0.000
"(90, 1588, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1540, 1715, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1539, 1714, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1245, 835, '0')",0.000,400156026.000,0.000,0,0.000,0,29.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,36.974,[],0.000,0.000,0.000
"(808, 835, '0')",0.000,399951319.000,0.000,0,0.000,1,29.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,36.974,[],0.000,0.000,0.000
"(1245, 1241, '0')",0.000,400156024.000,0.000,0,0.000,2,29.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,36.974,[],0.000,0.000,0.000
"(833, 1241, '0')",0.000,1626699081.000,0.000,0,0.000,2,29.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,36.974,[],0.000,0.000,0.000
"(565, 1241, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1245, 1401, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(835, 1245, '0')",0.000,399951319.000,0.000,0,0.000,0,29.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,36.974,[],0.000,0.000,0.000
"(1241, 1245, '0')",0.000,399951321.000,0.000,0,0.000,2,29.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,36.974,[],0.000,0.000,0.000
"(566, 1245, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(835, 808, '0')",0.000,400156026.000,0.000,0,0.000,1,29.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,36.974,[],0.000,0.000,0.000
"(810, 808, '0')",21.282,449891945.000,0.239,1,0.000,1,29.000,22.835,1.319,0.000,0,0.057,4.257,0,0.181,26.098,36.974,[],1.780,28.583,0.186
"(811, 808, '0')",18.123,449891943.000,0.233,0,0.000,1,29.000,25.114,1.225,0.000,0,0.054,4.882,0,0.190,26.719,36.974,[],1.087,34.175,0.194
"(838, 808, '0')",0.000,400229145.000,0.000,0,0.000,1,66.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,34.923,[],0.000,0.000,0.000
"(1473, 92, '0')",0.000,400073362.000,0.000,0,0.000,0,33.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,41.694,[],0.000,0.000,0.000
"(1093, 92, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1473, 94, '0')",0.000,,0.000,0,0.000,0,33.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,41.694,[],0.000,0.000,0.000
"(1095, 94, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1473, 1474, '0')",0.000,400032478.000,0.000,0,0.000,1,33.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,41.694,[],0.000,0.000,0.000
"(914, 1474, '0')",0.000,400073362.000,0.000,0,0.000,1,33.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,41.694,[],0.000,0.000,0.000
"(1473, 1475, '0')",0.000,1626752702.000,0.000,0,0.000,2,33.600,0.000,0.000,0.000,0,0.000,0.000,5,0.000,0.000,41.694,[],0.000,0.000,0.000
"(915, 1475, '0')",0.000,1626752720.000,0.000,0,0.000,0,33.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,41.694,[],0.000,0.000,0.000
"(92, 1473, '0')",61.153,1626686706.000,0.014,0,0.000,0,33.600,64.985,0.543,0.000,0,0.000,1.310,0,0.026,64.001,41.694,[],0.771,67.729,0.020
"(94, 1473, '0')",0.000,,0.000,0,0.000,0,33.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,41.694,[],0.000,0.000,0.000
"(1474, 1473, '0')",0.000,400073362.000,0.000,0,0.000,1,33.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,41.694,[],0.000,0.000,0.000
"(1475, 1473, '0')",0.000,1626752720.000,0.000,0,0.000,2,33.600,0.000,0.000,0.000,0,0.000,0.000,5,0.000,0.000,41.694,[],0.000,0.000,0.000
"(92, 1610, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(94, 1611, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(115, 45, '0')",60.273,1626700885.000,0.006,0,0.000,0,29.000,64.623,0.202,0.000,0,0.000,1.612,10,0.029,62.758,36.974,"[601218, 602218]",0.000,67.729,0.025
"(131, 45, '0')",60.273,1626700885.000,0.006,0,0.000,1,46.000,64.623,0.202,0.000,0,0.000,1.612,7,0.029,62.758,24.821,"[601218, 602218]",0.000,67.729,0.025
"(1353, 112, '0')",0.000,,0.000,0,0.000,1,33.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,41.694,[],0.000,0.000,0.000
"(625, 112, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1353, 113, '0')",0.000,,0.000,0,0.000,1,33.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,41.694,[],0.000,0.000,0.000
"(627, 113, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1353, 1352, '0')",20.350,441679040.000,0.038,0,0.000,1,33.600,31.690,0.283,0.000,0,0.001,3.671,0,0.134,26.098,41.694,[],1.246,35.418,0.116
"(1358, 1352, '0')",18.382,441679043.000,0.066,1,0.000,5,33.600,29.670,0.312,0.000,0,0.004,5.405,0,0.212,22.991,41.694,[],1.578,36.661,0.182
"(1353, 1351, '0')",18.382,441679041.000,0.062,0,0.000,1,33.600,30.603,0.299,0.000,0,0.004,5.763,0,0.207,22.991,41.694,[],1.578,37.282,0.188
"(1354, 1351, '0')",20.350,441679040.000,0.038,1,0.000,3,33.600,31.690,0.283,0.000,0,0.001,3.671,0,0.134,26.098,41.694,[],1.246,35.418,0.116
"(112, 1353, '0')",0.000,,0.000,0,0.000,1,33.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,41.694,[],0.000,0.000,0.000
"(113, 1353, '0')",0.000,,0.000,0,0.000,1,33.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,41.694,[],0.000,0.000,0.000
"(1351, 1353, '0')",20.350,441679040.000,0.038,0,0.000,1,33.600,31.690,0.283,0.000,0,0.001,3.671,0,0.134,26.098,41.694,[],1.246,35.418,0.116
"(1352, 1353, '0')",18.382,441679041.000,0.062,0,0.000,1,33.600,30.603,0.299,0.000,0,0.004,5.763,0,0.207,22.991,41.694,[],1.578,37.282,0.188
"(112, 1528, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(118, 560, '0')",0.000,169890603.000,0.000,0,0.000,1,46.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.821,[],0.000,0.000,0.000
"(118, 110, '0')",21.230,1626623043.000,0.032,0,0.000,4,46.000,24.700,0.262,0.000,0,0.001,3.011,1,0.123,29.826,24.821,[],0.242,29.204,0.122
"(118, 124, '0')",23.612,170674264.000,0.086,0,0.000,2,46.000,19.832,0.395,0.000,0,0.007,4.341,0,0.219,31.690,24.821,[],0.795,27.340,0.219
"(128, 124, '0')",21.800,170685485.000,0.068,0,0.000,1,46.000,21.127,0.385,0.000,0,0.005,3.465,0,0.177,32.933,24.821,[],1.462,26.719,0.164
"(113, 1527, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1538, 1713, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1430, 114, '0')",0.000,,0.000,0,0.000,1,39.300,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.432,[],0.000,0.000,0.000
"(730, 114, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1430, 120, '0')",0.000,,0.000,0,0.000,1,24.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,14.243,[],0.000,0.000,0.000
"(731, 120, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1430, 1107, '0')",22.525,449873417.000,0.102,0,0.000,3,39.300,27.340,0.557,0.000,0,0.010,4.394,0,0.183,24.855,24.432,[],1.128,33.554,0.161
"(1105, 1107, '0')",21.489,449873416.000,0.124,1,0.000,2,39.300,25.269,0.612,0.000,0,0.015,4.476,0,0.203,24.855,24.432,[],1.256,31.690,0.177
"(1430, 1108, '0')",21.489,441663028.000,0.080,1,0.000,8,24.900,19.366,0.384,0.000,0,0.006,3.670,0,0.209,24.855,14.243,[],1.256,24.233,0.189
"(1177, 1108, '0')",22.525,441663027.000,0.085,0,0.000,1,24.900,25.683,0.290,0.000,0,0.007,5.268,0,0.293,24.855,14.243,[],1.128,34.175,0.205
"(1416, 116, '0')",5.818,170873365.000,0.135,0,0.000,0,23.400,6.732,0.546,0.000,0,0.018,1.693,0,0.247,8.699,37.414,[],1.369,8.699,0.252
"(674, 116, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1416, 117, '0')",19.832,1626736020.000,0.446,0,0.000,0,23.400,21.127,1.208,0.000,0,0.199,6.817,0,0.370,24.233,37.414,[],1.138,35.418,0.323
"(661, 117, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1416, 1057, '0')",19.832,1626736020.000,0.446,0,0.000,0,23.400,21.127,1.208,0.000,0,0.199,6.817,0,0.370,24.233,37.414,[],1.138,35.418,0.323
"(1416, 1064, '0')",20.505,429471382.000,0.015,0,0.000,0,23.400,30.085,0.099,0.000,0,0.000,4.539,0,0.152,26.098,37.414,[],0.649,37.282,0.151
"(1077, 1064, '0')",26.046,429471383.000,0.014,0,0.000,1,24.600,31.897,0.109,0.000,0,0.000,3.172,0,0.132,29.204,36.042,[],1.283,36.661,0.099
"(116, 1416, '0')",0.000,,0.000,0,0.000,0,23.400,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,37.414,[],0.000,0.000,0.000
"(117, 1416, '0')",5.818,1626735979.000,0.033,0,0.000,0,23.400,7.094,0.109,0.000,0,0.001,2.094,0,0.304,8.699,37.414,[],1.369,9.942,0.295
"(1058, 1416, '0')",20.505,1626724737.000,0.065,0,0.000,0,23.400,28.738,0.787,0.000,0,0.004,2.105,0,0.083,26.098,37.414,[],0.649,31.069,0.073
"(1077, 1416, '0')",26.046,429471383.000,0.014,0,0.000,0,23.400,31.897,0.109,0.000,0,0.000,3.172,0,0.132,29.204,37.414,[],1.283,36.661,0.099
"(116, 1563, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(117, 1562, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(124, 128, '0')",23.612,170674264.000,0.086,0,0.000,1,46.000,19.832,0.395,0.000,0,0.007,4.341,0,0.219,31.690,24.821,[],0.795,27.340,0.219
"(159, 128, '0')",21.800,1626753339.000,0.092,0,0.000,1,30.500,26.253,1.113,0.000,0,0.008,2.155,0,0.083,32.933,56.987,[],1.462,28.583,0.082
"(804, 128, '0')",17.347,441679119.000,0.096,1,0.000,0,30.500,14.809,0.467,0.000,0,0.009,2.888,0,0.205,26.719,56.987,[],1.806,19.884,0.195
"(826, 128, '0')",19.211,441461257.000,0.160,0,0.000,0,30.500,13.463,0.507,0.000,0,0.026,4.652,0,0.315,26.098,56.987,[],0.619,22.991,0.346
"(114, 1430, '0')",0.000,,0.000,0,0.000,1,39.300,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.432,[],0.000,0.000,0.000
"(120, 1430, '0')",0.000,,0.000,0,0.000,1,24.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,14.243,[],0.000,0.000,0.000
"(1107, 1430, '0')",21.489,449873416.000,0.124,0,0.000,3,39.300,25.269,0.612,0.000,0,0.015,4.476,0,0.203,24.855,24.432,[],1.256,31.690,0.177
"(1108, 1430, '0')",22.525,441663027.000,0.085,1,0.000,8,24.900,25.683,0.290,0.000,0,0.007,5.268,0,0.293,24.855,14.243,[],1.128,34.175,0.205
"(114, 1571, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(120, 1572, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1537, 1712, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(128, 157, '0')",19.211,441679124.000,0.066,1,0.000,0,30.500,16.156,0.247,0.000,0,0.004,4.543,0,0.265,26.098,56.987,[],0.619,23.612,0.281
"(128, 1259, '0')",17.347,441679117.000,0.043,0,0.000,1,30.500,19.263,0.211,0.000,0,0.002,3.974,0,0.204,26.719,56.987,[],1.806,25.476,0.206
"(128, 159, '0')",23.612,1626685661.000,0.076,0,0.000,1,30.500,30.499,0.958,0.000,0,0.006,2.347,0,0.079,31.690,56.987,[],0.795,33.554,0.077
"(823, 159, '0')",21.800,1626753339.000,0.092,0,0.000,2,30.500,26.253,1.113,0.000,0,0.008,2.155,0,0.083,32.933,56.987,[],1.462,28.583,0.082
"(416, 121, '0')",0.000,,0.000,0,0.000,0,41.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,50.641,[],0.000,0.000,0.000
"(1090, 121, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(416, 122, '0')",0.000,,0.000,0,0.000,0,41.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,50.641,[],0.000,0.000,0.000
"(1087, 122, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(416, 1465, '0')",0.000,,0.000,0,0.000,0,41.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,50.641,[],0.000,0.000,0.000
"(1469, 1465, '0')",0.000,,0.000,0,0.000,0,41.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,50.641,[],0.000,0.000,0.000
"(416, 1466, '0')",0.000,,0.000,0,0.000,0,41.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,50.641,[],0.000,0.000,0.000
"(1468, 1466, '0')",0.000,,0.000,0,0.000,0,41.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,50.641,[],0.000,0.000,0.000
"(129, 814, '0')",21.852,449891947.000,0.056,0,0.000,2,46.000,33.917,0.876,0.000,0,0.003,1.973,1,0.064,32.933,24.821,[],0.742,36.040,0.058
"(813, 814, '0')",25.787,449891934.000,0.176,0,0.000,1,66.000,26.046,1.153,0.000,0,0.031,3.825,0,0.153,34.175,34.923,[],0.562,32.311,0.147
"(129, 1233, '0')",21.282,449891945.000,0.239,1,0.000,1,46.000,22.835,1.319,0.000,0,0.057,4.257,1,0.181,26.098,24.821,[],1.780,28.583,0.186
"(129, 817, '0')",0.000,171130911.000,0.000,0,0.000,2,46.000,0.000,0.000,0.000,0,0.000,0.000,1,0.000,0.000,24.821,[],0.000,0.000,0.000
"(158, 817, '0')",21.852,170692961.000,0.101,0,0.000,0,46.000,17.968,0.696,0.000,0,0.010,2.695,0,0.145,32.933,24.821,[],0.742,22.991,0.150
"(129, 800, '0')",0.000,171107028.000,0.000,0,0.000,1,46.000,0.000,0.000,0.000,0,0.000,0.000,1,0.000,0.000,24.821,[],0.000,0.000,0.000
"(121, 416, '0')",0.000,,0.000,0,0.000,0,41.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,50.641,[],0.000,0.000,0.000
"(122, 416, '0')",0.000,,0.000,0,0.000,0,41.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,50.641,[],0.000,0.000,0.000
"(1465, 416, '0')",0.000,,0.000,0,0.000,0,41.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,50.641,[],0.000,0.000,0.000
"(1466, 416, '0')",0.000,,0.000,0,0.000,0,41.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,50.641,[],0.000,0.000,0.000
"(121, 1596, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(130, 529, '0')",19.263,1626668854.000,0.037,0,0.000,0,26.700,18.538,0.351,0.000,0,0.001,2.015,0,0.106,19.884,30.907,[],0.000,21.748,0.109
"(130, 18, '0')",22.007,429471495.000,0.035,0,0.000,1,26.700,17.036,0.174,0.000,0,0.001,3.439,0,0.203,29.826,30.907,[],0.619,22.991,0.202
"(524, 18, '0')",30.758,1626647450.000,0.035,0,0.000,1,26.700,27.133,0.353,0.000,0,0.001,2.573,0,0.099,32.933,30.907,[],2.078,31.690,0.095
"(1303, 18, '0')",19.625,1626648707.000,0.048,0,0.000,1,33.100,14.809,0.422,0.000,0,0.002,1.754,0,0.114,22.991,45.536,[],0.320,18.641,0.118
"(122, 1595, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(132, 46, '0')",46.499,429471502.000,0.009,0,0.000,0,29.000,51.004,0.115,0.000,0,0.000,2.872,5,0.079,54.059,36.974,[],1.734,56.545,0.056
"(132, 127, '0')",46.499,429471502.000,0.009,0,0.000,0,29.000,51.004,0.115,0.000,0,0.000,2.872,5,0.079,54.059,36.974,[],1.734,56.545,0.056
"(133, 200, '0')",61.050,1626686435.000,0.016,1,0.000,1,28.900,70.008,0.626,0.000,0,0.000,1.619,1,0.026,64.001,30.543,[],1.246,72.079,0.023
"(652, 200, '0')",61.050,1626686435.000,0.016,1,0.000,2,28.900,70.008,0.626,0.000,0,0.000,1.619,1,0.026,64.001,30.543,[],1.246,72.079,0.023
"(134, 172, '0')",61.412,1626662911.000,0.012,0,0.000,0,23.600,69.283,0.315,0.000,0,0.000,2.362,5,0.037,62.758,14.707,[602347],0.640,72.700,0.034
"(136, 385, '0')",62.707,1626774386.000,0.013,0,0.000,0,29.500,67.160,0.398,0.000,0,0.000,1.310,0,0.034,62.758,20.893,[601526],0.673,69.594,0.020
"(1039, 123, '0')",0.000,,0.000,0,0.000,0,21.300,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,23.867,[],0.000,0.000,0.000
"(700, 123, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1039, 125, '0')",22.732,1626733628.000,0.243,0,0.000,1,39.300,22.110,1.395,0.000,0,0.059,4.100,0,0.174,24.855,24.432,[],1.919,31.069,0.185
"(699, 125, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1039, 1047, '0')",22.732,1626733628.000,0.243,1,0.000,0,21.300,22.110,1.395,0.000,0,0.059,4.100,0,0.174,24.855,23.867,[],1.919,31.069,0.185
"(1039, 1043, '0')",25.166,1626659782.000,0.358,0,0.000,2,21.300,24.958,1.272,0.000,0,0.128,5.588,0,0.281,27.962,23.867,[],1.076,33.554,0.224
"(123, 1039, '0')",0.000,,0.000,0,0.000,0,21.300,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,23.867,[],0.000,0.000,0.000
"(125, 1039, '0')",25.166,1626659782.000,0.358,0,0.000,1,39.300,24.958,1.272,0.000,0,0.128,5.588,0,0.281,27.962,24.432,[],1.076,33.554,0.224
"(1045, 1039, '0')",25.166,1626659782.000,0.358,1,0.000,0,21.300,24.958,1.272,0.000,0,0.128,5.588,0,0.281,27.962,23.867,[],1.076,33.554,0.224
"(1421, 1039, '0')",22.732,1626733628.000,0.243,0,0.000,0,21.300,22.110,1.395,0.000,0,0.059,4.100,0,0.174,24.855,23.867,[],1.919,31.069,0.185
"(123, 1567, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(125, 1566, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1338, 126, '0')",0.000,,0.000,0,0.000,1,36.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,66.344,[],0.000,0.000,0.000
"(623, 126, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1338, 137, '0')",0.000,,0.000,0,0.000,1,36.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,66.344,[],0.000,0.000,0.000
"(617, 137, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1338, 1333, '0')",20.557,449891911.000,0.199,0,0.000,1,36.700,25.735,1.187,0.000,0,0.040,3.807,0,0.168,27.340,66.344,[],0.857,31.690,0.148
"(1338, 916, '0')",22.525,449891880.000,0.226,0,0.000,1,36.700,26.771,1.136,0.000,0,0.051,4.429,0,0.199,27.962,66.344,[],1.430,32.311,0.165
"(126, 1338, '0')",0.000,,0.000,0,0.000,1,36.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,66.344,[],0.000,0.000,0.000
"(137, 1338, '0')",0.000,,0.000,0,0.000,1,36.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,66.344,[],0.000,0.000,0.000
"(1337, 1338, '0')",20.557,449891911.000,0.199,0,0.000,1,36.700,25.735,1.187,0.000,0,0.040,3.807,0,0.168,27.340,66.344,[],0.857,31.690,0.148
