link_key,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_id,link_type,id,rhoj,lane,ff_speed,length,alpha,beta,tf,k,pems_ids,inrix_id,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,tt_sd_adj,road_closures,median_inc,median_age,incidents,bus_stops,intersections,tf_inrix
"(706, 712, '0')",0,,1800.000,0.118,40,400072807.000,[],LWRLK,1625,200.000,2,40,0.078,0.150,4.000,0.118,1800.000,[],400072807.000,27.133,29.826,25.735,0.123,32.311,3.960,0.146,1.462,0.000,0.017,0.000,0.140,0,0.000,66.653,34.400,0.000,0.000,1.000,0.146
"(70, 147, '0')",1,2086.000,1800.000,0.200,50,,"[601217, 601219, 601217, 601219, 601217, 601219, 601217, 601219]",LWRLK,43,180.000,1,50,0.167,0.150,4.000,0.200,1800.000,"[601217, 601219, 601217, 601219, 601217, 601219, 601217, 601219]",,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,36.226,31.100,0.000,0.000,0.000,0.200
"(18, 1303, '0')",0,,1800.000,0.068,40,429471495.000,[],LWRLK,44,200.000,3,40,0.045,0.150,4.000,0.068,1800.000,[],429471495.000,30.033,31.690,24.285,0.095,32.933,1.640,0.055,1.555,0.000,0.009,0.000,0.095,0,0.000,45.536,33.100,3.000,0.000,1.000,0.082
"(34, 1303, '0')",0,,1800.000,0.068,40,429471496.000,[],LWRLK,90,200.000,3,40,0.045,0.150,4.000,0.068,1800.000,[],429471496.000,19.314,29.204,19.832,0.198,27.962,3.853,0.199,1.042,0.000,0.040,0.002,0.200,0,0.000,30.907,26.700,1.000,0.000,2.000,0.097
"(18, 5, '0')",0,,1800.000,0.053,40,1626648707.000,[],LWRLK,45,200.000,3,40,0.036,0.150,4.000,0.053,1800.000,[],1626648707.000,15.793,26.719,20.609,0.404,19.263,2.043,0.129,1.209,0.000,0.051,0.003,0.127,0,0.000,45.536,33.100,18.000,0.000,7.000,0.111
"(150, 32, '0')",0,,1800.000,0.305,50,1626644298.000,[],LWRLK,46,180.000,1,50,0.254,0.150,4.000,0.305,1800.000,[],1626644298.000,32.570,29.826,20.609,0.460,49.710,2.074,0.234,4.179,0.000,0.092,0.009,0.201,0,0.000,24.821,46.000,8.000,0.000,0.000,0.307
"(150, 287, '0')",0,,2400.000,0.320,65,1626686788.000,[],LWRLK,373,200.000,3,65,0.347,0.150,4.000,0.320,2400.000,[],1626686788.000,65.606,65.244,62.551,0.202,67.729,1.600,0.024,0.306,0.000,0.006,0.000,0.029,0,0.000,24.821,46.000,7.000,0.000,0.000,0.307
"(560, 238, '0')",0,,1800.000,0.253,45,,[],LWRLK,47,180.000,1,45,0.190,0.150,4.000,0.253,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,24.821,46.000,0.000,0.000,0.000,0.253
"(19, 309, '0')",1,4675.000,2400.000,0.173,60,1626616333.000,[601411],LWRLK,48,200.000,3,60,0.173,0.150,4.000,0.173,2400.000,"[601411, 601411, 602411, 601411, 602411]",1626616333.000,65.606,64.001,62.707,0.273,67.729,1.256,0.019,0.493,0.000,0.005,0.000,0.017,0,0.000,39.750,29.900,0.000,0.000,0.000,0.153
"(135, 309, '0')",0,,1800.000,0.135,45,,[],LWRLK,337,200.000,1,45,0.101,0.150,4.000,0.135,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,24.432,39.300,0.000,0.000,0.000,0.135
"(558, 115, '0')",1,1247.000,1800.000,0.397,45,170160930.000,"[601218, 602218, 601218, 602218, 601218, 602218, 601218, 602218]",LWRLK,49,180.000,1,45,0.298,0.150,4.000,0.397,1800.000,"[601218, 602218, 601218, 602218, 601218, 602218, 601218, 602218]",170160930.000,47.897,47.846,47.535,0.294,55.923,4.226,0.088,3.550,0.000,0.029,0.001,0.099,0,0.000,36.974,29.000,0.000,0.000,1.000,0.320
"(10, 1217, '0')",0,,1800.000,0.146,25,,[],LWRLK,50,180.000,1,25,0.061,0.150,4.000,0.146,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,39.191,28.700,0.000,0.000,1.000,0.146
"(1214, 1217, '0')",0,,1800.000,0.227,25,449891953.000,[],LWRLK,2801,200.000,1,25,0.095,0.150,4.000,0.227,1800.000,[],449891953.000,16.984,25.476,18.330,0.432,21.127,2.300,0.135,1.414,0.000,0.041,0.004,0.134,0,0.000,39.191,28.700,0.000,0.000,1.000,0.269
"(1216, 1217, '0')",0,,1800.000,0.128,45,1626721540.000,[],LWRLK,2808,200.000,3,45,0.096,0.150,4.000,0.128,1800.000,[],1626721540.000,18.900,27.962,20.143,1.242,21.748,1.227,0.065,0.771,0.000,0.078,0.006,0.063,0,0.000,39.191,28.700,0.000,0.000,1.000,0.266
"(10, 1285, '0')",0,,inf,0.000,99999,,[],PQULK,143,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(127, 555, '0')",0,,1800.000,0.240,40,,[],LWRLK,52,180.000,2,40,0.160,0.150,4.000,0.240,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,36.974,29.000,0.000,0.000,0.000,0.240
"(1555, 1730, '0')",0,,inf,0.000,99999,,[],DMDLK,53,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(22, 76, '0')",0,,2400.000,0.238,65,1626686518.000,[],LWRLK,54,200.000,4,65,0.258,0.150,4.000,0.238,2400.000,[],1626686518.000,66.331,62.758,62.655,0.221,68.972,1.525,0.023,0.242,0.000,0.003,0.000,0.013,0,0.000,27.250,25.900,1.000,0.000,0.000,0.224
"(23, 57, '0')",0,,1800.000,0.240,45,1626615706.000,[],LWRLK,55,200.000,3,45,0.180,0.150,4.000,0.240,1800.000,[],1626615706.000,20.402,29.204,25.942,0.301,26.719,2.789,0.137,0.843,0.000,0.035,0.001,0.116,0,0.000,66.653,34.400,0.000,0.000,5.000,0.404
"(23, 7, '0')",0,,1800.000,0.169,45,429471467.000,[],LWRLK,58,200.000,3,45,0.127,0.150,4.000,0.169,1800.000,[],429471467.000,28.738,31.069,25.580,0.035,32.933,2.105,0.073,1.020,0.000,0.009,0.000,0.258,0,0.000,66.653,34.400,0.000,0.000,2.000,0.231
"(1554, 1729, '0')",0,,inf,0.000,99999,,[],DMDLK,56,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(545, 557, '0')",0,,1800.000,0.159,40,,[],LWRLK,57,180.000,1,40,0.106,0.150,4.000,0.159,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,30.907,26.700,0.000,0.000,0.000,0.159
"(41, 548, '0')",1,1462.500,1800.000,0.175,50,1626691238.000,"[601417, 602417, 601417, 602417, 601417, 602417, 601417, 602417]",LWRLK,59,180.000,1,50,0.145,0.150,4.000,0.175,1800.000,"[601417, 602417, 601417, 602417, 601417, 602417, 601417, 602417]",1626691238.000,35.470,31.690,30.810,0.346,42.875,4.341,0.122,2.721,0.000,0.041,0.002,0.119,0,0.000,36.974,29.000,0.000,0.000,0.000,0.204
"(373, 668, '0')",0,,1800.000,0.073,45,400074037.000,[],LWRLK,60,180.000,1,45,0.055,0.150,4.000,0.073,1800.000,[],400074037.000,15.068,26.098,15.068,0.152,24.233,3.682,0.244,3.682,0.000,0.026,0.001,0.168,0,0.000,20.750,29.300,3.000,0.000,0.000,0.135
"(30, 668, '0')",0,,2400.000,0.236,65,400421597.000,[],LWRLK,78,200.000,3,65,0.256,0.150,4.000,0.236,2400.000,[],400421597.000,66.280,64.001,63.276,0.087,67.729,1.003,0.015,0.640,0.000,0.010,0.000,0.114,0,0.000,20.750,29.300,0.000,0.000,0.000,0.227
"(672, 551, '0')",0,,1800.000,0.310,45,1626744834.000,[],LWRLK,61,180.000,2,45,0.232,0.150,4.000,0.310,1800.000,[],1626744834.000,50.279,49.088,49.037,0.213,55.923,4.309,0.086,2.111,0.000,0.019,0.000,0.090,0,0.000,30.907,26.700,1.000,0.000,0.000,0.249
"(527, 524, '0')",0,,1800.000,0.215,45,1626661395.000,[],LWRLK,62,180.000,2,45,0.161,0.150,4.000,0.215,1800.000,[],1626661395.000,41.839,41.010,37.334,0.438,52.195,6.305,0.151,7.102,0.000,0.069,0.005,0.157,0,0.000,30.907,26.700,0.000,0.000,0.000,0.185
"(25, 27, '0')",0,,1800.000,0.128,40,1626738113.000,[],LWRLK,63,200.000,3,40,0.085,0.150,4.000,0.128,1800.000,[],1626738113.000,18.434,24.233,15.016,0.524,21.127,1.662,0.090,1.087,0.000,0.045,0.002,0.086,0,0.000,17.434,24.500,0.000,0.000,3.000,0.242
"(446, 27, '0')",0,,1800.000,0.071,35,,[],LWRLK,1071,200.000,2,35,0.042,0.150,4.000,0.071,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,24.432,39.300,0.000,0.000,0.000,0.071
"(670, 27, '0')",0,,1800.000,0.192,40,1626645082.000,[],LWRLK,1553,200.000,3,40,0.128,0.150,4.000,0.192,1800.000,[],1626645082.000,20.557,21.748,16.311,0.463,22.991,1.256,0.061,1.430,0.000,0.026,0.001,0.057,0,0.000,24.432,39.300,0.000,0.000,0.000,0.335
"(26, 37, '0')",0,,1800.000,0.160,40,429471483.000,[],LWRLK,64,200.000,3,40,0.106,0.150,4.000,0.160,1800.000,[],429471483.000,19.521,22.991,16.104,0.370,24.855,2.932,0.150,0.619,0.000,0.054,0.003,0.146,0,0.000,45.663,29.600,2.000,1.000,3.000,0.257
"(225, 37, '0')",0,,1800.000,0.111,40,1626690284.000,[],LWRLK,554,200.000,3,40,0.074,0.150,4.000,0.111,1800.000,[],1626690284.000,19.055,22.991,17.968,0.804,24.233,2.222,0.117,1.622,0.000,0.091,0.008,0.114,0,0.000,15.738,46.800,0.000,0.000,1.000,0.183
"(503, 37, '0')",0,,1800.000,0.112,35,1626763468.000,[],LWRLK,1207,200.000,3,35,0.065,0.150,4.000,0.112,1800.000,[],1626763468.000,34.486,36.040,28.324,0.240,50.952,2.074,0.080,9.635,0.000,0.101,0.010,0.082,0,0.000,41.694,33.600,0.000,0.000,1.000,0.077
"(514, 517, '0')",0,,1800.000,0.188,50,,[],LWRLK,65,180.000,1,50,0.157,0.150,4.000,0.188,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,30.907,26.700,0.000,0.000,0.000,0.188
"(27, 447, '0')",0,,1800.000,0.250,40,400073693.000,[],LWRLK,66,200.000,2,40,0.167,0.150,4.000,0.250,1800.000,[],400073693.000,20.557,21.748,16.311,0.020,22.991,1.256,0.061,1.430,0.000,0.000,0.000,0.000,0,0.000,39.750,29.900,0.000,0.000,5.000,0.436
"(27, 670, '0')",0,,1800.000,0.192,40,1626738113.000,[],LWRLK,68,200.000,2,40,0.128,0.150,4.000,0.192,1800.000,[],1626738113.000,18.434,24.233,15.016,0.524,21.127,1.662,0.090,1.087,0.000,0.045,0.002,0.086,0,0.000,24.432,39.300,0.000,0.000,0.000,0.364
"(29, 670, '0')",0,,1800.000,0.223,40,1626645082.000,[],LWRLK,74,200.000,3,40,0.149,0.150,4.000,0.223,1800.000,[],1626645082.000,20.557,21.748,16.311,0.463,22.991,1.256,0.061,1.430,0.000,0.026,0.001,0.057,0,0.000,24.432,39.300,0.000,0.000,1.000,0.388
"(27, 452, '0')",1,2052.000,1800.000,0.264,35,1626707326.000,"[601213, 602213, 601213, 602213, 601213, 602213, 601213, 602213]",LWRLK,69,200.000,1,35,0.154,0.150,4.000,0.264,1800.000,"[601213, 602213, 601213, 602213, 601213, 602213, 601213, 602213]",1626707326.000,31.172,39.768,27.081,0.557,35.418,4.230,0.136,2.302,0.000,0.102,0.010,0.183,0,0.000,17.434,24.500,0.000,0.000,1.000,0.261
"(534, 537, '0')",0,,1800.000,0.170,50,,[],LWRLK,67,180.000,1,50,0.142,0.150,4.000,0.170,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,45.536,33.100,0.000,0.000,1.000,0.170
"(513, 510, '0')",0,,1800.000,0.377,45,,[],LWRLK,70,180.000,2,45,0.283,0.150,4.000,0.377,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,45.536,33.100,0.000,0.000,0.000,0.377
"(11, 1048, '0')",0,,inf,0.000,99999,,[],PQULK,71,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(451, 1048, '0')",0,,1800.000,0.486,40,449891975.000,[],LWRLK,1081,200.000,2,40,0.324,0.150,4.000,0.486,1800.000,[],449891975.000,29.412,32.311,25.217,1.016,32.311,3.002,0.102,1.486,0.000,0.121,0.015,0.119,0,0.000,23.867,21.300,0.000,0.000,0.000,0.602
"(29, 1041, '0')",0,,1800.000,0.617,40,,[],LWRLK,72,200.000,2,40,0.411,0.150,4.000,0.617,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,16.994,45.200,0.000,0.000,0.000,0.617
"(29, 1045, '0')",0,,1800.000,0.521,40,1626659782.000,[],LWRLK,75,200.000,2,40,0.347,0.150,4.000,0.521,1800.000,[],1626659782.000,24.233,27.340,21.230,1.256,29.826,3.190,0.132,1.150,0.000,0.162,0.026,0.129,0,0.000,23.867,21.300,0.000,0.000,0.000,0.698
"(29, 451, '0')",0,,1800.000,0.186,40,449891975.000,[],LWRLK,77,200.000,2,40,0.124,0.150,4.000,0.186,1800.000,[],449891975.000,29.412,32.311,25.217,1.016,32.311,3.002,0.102,1.486,0.000,0.121,0.015,0.119,0,0.000,23.867,21.300,0.000,0.000,1.000,0.230
"(1048, 451, '0')",0,,1800.000,0.486,40,449891993.000,[],LWRLK,2418,200.000,2,40,0.324,0.150,4.000,0.486,1800.000,[],449891993.000,28.428,30.447,24.855,1.046,31.690,1.548,0.054,2.086,0.000,0.058,0.003,0.056,0,0.000,23.867,21.300,0.000,0.000,0.000,0.614
"(529, 532, '0')",0,,1800.000,0.369,35,,[],LWRLK,73,180.000,1,35,0.215,0.150,4.000,0.369,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,30.907,26.700,0.000,0.000,0.000,0.369
"(519, 522, '0')",0,,1800.000,0.030,40,,[],LWRLK,76,180.000,1,40,0.020,0.150,4.000,0.030,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,45.536,33.100,0.000,0.000,0.000,0.030
"(498, 501, '0')",1,2138.500,1800.000,0.122,50,1626664336.000,"[601414, 602414, 601414, 602414, 601414, 602414, 601414, 602414]",LWRLK,79,180.000,1,50,0.102,0.150,4.000,0.122,1800.000,"[601414, 602414, 601414, 602414, 601414, 602414, 601414, 602414]",1626664336.000,17.398,18.020,15.275,0.538,18.020,0.795,0.046,0.815,0.000,0.023,0.001,0.043,0,0.000,41.694,33.600,0.000,0.000,1.000,0.340
"(348, 350, '0')",0,,1800.000,0.168,50,1626717233.000,[],LWRLK,80,180.000,1,50,0.140,0.150,4.000,0.168,1800.000,[],1626717233.000,47.380,54.059,44.635,0.309,53.438,3.321,0.070,2.814,0.000,0.022,0.000,0.071,0,0.000,20.750,29.300,0.000,0.000,1.000,0.157
"(110, 131, '0')",0,,2000.000,0.172,50,429471501.000,[],LWRLK,81,180.000,1,50,0.143,0.150,4.000,0.172,2000.000,[],429471501.000,25.787,32.933,26.823,0.245,33.554,3.647,0.141,1.541,0.000,0.031,0.001,0.128,0,0.000,24.821,46.000,0.000,0.000,1.000,0.256
"(287, 131, '0')",0,,2400.000,0.131,65,1626686788.000,[],LWRLK,683,200.000,3,65,0.142,0.150,4.000,0.131,2400.000,[],1626686788.000,65.606,65.244,62.551,0.202,67.729,1.600,0.024,0.306,0.000,0.006,0.000,0.029,0,0.000,24.821,46.000,3.000,0.000,0.000,0.126
"(110, 106, '0')",0,,1800.000,0.130,50,429471499.000,[],LWRLK,270,200.000,3,50,0.109,0.150,4.000,0.130,1800.000,[],429471499.000,32.363,32.933,28.169,0.070,35.418,1.825,0.056,1.165,0.000,0.000,0.000,0.000,0,0.000,24.821,46.000,0.000,0.000,3.000,0.184
"(32, 106, '0')",0,,1800.000,0.435,35,1626650773.000,[],LWRLK,82,200.000,2,35,0.254,0.150,4.000,0.435,1800.000,[],1626650773.000,36.091,34.797,35.522,0.253,42.875,3.173,0.088,1.266,0.000,0.020,0.000,0.078,0,0.000,24.821,46.000,1.000,0.000,1.000,0.355
"(107, 106, '0')",0,,1800.000,0.126,50,171130911.000,[],LWRLK,262,200.000,4,50,0.105,0.150,4.000,0.126,1800.000,[],171130911.000,18.020,18.020,,0.570,18.020,0.000,0.000,,0.000,0.000,0.000,0.000,0,0.000,24.821,46.000,0.000,0.000,1.000,0.349
"(471, 473, '0')",1,2307.000,1800.000,0.234,40,,"[601413, 602413, 601413, 602413, 601413, 602413, 601413, 602413]",LWRLK,83,180.000,1,40,0.156,0.150,4.000,0.234,1800.000,"[601413, 602413, 601413, 602413, 601413, 602413, 601413, 602413]",,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,42.628,25.600,0.000,0.000,2.000,0.234
"(33, 840, '0')",0,,1800.000,0.167,40,449892031.000,[],LWRLK,84,200.000,4,40,0.111,0.150,4.000,0.167,1800.000,[],449892031.000,23.560,24.855,18.745,0.329,26.719,2.160,0.092,0.949,0.000,0.032,0.001,0.098,0,0.000,30.907,26.700,1.000,0.000,0.000,0.249
"(839, 840, '0')",0,,1800.000,0.073,40,449891941.000,[],LWRLK,1930,200.000,4,40,0.048,0.150,4.000,0.073,1800.000,[],449891941.000,15.431,19.884,14.602,0.413,16.777,1.020,0.066,1.487,0.000,0.025,0.001,0.060,0,0.000,30.907,26.700,1.000,0.000,1.000,0.173
"(853, 840, '0')",0,,1800.000,0.131,25,449892032.000,[],LWRLK,1969,200.000,1,25,0.054,0.150,4.000,0.131,1800.000,[],449892032.000,23.560,24.855,18.745,0.268,26.719,2.160,0.092,0.949,0.000,0.027,0.001,0.101,0,0.000,36.974,29.000,1.000,0.000,0.000,0.122
"(854, 840, '0')",0,,1800.000,0.068,25,449891941.000,[],LWRLK,1970,200.000,2,25,0.028,0.150,4.000,0.068,1800.000,[],449891941.000,15.431,19.884,14.602,0.413,16.777,1.020,0.066,1.487,0.000,0.025,0.001,0.060,0,0.000,30.907,26.700,1.000,0.000,0.000,0.101
"(33, 209, '0')",0,,1800.000,0.151,40,449891942.000,[],LWRLK,85,200.000,3,40,0.100,0.150,4.000,0.151,1800.000,[],449891942.000,15.431,19.884,14.602,0.497,16.777,1.020,0.066,1.487,0.000,0.029,0.001,0.058,0,0.000,30.907,26.700,1.000,0.000,1.000,0.359
"(222, 209, '0')",0,,1800.000,0.146,40,1626617701.000,[],LWRLK,543,200.000,4,40,0.097,0.150,4.000,0.146,1800.000,[],1626617701.000,23.560,24.855,18.745,0.247,26.719,2.160,0.092,0.949,0.000,0.024,0.001,0.097,0,0.000,36.974,29.000,3.000,0.000,2.000,0.219
"(542, 209, '0')",0,,1800.000,0.267,35,1626686669.000,[],LWRLK,1295,200.000,2,35,0.156,0.150,4.000,0.267,1800.000,[],1626686669.000,66.435,65.244,63.794,0.347,68.972,1.363,0.021,0.484,0.000,0.012,0.000,0.033,0,0.000,36.974,29.000,1.000,0.000,0.000,0.135
"(34, 1305, '0')",0,,1800.000,0.098,30,,[],LWRLK,86,200.000,1,30,0.049,0.150,4.000,0.098,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,30.907,26.700,0.000,0.000,2.000,0.098
"(1304, 1305, '0')",0,,1800.000,0.082,30,,[],LWRLK,3002,200.000,1,30,0.041,0.150,4.000,0.082,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,30.907,26.700,0.000,0.000,0.000,0.082
"(34, 893, '0')",0,,1800.000,0.144,40,1626709526.000,[],LWRLK,87,200.000,3,40,0.096,0.150,4.000,0.144,1800.000,[],1626709526.000,30.033,31.690,24.285,0.399,32.933,1.640,0.055,1.555,0.000,0.021,0.000,0.052,0,0.000,30.907,26.700,0.000,0.000,2.000,0.175
"(34, 1515, '0')",0,,inf,0.000,99999,,[],PQULK,4308,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(488, 486, '0')",1,1896.000,1800.000,0.297,40,,"[601214, 602214, 601214, 602214, 601214, 602214, 601214, 602214]",LWRLK,88,180.000,2,40,0.198,0.150,4.000,0.297,1800.000,"[601214, 602214, 601214, 602214, 601214, 602214, 601214, 602214]",,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,42.500,36.500,0.000,0.000,1.000,0.297
"(464, 461, '0')",1,1857.500,1800.000,0.217,45,1626692488.000,"[601412, 602412, 601412, 602412, 601412, 602412, 601412, 602412]",LWRLK,89,180.000,2,45,0.163,0.150,4.000,0.217,1800.000,"[601412, 602412, 601412, 602412, 601412, 602412, 601412, 602412]",1626692488.000,41.062,37.904,33.554,0.275,47.846,3.907,0.095,5.583,0.000,0.030,0.001,0.109,0,0.000,15.738,46.800,0.000,0.000,0.000,0.204
"(35, 130, '0')",0,,1800.000,0.311,40,1626668854.000,[],LWRLK,91,200.000,3,40,0.207,0.150,4.000,0.311,1800.000,[],1626668854.000,22.059,24.855,19.470,0.300,26.098,3.240,0.147,0.306,0.000,0.042,0.002,0.141,0,0.000,30.907,26.700,15.000,0.000,7.000,0.476
"(35, 91, '0')",0,,1800.000,0.156,40,1626736434.000,[],LWRLK,94,200.000,3,40,0.104,0.150,4.000,0.156,1800.000,[],1626736434.000,17.036,21.748,18.020,0.482,21.127,2.721,0.160,2.035,0.000,0.078,0.006,0.161,0,0.000,45.536,33.100,0.000,0.000,2.000,0.295
"(1306, 91, '0')",0,,1800.000,0.086,40,429473541.000,[],LWRLK,3007,200.000,3,40,0.057,0.150,4.000,0.086,1800.000,[],429473541.000,22.059,24.855,19.470,0.115,26.098,3.240,0.147,0.306,0.000,0.017,0.000,0.151,0,0.000,30.907,26.700,0.000,1.000,1.000,0.132
"(491, 493, '0')",1,1859.500,1800.000,0.128,50,,"[601215, 602215, 601215, 602215, 601215, 602215, 601215, 602215]",LWRLK,92,180.000,2,50,0.107,0.150,4.000,0.128,1800.000,"[601215, 602215, 601215, 602215, 601215, 602215, 601215, 602215]",,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,42.205,21.100,0.000,0.000,0.000,0.128
"(477, 479, '0')",0,,1800.000,0.438,25,,[],LWRLK,93,180.000,1,25,0.182,0.150,4.000,0.438,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,15.738,46.800,0.000,0.000,0.000,0.438
"(36, 498, '0')",1,1969.000,1800.000,0.092,35,1626664336.000,"[601414, 602414, 601414, 602414, 601414, 602414, 601414, 602414]",LWRLK,95,200.000,2,35,0.053,0.150,4.000,0.092,1800.000,"[601414, 602414, 601414, 602414, 601414, 602414, 601414, 602414]",1626664336.000,17.398,18.020,15.275,0.538,18.020,0.795,0.046,0.815,0.000,0.023,0.001,0.043,0,0.000,41.694,33.600,2.000,0.000,1.000,0.178
"(36, 26, '0')",0,,1800.000,0.119,40,429471483.000,[],LWRLK,96,200.000,2,40,0.079,0.150,4.000,0.119,1800.000,[],429471483.000,19.521,22.991,16.104,0.370,24.855,2.932,0.150,0.619,0.000,0.054,0.003,0.146,0,0.000,45.663,29.600,2.000,0.000,2.000,0.192
"(36, 40, '0')",0,,1800.000,0.155,40,429472910.000,[],LWRLK,99,200.000,2,40,0.103,0.150,4.000,0.155,1800.000,[],429472910.000,19.055,22.991,17.968,0.422,24.233,2.222,0.117,1.622,0.000,0.049,0.002,0.115,0,0.000,45.663,29.600,2.000,0.000,1.000,0.255
"(495, 40, '0')",0,,1800.000,0.161,40,429473162.000,[],LWRLK,1186,200.000,2,40,0.107,0.150,4.000,0.161,1800.000,[],429473162.000,19.521,22.991,16.104,0.416,24.855,2.932,0.150,0.619,0.000,0.059,0.004,0.143,0,0.000,41.694,33.600,1.000,2.000,1.000,0.258
"(483, 484, '0')",0,,1800.000,0.424,25,,[],LWRLK,97,180.000,2,25,0.177,0.150,4.000,0.424,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,42.500,36.500,0.000,0.000,0.000,0.424
"(452, 673, '0')",1,2237.000,1800.000,0.205,45,,"[601213, 602213, 601213, 602213, 601213, 602213, 601213, 602213]",LWRLK,98,180.000,2,45,0.154,0.150,4.000,0.205,1800.000,"[601213, 602213, 601213, 602213, 601213, 602213, 601213, 602213]",,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,17.434,24.500,0.000,0.000,1.000,0.205
"(37, 225, '0')",0,,1800.000,0.111,40,1626624727.000,[],LWRLK,100,200.000,2,40,0.074,0.150,4.000,0.111,1800.000,[],1626624727.000,21.075,24.855,19.418,0.713,24.233,1.786,0.085,1.430,0.000,0.061,0.004,0.086,0,0.000,15.738,46.800,0.000,0.000,1.000,0.183
"(1364, 225, '0')",0,,1800.000,0.104,40,1626690284.000,[],LWRLK,3143,200.000,2,40,0.069,0.150,4.000,0.104,1800.000,[],1626690284.000,19.055,22.991,17.968,0.804,24.233,2.222,0.117,1.622,0.000,0.091,0.008,0.114,0,0.000,15.738,46.800,0.000,0.000,0.000,0.171
"(37, 97, '0')",0,,1800.000,0.110,40,429471482.000,[],LWRLK,102,200.000,2,40,0.073,0.150,4.000,0.110,1800.000,[],429471482.000,19.055,22.991,17.968,0.368,24.233,2.222,0.117,1.622,0.000,0.045,0.002,0.124,0,0.000,45.663,29.600,2.000,0.000,2.000,0.182
