link_key,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,link_type,id,rhoj,lane,ff_speed,length,alpha,beta,tf,k,inrix_id,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,tf_inrix
"(1008, 984, '0')",0,,1800.000,0.480,25,,[],LWRLK,2331,200.000,1,25,0.200,0.150,4.000,0.480,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.955,27.200,0,0,1,0.480
"(986, 1397, '0')",0,,1800.000,0.154,40,441671233,[],LWRLK,2282,200.000,2,40,0.103,0.150,4.000,0.154,1800.000,441671233.000,29.650,26.098,22.410,0.130,40.389,4.766,0.213,1.627,0.000,0.025,0.001,0.213,0.000,42.500,36.500,0,1,2,0.153
"(1398, 1397, '0')",0,,1800.000,0.302,40,441671237,[],LWRLK,3216,200.000,2,40,0.201,0.150,4.000,0.302,1800.000,441671237.000,28.522,26.314,24.152,0.138,41.010,5.277,0.218,1.173,0.773,0.025,0.001,0.218,0.000,42.500,36.500,0,1,3,0.295
"(986, 1407, '0')",0,,1800.000,0.152,40,441671230,[],LWRLK,2285,200.000,2,40,0.101,0.150,4.000,0.152,1800.000,441671230.000,28.576,26.314,24.152,0.139,41.010,5.739,0.238,1.173,0.773,0.029,0.001,0.238,0.000,42.500,36.500,0,0,2,0.148
"(1408, 1407, '0')",0,,1800.000,0.153,40,441671227,[],LWRLK,3231,200.000,2,40,0.102,0.150,4.000,0.153,1800.000,441671227.000,28.941,26.098,22.410,0.134,40.389,4.981,0.222,1.627,0.000,0.033,0.001,0.222,0.000,42.500,36.500,0,0,0,0.152
"(986, 1011, '0')",0,,1800.000,0.747,25,,[],LWRLK,2287,200.000,1,25,0.311,0.150,4.000,0.747,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.500,36.500,0,0,2,0.747
"(505, 1011, '0')",0,,inf,0.000,99999,,[],PQULK,2335,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(988, 986, '0')",0,,1800.000,0.099,40,441671230,[],LWRLK,2290,200.000,3,40,0.066,0.150,4.000,0.099,1800.000,441671230.000,28.576,26.314,24.152,0.139,41.010,5.739,0.238,1.173,0.773,0.029,0.001,0.238,0.000,42.500,36.500,0,1,1,0.096
"(1009, 986, '0')",0,,1800.000,0.484,25,,[],LWRLK,2334,200.000,1,25,0.201,0.150,4.000,0.484,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.500,36.500,0,0,1,0.484
"(1011, 986, '0')",0,,1800.000,0.747,25,,[],LWRLK,2336,200.000,1,25,0.311,0.150,4.000,0.747,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.500,36.500,0,0,2,0.747
"(1012, 986, '0')",0,,1800.000,0.094,40,441671229,[],LWRLK,2338,200.000,3,40,0.062,0.150,4.000,0.094,1800.000,441671229.000,27.516,26.098,22.410,0.146,40.389,5.792,0.258,1.627,0.000,0.041,0.002,0.258,0.000,42.500,36.500,0,0,1,0.093
"(990, 1000, '0')",0,,1800.000,0.152,40,1626650341,[],LWRLK,2295,200.000,2,40,0.102,0.150,4.000,0.152,1800.000,1626650341.000,24.517,26.584,21.154,1.227,32.933,3.514,0.166,1.840,0.258,0.175,0.031,0.166,0.000,42.623,33.100,0,0,1,0.185
"(992, 1000, '0')",0,,1800.000,0.374,40,1626626051,[],LWRLK,2298,200.000,2,40,0.249,0.150,4.000,0.374,1800.000,1626626051.000,22.727,25.611,20.026,1.339,36.040,3.943,0.197,1.845,0.258,0.243,0.059,0.197,0.000,42.623,33.100,0,1,2,0.415
"(991, 1545, '0')",0,,inf,0.000,99999,,[],PQULK,4329,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(992, 1546, '0')",0,,inf,0.000,99999,,[],PQULK,2953,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(998, 959, '0')",0,,1800.000,0.141,40,449891878,[],LWRLK,2311,200.000,3,40,0.094,0.150,4.000,0.141,1800.000,449891878.000,24.598,26.881,20.201,0.266,42.875,6.967,0.345,2.218,2.062,0.085,0.007,0.345,0.000,48.646,45.100,0,0,1,0.131
"(999, 1541, '0')",0,,inf,0.000,99999,,[],PQULK,2947,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(502, 1004, '0')",0,,inf,0.000,99999,,[],PQULK,2318,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1005, 1004, '0')",0,,1800.000,0.840,25,,[],LWRLK,2323,200.000,1,25,0.350,0.150,4.000,0.840,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.955,27.200,0,0,0,0.840
"(1004, 1547, '0')",0,,inf,0.000,99999,,[],PQULK,4331,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1006, 979, '0')",0,,1800.000,0.110,40,449891864,[],LWRLK,2326,200.000,5,40,0.074,0.150,4.000,0.110,1800.000,449891864.000,21.971,26.881,20.201,0.716,42.875,5.623,0.278,2.218,2.062,0.165,0.027,0.278,0.000,51.955,27.200,0,1,1,0.103
"(1016, 979, '0')",0,,1800.000,0.124,40,441671144,[],LWRLK,2346,200.000,3,40,0.083,0.150,4.000,0.124,1800.000,441671144.000,18.911,24.369,22.228,0.422,39.146,6.963,0.313,1.760,0.258,0.135,0.018,0.313,0.000,24.619,31.600,0,0,0,0.127
"(1018, 979, '0')",0,,1800.000,0.105,40,449891862,[],LWRLK,2352,200.000,5,40,0.070,0.150,4.000,0.105,1800.000,449891862.000,21.248,25.692,19.708,0.760,42.875,6.285,0.319,2.159,0.773,0.232,0.054,0.319,0.000,24.619,31.600,0,0,0,0.098
"(1021, 979, '0')",0,,1800.000,0.107,40,441671147,[],LWRLK,2358,200.000,3,40,0.071,0.150,4.000,0.107,1800.000,441671147.000,20.553,24.990,23.531,0.386,39.146,6.927,0.294,1.682,0.258,0.130,0.017,0.294,0.000,24.619,31.600,0,1,0,0.109
"(1011, 1550, '0')",0,,inf,0.000,99999,,[],PQULK,4334,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1013, 481, '0')",0,,1800.000,0.108,40,441671223,[],LWRLK,2340,200.000,4,40,0.072,0.150,4.000,0.108,1800.000,441671223.000,24.308,26.314,24.152,0.154,39.768,8.480,0.351,1.173,0.773,0.075,0.006,0.351,0.000,42.500,36.500,0,1,1,0.108
"(1020, 481, '0')",0,,1800.000,0.096,40,441671221,[],LWRLK,2357,200.000,3,40,0.064,0.150,4.000,0.096,1800.000,441671221.000,26.172,26.314,24.835,0.331,39.768,6.461,0.260,2.136,0.773,0.098,0.010,0.260,0.000,39.750,29.900,0,0,1,0.097
"(1024, 481, '0')",0,,1800.000,0.099,40,441671222,[],LWRLK,2363,200.000,3,40,0.066,0.150,4.000,0.099,1800.000,441671222.000,23.308,26.098,25.024,0.372,37.282,5.975,0.239,2.351,0.000,0.118,0.014,0.239,0.000,17.434,24.500,0,1,0,0.106
"(1028, 481, '0')",0,,1800.000,0.082,40,441671224,[],LWRLK,2377,200.000,3,40,0.054,0.150,4.000,0.082,1800.000,441671224.000,20.147,24.720,23.754,0.182,39.146,7.237,0.305,2.506,0.258,0.083,0.007,0.305,0.000,17.434,24.500,0,0,0,0.083
"(506, 1015, '0')",0,,inf,0.000,99999,,[],PQULK,2342,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1016, 1015, '0')",0,,1800.000,0.666,40,441671137,[],LWRLK,2345,200.000,2,40,0.444,0.150,4.000,0.666,1800.000,441671137.000,30.609,22.991,21.761,0.127,39.768,4.263,0.196,1.718,0.000,0.019,0.000,0.196,0.000,24.619,31.600,0,2,0,0.670
"(1015, 1551, '0')",0,,inf,0.000,99999,,[],PQULK,4335,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1017, 1018, '0')",0,,1800.000,0.513,40,449891862,[],LWRLK,2347,200.000,3,40,0.342,0.150,4.000,0.513,1800.000,449891862.000,21.248,25.692,19.708,0.760,42.875,6.285,0.319,2.159,0.773,0.232,0.054,0.319,0.000,24.619,31.600,0,2,0,0.479
"(1017, 1036, '0')",0,,1800.000,0.184,25,449891865,[],LWRLK,2349,200.000,1,25,0.077,0.150,4.000,0.184,1800.000,449891865.000,20.316,26.530,20.951,0.800,34.175,5.760,0.275,2.113,1.546,0.268,0.072,0.275,0.000,24.619,31.600,0,0,0,0.134
"(1035, 1036, '0')",0,,1800.000,0.411,25,,[],LWRLK,2391,200.000,1,25,0.171,0.150,4.000,0.411,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.619,31.600,0,0,0,0.411
"(1017, 1033, '0')",0,,1800.000,0.437,40,,[],LWRLK,2350,200.000,3,40,0.292,0.150,4.000,0.437,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.619,31.600,0,0,0,0.437
"(1019, 1017, '0')",0,,1800.000,0.071,40,,[],LWRLK,2355,200.000,4,40,0.047,0.150,4.000,0.071,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.619,31.600,0,0,0,0.071
"(1036, 1017, '0')",0,,1800.000,0.184,25,449891861,[],LWRLK,2393,200.000,2,25,0.077,0.150,4.000,0.184,1800.000,449891861.000,21.235,25.692,19.708,0.762,34.797,4.936,0.250,2.159,0.773,0.218,0.047,0.250,0.000,24.619,31.600,0,0,0,0.132
"(1037, 1017, '0')",0,,1800.000,0.243,40,449891861,[],LWRLK,2394,200.000,4,40,0.162,0.150,4.000,0.243,1800.000,449891861.000,21.235,25.692,19.708,0.762,34.797,4.936,0.250,2.159,0.773,0.218,0.047,0.250,0.000,24.619,31.600,0,0,0,0.279
"(507, 1023, '0')",0,,inf,0.000,99999,,[],PQULK,2360,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1024, 1023, '0')",0,,1800.000,0.426,40,441671231,[],LWRLK,2364,200.000,2,40,0.284,0.150,4.000,0.426,1800.000,441671231.000,29.610,26.314,24.835,0.241,37.904,4.984,0.201,2.136,0.773,0.056,0.003,0.201,0.000,17.434,24.500,0,1,0,0.449
"(1023, 1554, '0')",0,,inf,0.000,99999,,[],PQULK,4340,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1025, 1053, '0')",0,,1800.000,0.201,30,,[],LWRLK,2365,200.000,1,30,0.101,0.150,4.000,0.201,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,23.400,0,0,0,0.201
"(516, 1053, '0')",0,,inf,0.000,99999,,[],PQULK,2420,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1025, 1031, '0')",0,,1800.000,0.076,40,449891859,[],LWRLK,2366,200.000,2,40,0.051,0.150,4.000,0.076,1800.000,449891859.000,23.551,21.613,15.953,0.655,34.797,3.896,0.244,1.566,0.258,0.104,0.011,0.244,0.000,37.414,23.400,0,0,0,0.087
"(1030, 1031, '0')",0,,1800.000,0.369,40,449891857,[],LWRLK,2382,200.000,2,40,0.246,0.150,4.000,0.369,1800.000,449891857.000,23.903,23.963,20.350,0.661,35.418,5.659,0.278,1.790,0.515,0.220,0.048,0.278,0.000,37.414,23.400,0,0,1,0.417
"(1025, 1052, '0')",0,,1800.000,0.208,30,,[],LWRLK,2367,200.000,1,30,0.104,0.150,4.000,0.208,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,23.400,0,0,0,0.208
"(518, 1052, '0')",0,,inf,0.000,99999,,[],PQULK,2421,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1025, 1032, '0')",0,,1800.000,0.088,40,449891858,[],LWRLK,2368,200.000,2,40,0.058,0.150,4.000,0.088,1800.000,449891858.000,19.040,21.964,16.689,0.852,31.069,4.650,0.279,1.365,0.773,0.286,0.082,0.279,0.000,37.414,23.400,0,0,1,0.113
"(1027, 1032, '0')",0,,1800.000,0.405,40,449891859,[],LWRLK,2375,200.000,2,40,0.270,0.150,4.000,0.405,1800.000,449891859.000,23.551,21.613,15.953,0.655,34.797,3.896,0.244,1.566,0.258,0.104,0.011,0.244,0.000,37.414,23.400,0,1,1,0.465
"(1026, 1412, '0')",0,,1800.000,0.156,40,441671191,[],LWRLK,2369,200.000,2,40,0.104,0.150,4.000,0.156,1800.000,441671191.000,18.249,24.720,23.754,0.245,34.797,6.970,0.293,2.506,0.258,0.128,0.016,0.293,0.000,39.750,29.900,0,1,0,0.179
"(1414, 1412, '0')",0,,1800.000,0.302,40,441671196,[],LWRLK,3249,200.000,2,40,0.201,0.150,4.000,0.302,1800.000,441671196.000,29.117,26.314,24.152,0.140,41.010,6.911,0.286,1.173,0.773,0.038,0.001,0.286,0.000,39.750,29.900,10,0,0,0.295
"(1026, 1027, '0')",0,,1800.000,0.114,40,449891859,[],LWRLK,2371,200.000,2,40,0.076,0.150,4.000,0.114,1800.000,449891859.000,23.551,21.613,15.953,0.655,34.797,3.896,0.244,1.566,0.258,0.104,0.011,0.244,0.000,39.750,29.900,3,1,1,0.131
"(1032, 1027, '0')",0,,1800.000,0.405,40,449891858,[],LWRLK,2386,200.000,2,40,0.270,0.150,4.000,0.405,1800.000,449891858.000,19.040,21.964,16.689,0.852,31.069,4.650,0.279,1.365,0.773,0.286,0.082,0.279,0.000,37.414,23.400,0,1,1,0.521
"(1026, 1029, '0')",0,,1800.000,0.122,40,441671193,[],LWRLK,2372,200.000,2,40,0.081,0.150,4.000,0.122,1800.000,441671193.000,25.496,24.450,22.640,0.274,41.010,6.880,0.304,1.709,0.773,0.089,0.008,0.304,0.000,39.750,29.900,0,0,0,0.119
"(1441, 1029, '0')",0,,1800.000,0.416,40,441671187,[],LWRLK,3300,200.000,2,40,0.277,0.150,4.000,0.416,1800.000,441671187.000,26.787,24.720,23.754,0.129,38.525,7.248,0.305,2.506,0.258,0.054,0.003,0.305,0.000,24.432,39.300,0,0,0,0.431
"(1026, 448, '0')",0,,1800.000,0.139,40,1626715304,[],LWRLK,2373,200.000,2,40,0.093,0.150,4.000,0.139,1800.000,1626715304.000,13.778,21.343,16.527,0.615,27.340,4.250,0.257,1.267,0.773,0.193,0.037,0.257,0.000,39.750,29.900,0,0,0,0.204
"(1030, 210, '0')",0,,1800.000,0.156,40,449891860,[],LWRLK,2381,200.000,4,40,0.104,0.150,4.000,0.156,1800.000,449891860.000,18.864,21.613,15.953,0.887,36.661,6.821,0.428,1.566,0.258,0.339,0.115,0.428,0.000,37.414,23.400,0,0,1,0.171
"(1033, 210, '0')",0,,1800.000,0.163,40,,[],LWRLK,2388,200.000,5,40,0.109,0.150,4.000,0.163,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.619,31.600,0,0,0,0.163
"(1056, 210, '0')",0,,1800.000,0.165,40,449891857,[],LWRLK,2434,200.000,4,40,0.110,0.150,4.000,0.165,1800.000,449891857.000,23.903,23.963,20.350,0.661,35.418,5.659,0.278,1.790,0.515,0.220,0.048,0.278,0.000,37.414,23.400,0,0,0,0.186
"(1061, 210, '0')",0,,1800.000,0.142,40,,[],LWRLK,2443,200.000,5,40,0.095,0.150,4.000,0.142,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,23.400,0,0,0,0.142
"(1031, 1025, '0')",0,,1800.000,0.076,40,449891858,[],LWRLK,2384,200.000,3,40,0.051,0.150,4.000,0.076,1800.000,449891858.000,19.040,21.964,16.689,0.852,31.069,4.650,0.279,1.365,0.773,0.286,0.082,0.279,0.000,37.414,23.400,0,0,0,0.098
"(1032, 1025, '0')",0,,1800.000,0.088,40,449891859,[],LWRLK,2385,200.000,3,40,0.058,0.150,4.000,0.088,1800.000,449891859.000,23.551,21.613,15.953,0.655,34.797,3.896,0.244,1.566,0.258,0.104,0.011,0.244,0.000,37.414,23.400,0,0,1,0.101
"(1052, 1025, '0')",0,,1800.000,0.208,30,,[],LWRLK,2426,200.000,1,30,0.104,0.150,4.000,0.208,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,23.400,0,0,0,0.208
"(1053, 1025, '0')",0,,1800.000,0.201,30,,[],LWRLK,2429,200.000,1,30,0.101,0.150,4.000,0.201,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,23.400,0,0,0,0.201
"(511, 1035, '0')",0,,inf,0.000,99999,,[],PQULK,2389,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1036, 1035, '0')",0,,1800.000,0.411,25,,[],LWRLK,2392,200.000,1,25,0.171,0.150,4.000,0.411,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.619,31.600,0,0,0,0.411
"(1035, 1555, '0')",0,,inf,0.000,99999,,[],PQULK,4341,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(512, 1046, '0')",0,,inf,0.000,99999,,[],PQULK,2396,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1041, 515, '0')",0,,inf,0.000,99999,,[],PQULK,2404,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1043, 1177, '0')",0,,1800.000,0.140,40,1626659782,[],LWRLK,2409,200.000,3,40,0.094,0.150,4.000,0.140,1800.000,1626659782.000,23.301,27.962,23.666,1.338,33.554,4.436,0.187,1.252,0.000,0.272,0.074,0.187,0.000,23.867,21.300,0,1,1,0.167
"(1108, 1177, '0')",0,,1800.000,0.079,40,441663028,[],LWRLK,2561,200.000,3,40,0.053,0.150,4.000,0.079,1800.000,441663028.000,21.485,24.855,23.578,0.364,33.554,5.979,0.254,2.316,0.000,0.121,0.015,0.254,0.000,14.243,24.900,0,0,1,0.094
"(1176, 1177, '0')",0,,1800.000,0.098,40,449890248,[],LWRLK,2712,200.000,3,40,0.065,0.150,4.000,0.098,1800.000,449890248.000,25.740,25.341,23.666,1.215,36.040,5.163,0.218,2.038,0.258,0.311,0.097,0.218,0.000,21.600,26.000,0,1,1,0.109
"(1183, 1177, '0')",0,,1800.000,0.121,40,1626715869,[],LWRLK,2731,200.000,3,40,0.080,0.150,4.000,0.121,1800.000,1626715869.000,27.604,27.286,23.288,1.124,39.146,5.249,0.225,1.343,1.289,0.228,0.052,0.225,0.000,21.600,26.000,0,0,1,0.123
"(1046, 1042, '0')",0,,1800.000,0.459,40,,[],LWRLK,2415,200.000,2,40,0.306,0.150,4.000,0.459,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.994,45.200,0,0,0,0.459
"(1047, 1044, '0')",0,,1800.000,0.163,40,1626733628,[],LWRLK,2416,200.000,2,40,0.109,0.150,4.000,0.163,1800.000,1626733628.000,22.126,27.286,23.288,1.433,34.797,5.087,0.218,1.343,1.289,0.354,0.125,0.218,0.000,23.867,21.300,0,0,0,0.187
"(1048, 1561, '0')",0,,inf,0.000,99999,,[],PQULK,2968,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1052, 1560, '0')",0,,inf,0.000,99999,,[],PQULK,4344,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1053, 1559, '0')",0,,inf,0.000,99999,,[],PQULK,2966,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(520, 1055, '0')",0,,inf,0.000,99999,,[],PQULK,2430,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1056, 1055, '0')",0,,1800.000,0.600,40,1626742824,[],LWRLK,2433,200.000,2,40,0.400,0.150,4.000,0.600,1800.000,1626742824.000,22.619,23.747,20.586,1.284,36.040,4.745,0.230,2.826,0.258,0.306,0.094,0.230,0.000,28.261,35.400,0,1,4,0.666
"(1055, 1558, '0')",0,,inf,0.000,99999,,[],PQULK,2965,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1057, 1059, '0')",0,,1800.000,0.402,40,1626736020,[],LWRLK,2435,200.000,3,40,0.268,0.150,4.000,0.402,1800.000,1626736020.000,22.923,25.692,19.708,1.040,35.418,4.890,0.248,2.159,0.773,0.225,0.051,0.248,0.000,37.414,23.400,0,0,2,0.454
"(1059, 1061, '0')",0,,1800.000,0.269,40,1626736020,[],LWRLK,2439,200.000,3,40,0.180,0.150,4.000,0.269,1800.000,1626736020.000,22.923,25.692,19.708,1.040,35.418,4.890,0.248,2.159,0.773,0.225,0.051,0.248,0.000,37.414,23.400,0,0,0,0.304
"(1060, 1058, '0')",0,,1800.000,0.434,40,1626724737,[],LWRLK,2442,200.000,3,40,0.289,0.150,4.000,0.434,1800.000,1626724737.000,29.177,26.098,23.409,0.797,41.632,4.819,0.206,3.325,0.000,0.160,0.026,0.206,0.000,37.414,23.400,0,0,2,0.417
"(1062, 1083, '0')",0,,1800.000,0.126,25,1626672256,[],LWRLK,2448,200.000,1,25,0.052,0.150,4.000,0.126,1800.000,1626672256.000,7.781,12.076,8.470,0.597,14.292,2.096,0.247,1.423,0.515,0.193,0.037,0.247,0.000,36.042,24.600,0,0,0,0.220
"(1078, 1083, '0')",0,,1800.000,0.126,25,1626769047,[],LWRLK,2487,200.000,1,25,0.053,0.150,4.000,0.126,1800.000,1626769047.000,12.508,14.427,12.995,0.358,21.127,2.794,0.215,2.449,0.258,0.104,0.011,0.215,0.000,36.042,24.600,0,0,0,0.149
"(1063, 1068, '0')",0,,1800.000,0.163,30,1626757848,[],LWRLK,2450,200.000,2,30,0.082,0.150,4.000,0.163,1800.000,1626757848.000,11.266,16.156,14.812,0.468,22.991,3.235,0.218,0.799,0.000,0.124,0.015,0.218,0.000,36.042,24.600,0,1,1,0.213
"(1067, 1068, '0')",0,,1800.000,0.257,30,449873409,[],LWRLK,2462,200.000,1,30,0.128,0.150,4.000,0.257,1800.000,449873409.000,17.939,18.992,15.257,0.862,29.204,3.822,0.250,0.981,0.515,0.185,0.034,0.250,0.000,36.042,24.600,0,0,2,0.264
"(1063, 1080, '0')",0,,1800.000,0.527,40,1626736121,[],LWRLK,2451,200.000,3,40,0.351,0.150,4.000,0.527,1800.000,1626736121.000,23.491,25.827,22.288,0.864,34.797,5.031,0.226,1.831,0.515,0.222,0.049,0.226,0.000,36.042,24.600,0,0,0,0.606
"(1079, 1080, '0')",0,,1800.000,0.261,25,,[],LWRLK,2490,200.000,1,25,0.109,0.150,4.000,0.261,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.042,24.600,0,0,1,0.261
"(1063, 1073, '0')",0,,1800.000,0.128,30,171326357,[],LWRLK,2452,200.000,2,30,0.064,0.150,4.000,0.128,1800.000,171326357.000,12.650,18.992,15.257,0.423,32.933,4.460,0.292,0.981,0.515,0.114,0.013,0.292,0.000,36.042,24.600,0,0,0,0.116
"(1072, 1073, '0')",0,,1800.000,0.103,30,449873418,[],LWRLK,2472,200.000,2,30,0.051,0.150,4.000,0.103,1800.000,449873418.000,20.627,20.370,18.851,1.337,31.069,4.466,0.237,1.307,0.258,0.349,0.122,0.237,0.000,36.042,24.600,0,1,0,0.099
"(1064, 1082, '0')",0,,1800.000,0.111,40,449873419,[],LWRLK,2454,200.000,4,40,0.074,0.150,4.000,0.111,1800.000,449873419.000,22.065,24.450,22.079,0.243,35.418,6.978,0.316,2.994,0.773,0.135,0.018,0.316,0.000,36.042,24.600,0,0,0,0.126
"(521, 1067, '0')",0,,inf,0.000,99999,,[],PQULK,2456,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
