link_key,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,link_type,id,rhoj,lane,ff_speed,length,alpha,beta,tf,k,inrix_id,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,tf_inrix
"(1120, 1460, '0')",0,,1800.000,0.241,35,1626771082,[],LWRLK,2596,200.000,2,35,0.141,0.150,4.000,0.241,1800.000,1626771082.000,21.822,24.233,20.701,1.076,37.904,4.641,0.224,1.165,0.000,0.356,0.127,0.224,0.000,14.243,24.900,0,1,5,0.223
"(1119, 1461, '0')",0,,1800.000,0.097,35,1626771082,[],LWRLK,2594,200.000,2,35,0.057,0.150,4.000,0.097,1800.000,1626771082.000,21.822,24.233,20.701,1.076,37.904,4.641,0.224,1.165,0.000,0.356,0.127,0.224,0.000,14.243,24.900,0,0,1,0.089
"(1180, 1461, '0')",0,,1800.000,0.077,35,1626637688,[],LWRLK,2725,200.000,2,35,0.045,0.150,4.000,0.077,1800.000,1626637688.000,25.003,20.289,19.438,0.917,33.554,4.248,0.219,2.206,0.773,0.180,0.032,0.219,0.000,14.243,24.900,0,0,0,0.081
"(138, 1119, '0')",0,,1800.000,0.122,30,,[],LWRLK,367,180.000,1,30,0.061,0.150,4.000,0.122,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.243,24.900,0,0,1,0.122
"(140, 1119, '0')",0,,1800.000,0.122,30,1626771082,[],LWRLK,369,180.000,1,30,0.061,0.150,4.000,0.122,1800.000,1626771082.000,21.822,24.233,20.701,1.076,37.904,4.641,0.224,1.165,0.000,0.356,0.127,0.224,0.000,14.243,24.900,0,0,1,0.097
"(1460, 1119, '0')",0,,1800.000,0.102,35,1626771082,[],LWRLK,3335,200.000,3,35,0.059,0.150,4.000,0.102,1800.000,1626771082.000,21.822,24.233,20.701,1.076,37.904,4.641,0.224,1.165,0.000,0.356,0.127,0.224,0.000,14.243,24.900,0,0,1,0.094
"(1461, 1119, '0')",0,,1800.000,0.097,35,1626637688,[],LWRLK,3336,200.000,3,35,0.057,0.150,4.000,0.097,1800.000,1626637688.000,25.003,20.289,19.438,0.917,33.554,4.248,0.219,2.206,0.773,0.180,0.032,0.219,0.000,14.243,24.900,0,0,1,0.101
"(138, 1583, '0')",0,,inf,0.000,99999,,[],PQULK,372,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(140, 1584, '0')",0,,inf,0.000,99999,,[],PQULK,377,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(149, 145, '0')",0,,2400.000,0.102,65,1626766899,[],LWRLK,370,200.000,3,65,0.110,0.150,4.000,0.102,2400.000,1626766899.000,67.101,65.244,64.744,0.648,72.700,1.554,0.024,1.636,0.000,0.017,0.000,0.024,0.000,39.191,28.700,0,0,0,0.091
"(151, 556, '0')",0,,2400.000,0.104,65,1626686767,[],LWRLK,375,200.000,3,65,0.113,0.150,4.000,0.104,2400.000,1626686767.000,67.155,65.244,62.428,0.527,71.458,1.768,0.028,3.111,0.000,0.013,0.000,0.028,0.000,36.974,29.000,0,0,0,0.095
"(152, 154, '0')",0,,2400.000,0.459,65,1626686669,[],LWRLK,376,200.000,3,65,0.497,0.150,4.000,0.459,2400.000,1626686669.000,67.486,65.244,62.772,0.341,72.079,2.024,0.032,3.064,0.000,0.012,0.000,0.032,0.000,36.974,29.000,5,0,1,0.414
"(153, 132, '0')",1,4138.000,2400.000,0.234,65,1626767125,[601540],LWRLK,378,200.000,3,65,0.254,0.150,4.000,0.234,2400.000,1626767125.000,67.966,65.244,65.062,0.464,72.700,1.912,0.029,2.021,0.000,0.015,0.000,0.029,0.000,36.974,29.000,0,0,0,0.210
"(1624, 1576, '0')",0,,inf,0.000,99999,,[],PQULK,379,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1624, 1436, '0')",0,,1800.000,0.079,25,441662994,[],LWRLK,4260,200.000,1,25,0.033,0.150,4.000,0.079,1800.000,441662994.000,26.787,20.856,18.371,0.327,37.282,5.351,0.291,1.744,0.515,0.079,0.006,0.291,0.000,29.375,24.700,1,0,1,0.053
"(1625, 1436, '0')",0,,1800.000,0.069,25,,[],LWRLK,4261,200.000,1,25,0.029,0.150,4.000,0.069,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.243,24.900,1,0,1,0.069
"(1437, 1436, '0')",0,,1800.000,0.177,40,441662996,[],LWRLK,3293,200.000,2,40,0.118,0.150,4.000,0.177,1800.000,441662996.000,27.894,24.450,22.640,0.137,38.525,4.701,0.208,1.709,0.773,0.024,0.001,0.208,0.000,14.243,24.900,1,0,3,0.183
"(1439, 1436, '0')",1,2918.000,1800.000,0.512,40,441662994,[601344],LWRLK,3296,200.000,2,40,0.341,0.150,4.000,0.512,1800.000,441662994.000,26.787,20.856,18.371,0.327,37.282,5.351,0.291,1.744,0.515,0.079,0.006,0.291,0.000,14.243,24.900,3,1,5,0.549
"(154, 547, '0')",1,1234.500,2400.000,0.160,65,1626737570,"[601208, 602208]",LWRLK,380,200.000,3,65,0.173,0.150,4.000,0.160,2400.000,1626737570.000,66.662,65.244,61.502,0.471,71.458,1.792,0.029,4.826,0.000,0.012,0.000,0.029,0.000,30.907,26.700,9,0,0,0.145
"(551, 547, '0')",1,1574.000,1800.000,0.222,50,1626737570,"[601208, 602208]",LWRLK,1314,200.000,1,50,0.185,0.150,4.000,0.222,1800.000,1626737570.000,66.662,65.244,61.502,0.471,71.458,1.792,0.029,4.826,0.000,0.012,0.000,0.029,0.000,30.907,26.700,15,0,0,0.155
"(954, 994, '0')",0,,1800.000,0.779,15,,[],LWRLK,381,200.000,1,15,0.195,0.150,4.000,0.779,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.738,46.800,0,4,1,0.779
"(954, 958, '0')",0,,1800.000,0.267,40,449891872,[],LWRLK,2198,200.000,3,40,0.178,0.150,4.000,0.267,1800.000,449891872.000,21.458,28.070,21.674,0.545,36.040,5.879,0.271,2.737,3.350,0.172,0.029,0.271,0.000,15.738,46.800,0,0,2,0.296
"(1384, 1379, '0')",0,,1800.000,0.144,35,400073560,[],LWRLK,382,200.000,2,35,0.084,0.150,4.000,0.144,1800.000,400073560.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.738,46.800,0,0,1,0.144
"(947, 1379, '0')",0,,1800.000,0.105,35,400073537,[],LWRLK,2184,200.000,3,35,0.061,0.150,4.000,0.105,1800.000,400073537.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.738,46.800,0,1,2,0.105
"(1384, 949, '0')",0,,1800.000,0.084,35,400032282,[],LWRLK,3183,200.000,2,35,0.049,0.150,4.000,0.084,1800.000,400032282.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.738,46.800,0,0,0,0.084
"(931, 949, '0')",0,,1800.000,0.192,35,400073560,[],LWRLK,2142,200.000,2,35,0.112,0.150,4.000,0.192,1800.000,400073560.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44.531,29.100,0,1,1,0.192
"(155, 215, '0')",0,,2400.000,0.451,65,1626686650,[],LWRLK,383,200.000,3,65,0.489,0.150,4.000,0.451,2400.000,1626686650.000,68.418,65.865,62.948,0.253,73.943,1.880,0.030,4.249,0.000,0.010,0.000,0.030,0.000,30.907,26.700,19,0,0,0.397
"(532, 215, '0')",0,,1800.000,0.121,55,1626647450,[],LWRLK,1274,200.000,1,55,0.111,0.150,4.000,0.121,1800.000,1626647450.000,27.962,34.392,28.698,0.344,37.904,3.219,0.112,2.109,0.773,0.039,0.002,0.112,0.000,30.907,26.700,18,0,0,0.176
"(156, 153, '0')",1,4138.000,2400.000,0.361,65,1626767125,[601540],LWRLK,384,200.000,3,65,0.391,0.150,4.000,0.361,2400.000,1626767125.000,67.966,65.244,65.062,0.464,72.700,1.912,0.029,2.021,0.000,0.015,0.000,0.029,0.000,36.974,29.000,0,0,0,0.323
"(1379, 1384, '0')",0,,1800.000,0.144,35,400032282,[],LWRLK,385,200.000,2,35,0.084,0.150,4.000,0.144,1800.000,400032282.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.738,46.800,0,0,1,0.144
"(949, 1384, '0')",0,,1800.000,0.084,35,400073560,[],LWRLK,2190,200.000,3,35,0.049,0.150,4.000,0.084,1800.000,400073560.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.738,46.800,0,0,0,0.084
"(1379, 947, '0')",0,,1800.000,0.105,35,400032304,[],LWRLK,3176,200.000,2,35,0.061,0.150,4.000,0.105,1800.000,400032304.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.738,46.800,0,1,2,0.105
"(1378, 947, '0')",0,,1800.000,0.029,40,400032303,[],LWRLK,3171,200.000,2,40,0.019,0.150,4.000,0.029,1800.000,400032303.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.738,46.800,0,1,2,0.029
"(648, 947, '0')",0,,inf,0.000,99999,,[],PQULK,3180,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(157, 1203, '0')",0,,1800.000,0.119,45,441679118,[],LWRLK,386,200.000,3,45,0.089,0.150,4.000,0.119,1800.000,441679118.000,27.374,29.421,20.323,0.112,37.904,5.984,0.294,2.350,0.773,0.034,0.001,0.294,0.000,56.987,30.500,0,0,0,0.142
"(1205, 1203, '0')",0,,1800.000,0.274,25,441679120,[],LWRLK,2785,200.000,1,25,0.114,0.150,4.000,0.274,1800.000,441679120.000,24.747,27.692,21.876,0.157,39.146,6.087,0.278,3.200,0.515,0.047,0.002,0.278,0.000,56.987,30.500,0,0,0,0.175
"(1209, 1203, '0')",0,,1800.000,0.192,25,,[],LWRLK,2791,200.000,1,25,0.080,0.150,4.000,0.192,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56.987,30.500,0,0,0,0.192
"(157, 1202, '0')",0,,1800.000,0.219,25,441679118,[],LWRLK,387,200.000,1,25,0.091,0.150,4.000,0.219,1800.000,441679118.000,27.374,29.421,20.323,0.112,37.904,5.984,0.294,2.350,0.773,0.034,0.001,0.294,0.000,56.987,30.500,0,0,1,0.145
"(1207, 1202, '0')",0,,1800.000,0.255,25,,[],LWRLK,2789,200.000,1,25,0.106,0.150,4.000,0.255,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.821,46.000,0,0,1,0.255
"(1210, 1202, '0')",0,,1800.000,0.070,45,441679120,[],LWRLK,2794,200.000,3,45,0.052,0.150,4.000,0.070,1800.000,441679120.000,24.747,27.692,21.876,0.157,39.146,6.087,0.278,3.200,0.515,0.047,0.002,0.278,0.000,56.987,30.500,0,0,1,0.080
"(1535, 1710, '0')",0,,inf,0.000,99999,,[],DMDLK,388,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(159, 823, '0')",0,,1800.000,0.302,50,1626685661,[],LWRLK,392,200.000,3,50,0.251,0.150,4.000,0.302,1800.000,1626685661.000,30.832,31.690,24.463,0.955,41.632,3.609,0.148,2.947,0.000,0.114,0.013,0.148,0.000,56.987,30.500,0,0,2,0.362
"(387, 823, '0')",0,,inf,0.000,99999,,[],PQULK,1856,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1534, 1709, '0')",0,,inf,0.000,99999,,[],DMDLK,393,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1533, 1708, '0')",0,,inf,0.000,99999,,[],DMDLK,394,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(161, 85, '0')",0,,2400.000,0.294,65,1626662918,[],LWRLK,395,200.000,3,65,0.318,0.150,4.000,0.294,2400.000,1626662918.000,68.675,63.731,63.326,0.097,72.700,2.030,0.032,2.417,0.515,0.007,0.000,0.032,0.000,14.243,24.900,5,0,0,0.262
"(328, 85, '0')",0,,1800.000,0.362,60,1626662918,[],LWRLK,772,200.000,1,60,0.362,0.150,4.000,0.362,1800.000,1626662918.000,68.675,63.731,63.326,0.097,72.700,2.030,0.032,2.417,0.515,0.007,0.000,0.032,0.000,14.243,24.900,5,0,0,0.298
"(1532, 1707, '0')",0,,inf,0.000,99999,,[],DMDLK,396,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(162, 52, '0')",1,966.000,2400.000,0.131,65,1626749030,[602530],LWRLK,397,200.000,3,65,0.142,0.150,4.000,0.131,2400.000,1626749030.000,70.796,66.838,65.960,0.717,75.186,2.070,0.031,2.328,0.515,0.022,0.000,0.031,0.000,24.432,39.300,11,0,0,0.113
"(1531, 1706, '0')",0,,inf,0.000,99999,,[],DMDLK,398,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(163, 928, '0')",0,,1800.000,0.302,40,1626619658,[],LWRLK,399,200.000,2,40,0.201,0.150,4.000,0.302,1800.000,1626619658.000,25.145,25.125,22.538,1.211,37.282,3.907,0.173,1.354,0.515,0.203,0.041,0.173,0.000,66.344,36.700,1,0,2,0.324
"(929, 928, '0')",0,,1800.000,0.306,40,1626619647,[],LWRLK,2134,200.000,1,40,0.204,0.150,4.000,0.306,1800.000,1626619647.000,21.194,23.477,20.384,1.444,32.933,3.839,0.188,1.307,0.258,0.257,0.066,0.188,0.000,66.344,36.700,4,1,2,0.371
"(163, 930, '0')",0,,1800.000,0.481,40,1626619647,[],LWRLK,400,200.000,2,40,0.321,0.150,4.000,0.481,1800.000,1626619647.000,21.194,23.477,20.384,1.444,32.933,3.839,0.188,1.307,0.258,0.257,0.066,0.188,0.000,66.344,36.700,1,1,2,0.584
"(223, 930, '0')",0,,1800.000,0.122,40,1626619658,[],LWRLK,546,200.000,2,40,0.081,0.150,4.000,0.122,1800.000,1626619658.000,25.145,25.125,22.538,1.211,37.282,3.907,0.173,1.354,0.515,0.203,0.041,0.173,0.000,66.344,36.700,0,1,1,0.131
"(1530, 1705, '0')",0,,inf,0.000,99999,,[],DMDLK,401,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(164, 205, '0')",0,,2400.000,0.115,65,400421634,[],LWRLK,402,200.000,3,65,0.125,0.150,4.000,0.115,2400.000,400421634.000,66.453,62.758,63.400,0.264,72.079,3.916,0.062,1.962,0.000,0.029,0.001,0.062,0.000,20.750,29.300,3,0,1,0.104
"(165, 268, '0')",0,,2400.000,0.087,65,1626766906,[],LWRLK,403,200.000,5,65,0.094,0.150,4.000,0.087,2400.000,1626766906.000,67.527,62.758,63.481,0.247,72.700,2.221,0.035,1.904,0.000,0.011,0.000,0.035,0.000,27.250,25.900,21,0,0,0.078
"(1529, 1704, '0')",0,,inf,0.000,99999,,[],DMDLK,404,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1528, 1703, '0')",0,,inf,0.000,99999,,[],DMDLK,405,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1527, 1702, '0')",0,,inf,0.000,99999,,[],DMDLK,407,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(167, 185, '0')",1,2717.000,2400.000,0.246,65,429471443,[601350],LWRLK,408,200.000,2,65,0.267,0.150,4.000,0.246,2400.000,429471443.000,58.064,59.300,57.531,0.375,60.273,1.672,0.029,2.083,0.515,0.008,0.000,0.029,0.000,37.414,16.600,0,0,0,0.266
"(168, 161, '0')",0,,2400.000,0.417,65,1626758818,[],LWRLK,409,200.000,3,65,0.452,0.150,4.000,0.417,2400.000,1626758818.000,68.202,63.731,63.637,0.617,71.458,1.778,0.028,2.257,0.515,0.017,0.000,0.028,0.000,14.243,24.900,0,0,4,0.380
"(293, 161, '0')",0,,1800.000,0.107,60,,[],LWRLK,695,200.000,1,60,0.107,0.150,4.000,0.107,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.243,24.900,1,0,0,0.107
"(1526, 1701, '0')",0,,inf,0.000,99999,,[],DMDLK,410,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1525, 1700, '0')",0,,inf,0.000,99999,,[],DMDLK,412,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(170, 207, '0')",1,2540.000,1800.000,0.177,50,1626758818,[602346],LWRLK,413,200.000,2,50,0.148,0.150,4.000,0.177,1800.000,1626758818.000,68.202,63.731,63.637,0.617,71.458,1.778,0.028,2.257,0.515,0.017,0.000,0.028,0.000,21.600,26.000,19,0,0,0.124
"(170, 168, '0')",1,2345.000,2400.000,0.212,65,1626758818,[602346],LWRLK,414,200.000,3,65,0.230,0.150,4.000,0.212,2400.000,1626758818.000,68.202,63.731,63.637,0.617,71.458,1.778,0.028,2.257,0.515,0.017,0.000,0.028,0.000,21.600,26.000,19,0,0,0.193
"(1524, 1699, '0')",0,,inf,0.000,99999,,[],DMDLK,415,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1523, 1698, '0')",0,,inf,0.000,99999,,[],DMDLK,417,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(172, 697, '0')",0,,2400.000,0.160,60,1626662911,[],LWRLK,418,200.000,2,60,0.160,0.150,4.000,0.160,2400.000,1626662911.000,68.195,63.731,63.387,0.320,73.322,2.227,0.035,2.488,0.515,0.011,0.000,0.035,0.000,14.707,23.600,5,0,0,0.131
"(172, 302, '0')",0,,1800.000,0.178,65,1626662911,[],LWRLK,419,200.000,4,65,0.193,0.150,4.000,0.178,1800.000,1626662911.000,68.195,63.731,63.387,0.320,73.322,2.227,0.035,2.488,0.515,0.011,0.000,0.035,0.000,14.707,23.600,5,0,0,0.158
"(1522, 1697, '0')",0,,inf,0.000,99999,,[],DMDLK,420,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1521, 1696, '0')",0,,inf,0.000,99999,,[],DMDLK,421,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(173, 167, '0')",1,2717.000,2400.000,0.190,65,429471443,[601350],LWRLK,422,200.000,2,65,0.206,0.150,4.000,0.190,2400.000,429471443.000,58.064,59.300,57.531,0.375,60.273,1.672,0.029,2.083,0.515,0.008,0.000,0.029,0.000,37.414,16.600,0,0,1,0.205
"(1520, 1695, '0')",0,,inf,0.000,99999,,[],DMDLK,423,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(174, 44, '0')",1,3224.000,2400.000,0.280,65,1626712378,[603108],LWRLK,424,200.000,2,65,0.303,0.150,4.000,0.280,2400.000,1626712378.000,45.070,48.143,46.508,0.185,60.273,4.426,0.095,3.499,1.804,0.020,0.000,0.095,0.000,23.075,28.300,20,0,1,0.302
"(1519, 1694, '0')",0,,inf,0.000,99999,,[],DMDLK,425,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1518, 1693, '0')",0,,inf,0.000,99999,,[],DMDLK,427,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(177, 173, '0')",1,2717.000,2400.000,0.279,65,1626609698,[601350],LWRLK,428,200.000,2,65,0.302,0.150,4.000,0.279,2400.000,1626609698.000,48.852,52.681,51.729,0.508,55.923,6.769,0.131,3.024,0.258,0.103,0.011,0.131,0.000,21.114,36.700,0,0,0,0.324
"(1517, 1692, '0')",0,,inf,0.000,99999,,[],DMDLK,429,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(178, 204, '0')",1,1761.800,2400.000,0.230,65,1626657866,"[601212, 602212]",LWRLK,430,200.000,4,65,0.249,0.150,4.000,0.230,2400.000,1626657866.000,43.091,50.547,50.196,0.341,54.059,8.438,0.168,2.273,0.773,0.108,0.012,0.168,0.000,27.250,25.900,0,0,0,0.276
"(426, 204, '0')",0,,1800.000,0.103,60,1626657866,[],LWRLK,1020,200.000,1,60,0.103,0.150,4.000,0.103,1800.000,1626657866.000,43.091,50.547,50.196,0.341,54.059,8.438,0.168,2.273,0.773,0.108,0.012,0.168,0.000,27.250,25.900,0,0,0,0.114
"(1516, 1691, '0')",0,,inf,0.000,99999,,[],DMDLK,431,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1515, 1690, '0')",0,,inf,0.000,99999,,[],DMDLK,432,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(179, 183, '0')",1,2284.000,2400.000,0.475,65,1626662650,[601347],LWRLK,433,200.000,5,65,0.515,0.150,4.000,0.475,2400.000,1626662650.000,65.453,63.029,63.407,0.316,69.594,1.736,0.027,1.950,0.515,0.010,0.000,0.027,0.000,14.707,23.600,24,0,0,0.444
"(180, 267, '0')",0,,2400.000,0.140,65,1626662719,[],LWRLK,434,200.000,4,65,0.152,0.150,4.000,0.140,2400.000,1626662719.000,70.485,65.244,66.068,0.120,75.807,4.009,0.061,2.125,0.000,0.009,0.000,0.061,0.000,14.243,24.900,1,0,0,0.120
"(1514, 1689, '0')",0,,inf,0.000,99999,,[],DMDLK,435,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1513, 1688, '0')",0,,inf,0.000,99999,,[],DMDLK,436,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(181, 83, '0')",0,,inf,0.000,99999,,[],PQULK,437,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1512, 1687, '0')",0,,inf,0.000,99999,,[],DMDLK,438,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(182, 99, '0')",0,,2400.000,0.415,65,1626704648,[],LWRLK,439,200.000,3,65,0.450,0.150,4.000,0.415,2400.000,1626704648.000,68.628,63.731,65.068,0.713,72.700,1.813,0.028,2.427,0.515,0.020,0.000,0.028,0.000,14.243,24.900,8,0,6,0.371
"(1511, 1686, '0')",0,,inf,0.000,99999,,[],DMDLK,440,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1510, 1685, '0')",0,,inf,0.000,99999,,[],DMDLK,442,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(184, 108, '0')",0,,inf,0.000,99999,,[],PQULK,443,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
