attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.911,"[-1.117, -0.705]",0.206,-8.828,0.000,9,0.150,75771106.902,0.089,-1.000,0.089,0,0,fn
c,-5.272,"[-6.514, -4.029]",1.242,-8.470,0.000,9,0.150,75771106.902,0.089,-6.000,0.728,0,0,fn
s,-2.646,"[-3.271, -2.021]",0.625,-8.453,0.000,9,0.150,75771106.902,0.089,-3.000,0.354,0,0,fn
k0,-0.042,"[-0.453, 0.37]",0.412,-0.202,0.841,9,0.150,75771106.902,0.089,0.000,-0.042,0,0,fp
k1,0.327,"[-0.008, 0.662]",0.335,1.948,0.056,9,0.150,75771106.902,0.089,0.000,0.327,0,1,fp
k2,-0.265,"[-0.667, 0.137]",0.402,-1.314,0.193,9,0.150,75771106.902,0.089,0.000,-0.265,0,0,fp
k3,-0.110,"[-0.507, 0.287]",0.397,-0.553,0.582,9,0.150,75771106.902,0.089,0.000,-0.110,0,0,fp
k4,0.107,"[-0.236, 0.45]",0.343,0.622,0.536,9,0.150,75771106.902,0.089,0.000,0.107,0,0,fp
k5,-0.059,"[-0.338, 0.22]",0.279,-0.422,0.675,9,0.150,75771106.902,0.089,0.000,-0.059,0,0,fp
vot,0.173,,,,,9,0.150,75771106.902,0.089,0.167,0.006,0,0,fn
tt,-0.892,"[-1.149, -0.634]",0.258,-6.907,0.000,9,0.200,109311031.411,0.107,-1.000,0.108,0,0,fn
c,-5.670,"[-7.254, -4.085]",1.584,-7.144,0.000,9,0.200,109311031.411,0.107,-6.000,0.330,0,0,fn
s,-2.634,"[-3.43, -1.838]",0.796,-6.606,0.000,9,0.200,109311031.411,0.107,-3.000,0.366,0,0,fn
k0,0.334,"[-0.116, 0.783]",0.450,1.481,0.143,9,0.200,109311031.411,0.107,0.000,0.334,0,0,fp
k1,-0.120,"[-0.486, 0.245]",0.366,-0.658,0.513,9,0.200,109311031.411,0.107,0.000,-0.120,0,0,fp
k2,0.513,"[0.04, 0.986]",0.473,2.167,0.034,9,0.200,109311031.411,0.107,0.000,0.513,0,1,fp
k3,0.074,"[-0.4, 0.548]",0.474,0.312,0.756,9,0.200,109311031.411,0.107,0.000,0.074,0,0,fp
k4,-0.137,"[-0.525, 0.251]",0.388,-0.702,0.485,9,0.200,109311031.411,0.107,0.000,-0.137,0,0,fp
k5,0.219,"[-0.112, 0.551]",0.331,1.321,0.191,9,0.200,109311031.411,0.107,0.000,0.219,0,0,fp
vot,0.157,,,,,9,0.200,109311031.411,0.107,0.167,-0.009,0,0,fn
tt,-0.819,"[-1.083, -0.556]",0.264,-6.197,0.000,9,0.250,153419671.376,0.128,-1.000,0.181,0,0,fn
c,-4.802,"[-6.37, -3.233]",1.568,-6.111,0.000,9,0.250,153419671.376,0.128,-6.000,1.198,0,0,fn
s,-2.357,"[-3.171, -1.543]",0.814,-5.782,0.000,9,0.250,153419671.376,0.128,-3.000,0.643,0,0,fn
k0,-0.162,"[-0.678, 0.354]",0.516,-0.628,0.532,9,0.250,153419671.376,0.128,0.000,-0.162,0,0,fp
k1,0.247,"[-0.197, 0.691]",0.444,1.110,0.271,9,0.250,153419671.376,0.128,0.000,0.247,0,0,fp
k2,0.296,"[-0.249, 0.841]",0.545,1.085,0.282,9,0.250,153419671.376,0.128,0.000,0.296,0,0,fp
k3,-0.030,"[-0.536, 0.475]",0.505,-0.120,0.905,9,0.250,153419671.376,0.128,0.000,-0.030,0,0,fp
k4,-0.471,"[-0.939, -0.004]",0.468,-2.011,0.048,9,0.250,153419671.376,0.128,0.000,-0.471,0,1,fp
k5,0.010,"[-0.363, 0.383]",0.373,0.055,0.956,9,0.250,153419671.376,0.128,0.000,0.010,0,0,fp
vot,0.171,,,,,9,0.250,153419671.376,0.128,0.167,0.004,0,0,fn
