stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.542,"[-0.857, -0.227]",0.315,-2.888,0.006
norefined,c,-4.502,"[-6.937, -2.066]",2.435,-3.100,0.003
norefined,s,-2.111,"[-3.287, -0.935]",1.176,-3.012,0.004
norefined,k0,0.235,"[-0.355, 0.825]",0.590,0.668,0.508
norefined,k1,-0.288,"[-0.913, 0.337]",0.625,-0.773,0.443
norefined,k2,-0.544,"[-1.167, 0.079]",0.623,-1.464,0.150
norefined,k3,0.088,"[-0.438, 0.613]",0.525,0.279,0.781
norefined,k4,0.307,"[-0.23, 0.844]",0.537,0.958,0.343
norefined,k5,0.580,"[-0.06, 1.22]",0.640,1.521,0.135
refined,tt,-0.782,"[-1.005, -0.56]",0.222,-5.899,0.000
refined,c,-4.740,"[-6.018, -3.462]",1.278,-6.222,0.000
refined,s,-2.517,"[-3.208, -1.825]",0.692,-6.103,0.000
refined,k0,0.521,"[0.186, 0.856]",0.335,2.609,0.012
refined,k1,-0.049,"[-0.372, 0.275]",0.323,-0.252,0.802
refined,k2,-0.063,"[-0.376, 0.25]",0.313,-0.338,0.737
refined,k3,0.066,"[-0.2, 0.332]",0.266,0.417,0.678
refined,k4,-0.105,"[-0.367, 0.157]",0.262,-0.670,0.506
refined,k5,-0.395,"[-0.752, -0.037]",0.358,-1.850,0.071
