attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.039,"[-1.62, -0.458]",0.581,-3.241,0.009,99,0.250,7475059.793,0.062,-1.000,-0.039,0,0,fn
c,-5.867,"[-9.055, -2.68]",3.188,-3.336,0.008,99,0.250,7475059.793,0.062,-6.000,0.133,0,0,fn
s,-3.154,"[-4.919, -1.388]",1.765,-3.238,0.009,99,0.250,7475059.793,0.062,-3.000,-0.154,0,0,fn
k0,0.364,"[-0.413, 1.141]",0.777,0.850,0.415,99,0.250,7475059.793,0.062,0.000,0.364,0,0,fp
k1,0.152,"[-0.676, 0.979]",0.827,0.332,0.747,99,0.250,7475059.793,0.062,0.000,0.152,0,0,fp
k2,-0.976,"[-2.38, 0.428]",1.404,-1.260,0.236,99,0.250,7475059.793,0.062,0.000,-0.976,0,0,fp
k3,-0.037,"[-0.832, 0.759]",0.796,-0.084,0.935,99,0.250,7475059.793,0.062,0.000,-0.037,0,0,fp
k4,-0.114,"[-0.824, 0.596]",0.710,-0.291,0.777,99,0.250,7475059.793,0.062,0.000,-0.114,0,0,fp
k5,-0.551,"[-1.893, 0.792]",1.343,-0.743,0.474,99,0.250,7475059.793,0.062,0.000,-0.551,0,0,fp
vot,0.177,,,,,99,0.250,7475059.793,0.062,0.167,0.010,0,0,fn
tt,-0.786,"[-1.127, -0.446]",0.341,-3.921,0.000,99,0.500,39851991.903,0.085,-1.000,0.214,0,0,fn
c,-5.643,"[-8.113, -3.173]",2.470,-3.882,0.001,99,0.500,39851991.903,0.085,-6.000,0.357,0,0,fn
s,-2.672,"[-3.857, -1.487]",1.185,-3.831,0.001,99,0.500,39851991.903,0.085,-3.000,0.328,0,0,fn
k0,0.441,"[-0.153, 1.035]",0.594,1.261,0.217,99,0.500,39851991.903,0.085,0.000,0.441,0,0,fp
k1,0.001,"[-0.553, 0.554]",0.553,0.002,0.999,99,0.500,39851991.903,0.085,0.000,0.001,0,0,fp
k2,0.452,"[-0.081, 0.985]",0.533,1.442,0.160,99,0.500,39851991.903,0.085,0.000,0.452,0,0,fp
k3,-0.066,"[-0.481, 0.348]",0.415,-0.272,0.788,99,0.500,39851991.903,0.085,0.000,-0.066,0,0,fp
k4,-0.710,"[-1.285, -0.135]",0.575,-2.099,0.045,99,0.500,39851991.903,0.085,0.000,-0.710,0,1,fp
k5,-0.496,"[-1.076, 0.084]",0.580,-1.453,0.157,99,0.500,39851991.903,0.085,0.000,-0.496,0,0,fp
vot,0.139,,,,,99,0.500,39851991.903,0.085,0.167,-0.027,0,0,fn
tt,-0.782,"[-1.005, -0.56]",0.222,-5.899,0.000,99,0.750,49627282.375,0.082,-1.000,0.218,0,0,fn
c,-4.740,"[-6.018, -3.462]",1.278,-6.222,0.000,99,0.750,49627282.375,0.082,-6.000,1.260,0,0,fn
s,-2.517,"[-3.208, -1.825]",0.692,-6.103,0.000,99,0.750,49627282.375,0.082,-3.000,0.483,0,0,fn
k0,0.521,"[0.186, 0.856]",0.335,2.609,0.012,99,0.750,49627282.375,0.082,0.000,0.521,0,1,fp
k1,-0.049,"[-0.372, 0.275]",0.323,-0.252,0.802,99,0.750,49627282.375,0.082,0.000,-0.049,0,0,fp
k2,-0.063,"[-0.376, 0.25]",0.313,-0.338,0.737,99,0.750,49627282.375,0.082,0.000,-0.063,0,0,fp
k3,0.066,"[-0.2, 0.332]",0.266,0.417,0.678,99,0.750,49627282.375,0.082,0.000,0.066,0,0,fp
k4,-0.105,"[-0.367, 0.157]",0.262,-0.670,0.506,99,0.750,49627282.375,0.082,0.000,-0.105,0,0,fp
k5,-0.395,"[-0.752, -0.037]",0.358,-1.850,0.071,99,0.750,49627282.375,0.082,0.000,-0.395,0,1,fp
vot,0.165,,,,,99,0.750,49627282.375,0.082,0.167,-0.002,0,0,fn
