stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.661,"[-1.209, -0.114]",0.547,-2.191,0.053
norefined,c,-4.446,"[-8.377, -0.515]",3.931,-2.050,0.068
norefined,s,-2.147,"[-4.049, -0.244]",1.902,-2.045,0.068
norefined,k0,0.163,"[-0.77, 1.096]",0.933,0.317,0.758
norefined,k1,-0.518,"[-1.707, 0.671]",1.189,-0.790,0.448
norefined,k2,-0.651,"[-2.094, 0.792]",1.443,-0.818,0.433
norefined,k3,0.210,"[-1.191, 1.611]",1.401,0.272,0.791
norefined,k4,0.150,"[-0.791, 1.09]",0.941,0.288,0.779
norefined,k5,0.822,"[-0.456, 2.1]",1.278,1.166,0.271
refined,tt,-1.039,"[-1.62, -0.458]",0.581,-3.241,0.009
refined,c,-5.867,"[-9.055, -2.68]",3.188,-3.336,0.008
refined,s,-3.154,"[-4.919, -1.388]",1.765,-3.238,0.009
refined,k0,0.364,"[-0.413, 1.141]",0.777,0.850,0.415
refined,k1,0.152,"[-0.676, 0.979]",0.827,0.332,0.747
refined,k2,-0.976,"[-2.38, 0.428]",1.404,-1.260,0.236
refined,k3,-0.037,"[-0.832, 0.759]",0.796,-0.084,0.935
refined,k4,-0.114,"[-0.824, 0.596]",0.710,-0.291,0.777
refined,k5,-0.551,"[-1.893, 0.792]",1.343,-0.743,0.474
