stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.848,"[-1.552, -0.145]",0.703,-2.011,0.048
norefined,c,-5.117,"[-9.106, -1.128]",3.989,-2.139,0.036
norefined,s,-2.101,"[-4.103, -0.098]",2.003,-1.750,0.085
norefined,k0,-0.641,"[-1.821, 0.538]",1.179,-0.907,0.368
norefined,k1,-1.315,"[-2.967, 0.337]",1.652,-1.327,0.189
norefined,k2,-0.884,"[-2.82, 1.053]",1.936,-0.761,0.449
norefined,k3,-0.818,"[-2.193, 0.557]",1.375,-0.992,0.325
norefined,k4,-1.342,"[-3.267, 0.583]",1.925,-1.163,0.249
norefined,k5,1.520,"[-0.462, 3.503]",1.982,1.279,0.205
refined,tt,-0.660,"[-1.07, -0.25]",0.410,-2.683,0.009
refined,c,-4.649,"[-7.153, -2.145]",2.504,-3.097,0.003
refined,s,-1.862,"[-3.13, -0.594]",1.268,-2.450,0.017
refined,k0,0.562,"[-0.083, 1.207]",0.645,1.453,0.151
refined,k1,-0.017,"[-0.776, 0.743]",0.759,-0.037,0.971
refined,k2,-0.949,"[-1.939, 0.04]",0.989,-1.601,0.114
refined,k3,-0.819,"[-1.566, -0.071]",0.748,-1.826,0.072
refined,k4,0.846,"[-0.036, 1.729]",0.883,1.600,0.114
refined,k5,0.773,"[-0.213, 1.759]",0.986,1.308,0.195
