stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.824,"[-1.385, -0.263]",0.561,-2.451,0.017
norefined,c,-5.120,"[-8.407, -1.833]",3.287,-2.598,0.012
norefined,s,-2.565,"[-4.469, -0.661]",1.904,-2.247,0.028
norefined,k0,0.185,"[-0.566, 0.935]",0.751,0.410,0.683
norefined,k1,-0.944,"[-2.064, 0.175]",1.119,-1.407,0.164
norefined,k2,-0.347,"[-1.374, 0.68]",1.027,-0.564,0.575
norefined,k3,-0.102,"[-0.838, 0.634]",0.736,-0.232,0.817
norefined,k4,-1.018,"[-2.121, 0.086]",1.103,-1.539,0.129
norefined,k5,1.313,"[0.133, 2.493]",1.180,1.856,0.068
refined,tt,-1.163,"[-1.785, -0.54]",0.622,-3.116,0.003
refined,c,-6.095,"[-9.283, -2.908]",3.188,-3.189,0.002
refined,s,-3.871,"[-6.043, -1.699]",2.172,-2.973,0.004
refined,k0,0.533,"[-0.096, 1.163]",0.630,1.412,0.162
refined,k1,0.237,"[-0.454, 0.927]",0.691,0.572,0.569
refined,k2,0.598,"[-0.284, 1.48]",0.882,1.131,0.262
refined,k3,0.190,"[-0.395, 0.776]",0.585,0.543,0.589
refined,k4,-0.066,"[-0.836, 0.704]",0.770,-0.143,0.887
refined,k5,-0.155,"[-1.146, 0.835]",0.990,-0.261,0.795
