stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.215,"[-2.171, -0.26]",0.956,-2.121,0.038
norefined,c,-5.760,"[-10.325, -1.195]",4.565,-2.104,0.039
norefined,s,-3.148,"[-5.76, -0.536]",2.612,-2.010,0.048
norefined,k0,-1.627,"[-3.732, 0.478]",2.105,-1.289,0.202
norefined,k1,0.428,"[-1.124, 1.98]",1.552,0.460,0.647
norefined,k2,1.416,"[-0.245, 3.076]",1.660,1.422,0.160
norefined,k3,-1.093,"[-2.749, 0.563]",1.656,-1.101,0.275
norefined,k4,-0.326,"[-1.5, 0.847]",1.174,-0.464,0.644
norefined,k5,-0.102,"[-1.33, 1.125]",1.228,-0.139,0.890
refined,tt,-1.215,"[-2.171, -0.26]",0.956,-2.121,0.038
refined,c,-5.760,"[-10.325, -1.195]",4.565,-2.104,0.039
refined,s,-3.148,"[-5.76, -0.536]",2.612,-2.010,0.048
refined,k0,-1.627,"[-3.732, 0.478]",2.105,-1.289,0.202
refined,k1,0.428,"[-1.124, 1.98]",1.552,0.460,0.647
refined,k2,1.416,"[-0.245, 3.076]",1.660,1.422,0.160
refined,k3,-1.093,"[-2.749, 0.563]",1.656,-1.101,0.275
refined,k4,-0.326,"[-1.5, 0.847]",1.174,-0.464,0.644
refined,k5,-0.102,"[-1.33, 1.125]",1.228,-0.139,0.890
