stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,6.277,2.023,0.000,76,0,9,1814314746.462,984373015.150
refined,14.409,2.023,0.000,76,0,9,1814314746.462,618065555.088
