stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.248,-5.101,-4.178,-1.114,0.764,0.058,0.972,-0.459,-0.842,1329489225.670,0.441
norefined,2,-1.783,-5.262,-4.199,-1.190,0.741,0.044,0.948,-0.481,-0.850,897727802.404,0.339
norefined,3,-1.300,-5.367,-4.263,-1.200,0.723,0.053,0.943,-0.486,-0.821,376908591.333,0.242
norefined,4,-0.822,-5.454,-4.337,-1.160,0.689,0.057,0.931,-0.436,-0.767,510091237.481,0.151
norefined,5,-1.309,-5.429,-4.288,-1.149,0.647,0.029,0.884,-0.370,-0.784,362565748.684,0.241
norefined,6,-0.827,-5.514,-4.355,-1.118,0.621,0.038,0.877,-0.327,-0.731,483754332.972,0.150
norefined,7,-1.315,-5.486,-4.307,-1.105,0.581,0.011,0.832,-0.262,-0.748,349955776.041,0.240
norefined,8,-0.832,-5.570,-4.370,-1.080,0.561,0.024,0.827,-0.224,-0.696,460710066.784,0.149
norefined,9,-1.320,-5.541,-4.321,-1.066,0.523,-0.002,0.784,-0.161,-0.713,338713409.010,0.238
norefined,10,-0.836,-5.624,-4.381,-1.044,0.505,0.013,0.781,-0.126,-0.661,440182335.272,0.149
refined,11,-1.320,-5.541,-4.321,-1.066,0.523,-0.002,0.784,-0.161,-0.713,338713409.010,0.238
refined,12,-1.046,-6.400,-3.522,-0.354,0.401,0.247,0.177,1.115,-0.345,216259650.242,0.163
refined,13,-1.098,-6.522,-3.835,-0.387,0.560,0.150,0.267,0.990,-0.455,213831973.070,0.168
refined,14,-1.111,-6.624,-3.874,-0.406,0.502,0.198,0.254,1.009,-0.462,213712094.332,0.168
refined,15,-1.130,-6.711,-3.952,-0.420,0.544,0.190,0.257,1.014,-0.466,213699230.558,0.168
refined,16,-1.127,-6.687,-3.942,-0.421,0.529,0.197,0.250,1.010,-0.463,213697268.300,0.168
refined,17,-1.136,-6.741,-3.974,-0.424,0.546,0.196,0.255,1.017,-0.465,213696829.724,0.168
refined,18,-1.130,-6.701,-3.955,-0.423,0.534,0.197,0.250,1.011,-0.463,213696720.959,0.169
refined,19,-1.137,-6.745,-3.977,-0.425,0.546,0.197,0.254,1.017,-0.465,213696624.889,0.169
refined,20,-1.131,-6.706,-3.958,-0.424,0.535,0.197,0.250,1.011,-0.463,213696582.145,0.169
