stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,15.213,1.727,0.000,0,9,3903147217.713,1282448477.208,76
refined,15.213,1.727,0.000,0,9,3903147217.713,1282448477.208,76
