stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.125,"[-2.459, 0.209]",1.334,-1.406,0.164
norefined,c,-6.105,"[-13.616, 1.406]",7.511,-1.356,0.180
norefined,s,-2.524,"[-5.36, 0.312]",2.836,-1.484,0.142
norefined,k0,0.355,"[-1.081, 1.79]",1.436,0.412,0.682
norefined,k1,-0.709,"[-2.882, 1.463]",2.173,-0.545,0.588
norefined,k2,1.009,"[-0.659, 2.677]",1.668,1.009,0.317
norefined,k3,0.477,"[-1.395, 2.35]",1.873,0.425,0.672
norefined,k4,-0.416,"[-1.822, 0.991]",1.407,-0.493,0.623
norefined,k5,-0.098,"[-1.247, 1.052]",1.149,-0.142,0.888
refined,tt,-1.125,"[-2.459, 0.209]",1.334,-1.406,0.164
refined,c,-6.105,"[-13.616, 1.406]",7.511,-1.356,0.180
refined,s,-2.524,"[-5.36, 0.312]",2.836,-1.484,0.142
refined,k0,0.355,"[-1.081, 1.79]",1.436,0.412,0.682
refined,k1,-0.709,"[-2.882, 1.463]",2.173,-0.545,0.588
refined,k2,1.009,"[-0.659, 2.677]",1.668,1.009,0.317
refined,k3,0.477,"[-1.395, 2.35]",1.873,0.425,0.672
refined,k4,-0.416,"[-1.822, 0.991]",1.407,-0.493,0.623
refined,k5,-0.098,"[-1.247, 1.052]",1.149,-0.142,0.888
