stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,22.604,1.727,0.000,0,9,3374507619.826,836031376.532,76
refined,30.201,1.727,0.000,0,9,3374507619.826,667310045.347,76
