stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.323,"[-2.282, -0.364]",0.959,-2.753,0.008
norefined,c,-7.835,"[-12.622, -3.049]",4.786,-3.267,0.002
norefined,s,-3.939,"[-6.588, -1.29]",2.649,-2.968,0.004
norefined,k0,0.998,"[-0.249, 2.245]",1.247,1.597,0.115
norefined,k1,-0.559,"[-1.7, 0.581]",1.141,-0.979,0.331
norefined,k2,-1.082,"[-2.212, 0.047]",1.130,-1.913,0.060
norefined,k3,-1.399,"[-3.501, 0.704]",2.103,-1.328,0.189
norefined,k4,0.129,"[-0.696, 0.954]",0.825,0.312,0.756
norefined,k5,0.028,"[-1.383, 1.439]",1.411,0.039,0.969
refined,tt,-0.972,"[-1.353, -0.591]",0.381,-5.093,0.000
refined,c,-5.702,"[-7.77, -3.633]",2.069,-5.502,0.000
refined,s,-2.844,"[-3.974, -1.714]",1.130,-5.023,0.000
refined,k0,0.315,"[-0.303, 0.934]",0.619,1.017,0.313
refined,k1,-0.094,"[-0.82, 0.631]",0.725,-0.260,0.796
refined,k2,-0.170,"[-0.731, 0.391]",0.561,-0.605,0.547
refined,k3,-0.031,"[-0.819, 0.757]",0.788,-0.079,0.938
refined,k4,-0.067,"[-0.537, 0.404]",0.471,-0.282,0.779
refined,k5,-0.235,"[-0.924, 0.454]",0.689,-0.681,0.498
