stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.514,"[-3.372, 0.345]",1.858,-1.626,0.109
norefined,c,-7.992,"[-17.202, 1.218]",9.210,-1.732,0.088
norefined,s,-3.485,"[-8.598, 1.628]",5.113,-1.360,0.178
norefined,k0,0.970,"[-1.53, 3.471]",2.500,0.774,0.441
norefined,k1,-0.638,"[-4.175, 2.899]",3.537,-0.360,0.720
norefined,k2,-1.129,"[-3.791, 1.533]",2.662,-0.847,0.400
norefined,k3,-1.462,"[-4.596, 1.671]",3.133,-0.932,0.355
norefined,k4,-0.008,"[-1.599, 1.584]",1.591,-0.010,0.992
norefined,k5,0.251,"[-2.183, 2.684]",2.433,0.206,0.838
refined,tt,-0.207,"[-0.279, -0.134]",0.073,-5.672,0.000
refined,c,-1.525,"[-2.079, -0.97]",0.554,-5.489,0.000
refined,s,-0.780,"[-1.088, -0.473]",0.308,-5.064,0.000
refined,k0,-0.065,"[-0.454, 0.325]",0.390,-0.331,0.742
refined,k1,0.127,"[-0.163, 0.417]",0.290,0.872,0.387
refined,k2,0.449,"[0.116, 0.781]",0.332,2.695,0.009
refined,k3,0.191,"[-0.14, 0.521]",0.331,1.150,0.254
refined,k4,-0.036,"[-0.291, 0.219]",0.255,-0.284,0.778
refined,k5,0.227,"[-0.132, 0.585]",0.358,1.263,0.211
