stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.625,-6.256,-2.692,-0.619,-1.720,0.780,1.550,-0.656,-0.500,696245367.892,0.260
norefined,2,-1.153,-6.305,-2.831,-0.624,-1.739,0.818,1.505,-0.619,-0.525,331403077.936,0.183
norefined,3,-0.693,-6.370,-2.917,-0.603,-1.697,0.895,1.398,-0.560,-0.584,372939245.282,0.109
norefined,4,-1.180,-6.336,-2.903,-0.533,-1.639,0.946,1.403,-0.542,-0.571,313612500.649,0.186
norefined,5,-0.710,-6.399,-2.982,-0.530,-1.603,1.001,1.307,-0.495,-0.626,351447105.403,0.111
norefined,6,-1.199,-6.365,-2.961,-0.468,-1.543,1.042,1.322,-0.484,-0.610,301697466.379,0.188
norefined,7,-0.723,-6.426,-3.035,-0.480,-1.513,1.081,1.233,-0.446,-0.663,337125967.331,0.113
norefined,8,-1.212,-6.390,-3.013,-0.424,-1.453,1.114,1.256,-0.440,-0.644,293326175.483,0.190
norefined,9,-0.734,-6.451,-3.082,-0.447,-1.428,1.143,1.171,-0.408,-0.695,326978837.060,0.114
norefined,10,-1.224,-6.413,-3.059,-0.394,-1.369,1.171,1.201,-0.406,-0.673,287149411.144,0.191
refined,11,-1.224,-6.413,-3.059,-0.394,-1.369,1.171,1.201,-0.406,-0.673,287149411.144,0.191
refined,12,-0.961,-6.065,-3.458,-0.751,0.389,1.213,-0.030,0.116,-0.008,221849522.185,0.158
refined,13,-1.315,-7.933,-4.348,-0.777,0.120,1.660,0.154,0.013,-0.294,195431838.882,0.166
refined,14,-1.551,-9.422,-5.038,-0.873,0.008,1.876,0.085,-0.019,-0.368,192825064.590,0.165
refined,15,-1.764,-10.795,-5.707,-0.986,-0.036,2.091,0.007,0.053,-0.353,191915978.741,0.163
refined,16,-1.898,-11.680,-6.129,-1.045,-0.079,2.213,-0.037,0.115,-0.334,191621446.476,0.162
refined,17,-1.983,-12.248,-6.405,-1.086,-0.103,2.296,-0.061,0.165,-0.316,191532007.829,0.162
refined,18,-2.030,-12.556,-6.554,-1.108,-0.118,2.340,-0.073,0.191,-0.310,191506707.966,0.162
refined,19,-2.056,-12.730,-6.640,-1.122,-0.126,2.368,-0.078,0.206,-0.307,191499819.528,0.161
refined,20,-2.069,-12.818,-6.683,-1.129,-0.130,2.383,-0.081,0.213,-0.306,191497956.528,0.161
