stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,32.925,1.727,0.000,76,0,9,3504535794.283,646266090.119
refined,41.476,1.727,0.000,76,0,9,3504535794.283,533300411.136
