stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.294,"[-1.983, -0.605]",0.689,-3.133,0.003
norefined,c,-6.347,"[-10.164, -2.53]",3.817,-2.774,0.007
norefined,s,-2.962,"[-4.411, -1.513]",1.449,-3.409,0.001
norefined,k0,-0.184,"[-1.337, 0.969]",1.153,-0.266,0.791
norefined,k1,-1.178,"[-2.57, 0.213]",1.392,-1.412,0.162
norefined,k2,0.829,"[-0.881, 2.539]",1.710,0.809,0.422
norefined,k3,1.091,"[-0.202, 2.383]",1.293,1.407,0.164
norefined,k4,-0.389,"[-1.671, 0.894]",1.283,-0.505,0.615
norefined,k5,-0.902,"[-2.36, 0.555]",1.458,-1.032,0.306
refined,tt,-0.702,"[-1.0, -0.405]",0.298,-3.936,0.000
refined,c,-4.102,"[-5.807, -2.397]",1.705,-4.013,0.000
refined,s,-2.080,"[-2.802, -1.358]",0.722,-4.808,0.000
refined,k0,0.506,"[-0.238, 1.251]",0.745,1.134,0.261
refined,k1,0.334,"[-0.361, 1.028]",0.695,0.801,0.426
refined,k2,-0.639,"[-1.625, 0.347]",0.986,-1.081,0.284
refined,k3,-0.224,"[-0.865, 0.417]",0.641,-0.583,0.562
refined,k4,0.057,"[-0.635, 0.748]",0.691,0.137,0.892
refined,k5,-0.121,"[-0.936, 0.694]",0.815,-0.248,0.805
