attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,2.636,"[-28.44, 33.713]",31.077,0.141,0.888,120.618,ngd,97,13735044749.742,1.190,-1.000,3.636,1,0,fn
c,-4.160,"[-55.26, 46.94]",51.100,-0.136,0.892,120.618,ngd,97,13735044749.742,1.190,-6.000,1.840,1,0,fn
s,-1.190,"[-20.777, 18.397]",19.587,-0.101,0.920,120.618,ngd,97,13735044749.742,1.190,-3.000,1.810,1,0,fn
vot,-0.634,,,,,120.618,ngd,97,13735044749.742,1.190,0.167,-0.800,0,0,fn
tt,-2.521,"[-4.972, -0.071]",2.450,-1.714,0.091,52.502,lm,97,2119043741.985,0.467,-1.000,-1.521,0,0,fn
c,6.574,"[-0.216, 13.363]",6.790,1.613,0.111,52.502,lm,97,2119043741.985,0.467,-6.000,12.574,1,0,fn
s,-5.708,"[-11.367, -0.049]",5.659,-1.680,0.097,52.502,lm,97,2119043741.985,0.467,-3.000,-2.708,0,0,fn
vot,-0.384,,,,,52.502,lm,97,2119043741.985,0.467,0.167,-0.550,0,0,fn
tt,-10.201,"[-23.907, 3.504]",13.705,-1.240,0.219,231.310,ngd+lm,97,4971825679.261,0.716,-1.000,-9.201,1,0,fn
c,20.717,"[-7.61, 49.043]",28.326,1.218,0.227,231.310,ngd+lm,97,4971825679.261,0.716,-6.000,26.717,1,0,fn
s,0.744,"[-0.311, 1.798]",1.054,1.175,0.244,231.310,ngd+lm,97,4971825679.261,0.716,-3.000,3.744,1,0,fn
vot,-0.492,,,,,231.310,ngd+lm,97,4971825679.261,0.716,0.167,-0.659,0,0,fn
