stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.624,"[-2.689, -0.56]",1.064,-2.559,0.014
norefined,c,-7.358,"[-12.658, -2.058]",5.300,-2.329,0.024
norefined,s,-3.809,"[-6.208, -1.41]",2.399,-2.663,0.011
norefined,k0,1.322,"[-0.4, 3.044]",1.722,1.287,0.204
norefined,k1,0.688,"[-0.404, 1.781]",1.093,1.057,0.296
norefined,k2,-0.079,"[-1.25, 1.091]",1.170,-0.114,0.910
norefined,k3,-1.118,"[-2.086, -0.15]",0.968,-1.938,0.059
norefined,k4,1.031,"[-0.052, 2.114]",1.083,1.597,0.117
norefined,k5,-1.276,"[-2.736, 0.184]",1.460,-1.466,0.149
refined,tt,-0.807,"[-1.087, -0.526]",0.280,-4.824,0.000
refined,c,-4.450,"[-6.108, -2.793]",1.658,-4.503,0.000
refined,s,-2.502,"[-3.442, -1.561]",0.941,-4.459,0.000
refined,k0,-0.123,"[-0.701, 0.455]",0.578,-0.358,0.722
refined,k1,-0.364,"[-0.725, -0.003]",0.361,-1.692,0.097
refined,k2,0.702,"[0.288, 1.117]",0.414,2.843,0.007
refined,k3,-0.170,"[-0.588, 0.248]",0.418,-0.684,0.498
refined,k4,0.262,"[-0.155, 0.68]",0.417,1.055,0.297
refined,k5,-0.440,"[-0.896, 0.015]",0.455,-1.622,0.111
