stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,53.828,1.857,0.000,38,0,9,1795461899.342,101408174.796
refined,123.573,1.857,0.000,38,0,9,1795461899.342,45627834.085
