stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,121.026,2.023,0.000,76,0,9,3341044249.740,193603238.192
refined,210.325,2.023,0.000,76,0,9,3341044249.740,114213750.186
