stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.756,"[-1.315, -0.198]",0.559,-2.702,0.009
norefined,c,-7.462,"[-12.625, -2.3]",5.162,-2.885,0.005
norefined,s,-1.647,"[-3.62, 0.325]",1.972,-1.667,0.100
norefined,k0,0.806,"[-0.031, 1.642]",0.837,1.922,0.059
norefined,k1,1.293,"[0.0, 2.586]",1.293,1.997,0.050
norefined,k2,-0.956,"[-1.99, 0.077]",1.033,-1.847,0.069
norefined,k3,-0.791,"[-1.774, 0.192]",0.983,-1.607,0.113
norefined,k4,-0.507,"[-1.656, 0.642]",1.149,-0.881,0.381
norefined,k5,-0.412,"[-1.079, 0.255]",0.667,-1.234,0.222
refined,tt,-1.197,"[-1.595, -0.799]",0.398,-6.009,0.000
refined,c,-7.695,"[-10.274, -5.116]",2.579,-5.956,0.000
refined,s,-3.746,"[-5.092, -2.4]",1.346,-5.555,0.000
refined,k0,0.190,"[-0.141, 0.521]",0.331,1.147,0.256
refined,k1,0.208,"[-0.271, 0.687]",0.479,0.868,0.388
refined,k2,0.790,"[0.142, 1.438]",0.648,2.434,0.018
refined,k3,0.568,"[0.069, 1.067]",0.499,2.270,0.026
refined,k4,-0.688,"[-1.232, -0.144]",0.544,-2.524,0.014
refined,k5,0.195,"[-0.1, 0.49]",0.295,1.320,0.191
