stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.493,-7.779,-1.405,0.358,-0.176,-1.078,-1.834,-1.804,1.582,1986435425.227,0.320
norefined,2,-2.062,-7.892,-1.564,0.320,-0.253,-1.112,-1.910,-1.710,1.524,1671240761.031,0.261
norefined,3,-1.868,-7.937,-1.905,0.228,-0.207,-1.131,-1.950,-1.458,1.390,1484453023.062,0.235
norefined,4,-1.675,-7.941,-2.258,0.151,-0.146,-1.142,-1.969,-1.222,1.242,1265195568.774,0.211
norefined,5,-1.357,-7.942,-2.562,0.112,-0.108,-1.146,-1.991,-1.029,1.115,969114468.474,0.171
norefined,6,-0.989,-7.940,-2.812,0.063,-0.058,-1.141,-2.010,-0.836,1.019,777097428.287,0.125
norefined,7,-1.316,-7.846,-3.056,-0.030,0.012,-1.097,-1.981,-0.606,0.947,727413121.502,0.168
norefined,8,-0.886,-7.854,-3.238,-0.046,0.031,-1.086,-1.989,-0.453,0.858,742772276.345,0.113
norefined,9,-1.378,-7.804,-3.238,-0.104,0.025,-1.092,-1.952,-0.446,0.835,696279517.952,0.177
norefined,10,-0.914,-7.837,-3.353,-0.098,0.030,-1.098,-1.960,-0.332,0.751,705734131.397,0.117
refined,11,-1.378,-7.804,-3.238,-0.104,0.025,-1.092,-1.952,-0.446,0.835,696279517.952,0.177
refined,12,-0.397,-3.443,-1.310,-0.615,-0.181,-0.213,0.425,0.860,-0.735,651063743.648,0.115
refined,13,-0.846,-6.111,-2.345,-1.016,-0.060,-0.657,-0.036,0.789,-0.935,475236266.387,0.138
refined,14,-0.888,-6.167,-2.283,-1.047,0.287,-0.628,-0.388,0.581,-0.727,465398148.863,0.144
refined,15,-0.935,-6.592,-2.400,-1.139,0.215,-0.616,-0.366,0.636,-0.763,464907165.286,0.142
refined,16,-0.917,-6.491,-2.358,-1.154,0.302,-0.604,-0.329,0.621,-0.738,464856227.604,0.141
refined,17,-0.960,-6.823,-2.462,-1.213,0.248,-0.580,-0.406,0.629,-0.775,464834214.515,0.141
refined,18,-0.926,-6.577,-2.383,-1.184,0.336,-0.594,-0.311,0.620,-0.749,464935339.892,0.141
refined,19,-0.972,-6.934,-2.492,-1.248,0.244,-0.563,-0.431,0.628,-0.784,464928070.645,0.140
refined,20,-0.921,-6.545,-2.375,-1.181,0.364,-0.596,-0.280,0.619,-0.747,465212999.583,0.141
