stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,56.023,1.727,0.000,76,0,9,2917563225.777,342217872.939
refined,142.533,1.727,0.000,76,0,9,2917563225.777,144819369.839
