stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,42.443,1.727,0.000,76,0,9,2908166447.197,433972138.569
refined,74.026,1.727,0.000,76,0,9,2908166447.197,265737611.428
