stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.314,"[-2.234, -0.394]",0.920,-2.850,0.006
norefined,c,-6.774,"[-12.076, -1.471]",5.302,-2.550,0.013
norefined,s,-3.304,"[-5.629, -0.98]",2.325,-2.837,0.006
norefined,k0,-1.246,"[-3.256, 0.764]",2.010,-1.237,0.220
norefined,k1,1.111,"[-0.333, 2.555]",1.444,1.536,0.129
norefined,k2,-0.940,"[-2.786, 0.906]",1.846,-1.016,0.313
norefined,k3,-0.104,"[-1.371, 1.163]",1.267,-0.164,0.870
norefined,k4,-1.547,"[-3.315, 0.22]",1.767,-1.747,0.085
norefined,k5,-1.340,"[-3.281, 0.6]",1.940,-1.379,0.172
refined,tt,-0.581,"[-0.834, -0.329]",0.253,-4.594,0.000
refined,c,-3.664,"[-5.395, -1.933]",1.731,-4.225,0.000
refined,s,-1.948,"[-2.784, -1.112]",0.836,-4.650,0.000
refined,k0,0.194,"[-0.344, 0.731]",0.537,0.720,0.474
refined,k1,-0.083,"[-0.481, 0.316]",0.398,-0.414,0.680
refined,k2,0.612,"[0.061, 1.164]",0.552,2.215,0.030
refined,k3,-0.102,"[-0.565, 0.362]",0.464,-0.437,0.664
refined,k4,-0.000,"[-0.469, 0.469]",0.469,-0.000,1.000
refined,k5,0.127,"[-0.265, 0.52]",0.392,0.648,0.519
