stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.697,-6.939,-1.984,-1.351,1.807,-1.404,-0.556,-1.654,-1.592,843532558.303,0.100
norefined,2,-1.059,-6.853,-2.273,-1.325,1.728,-1.339,-0.429,-1.655,-1.577,725677591.840,0.155
norefined,3,-0.688,-6.856,-2.561,-1.329,1.581,-1.286,-0.360,-1.670,-1.571,617995236.185,0.100
norefined,4,-1.137,-6.785,-2.730,-1.299,1.534,-1.227,-0.283,-1.656,-1.528,550606718.888,0.168
norefined,5,-0.736,-6.802,-2.975,-1.295,1.382,-1.179,-0.226,-1.644,-1.510,513000283.331,0.108
norefined,6,-1.225,-6.756,-3.016,-1.274,1.365,-1.124,-0.197,-1.624,-1.461,477471272.484,0.181
norefined,7,-0.789,-6.790,-3.203,-1.278,1.227,-1.080,-0.156,-1.607,-1.446,465672151.117,0.116
norefined,8,-1.281,-6.757,-3.195,-1.257,1.223,-1.028,-0.142,-1.584,-1.397,442781899.759,0.190
norefined,9,-0.822,-6.803,-3.336,-1.267,1.104,-0.989,-0.112,-1.570,-1.388,440962370.705,0.121
norefined,10,-1.314,-6.774,-3.304,-1.246,1.111,-0.940,-0.104,-1.547,-1.340,423155872.612,0.194
refined,11,-1.314,-6.774,-3.304,-1.246,1.111,-0.940,-0.104,-1.547,-1.340,423155872.612,0.194
refined,12,-0.519,-4.230,-2.001,0.621,-0.351,1.127,-0.419,0.343,0.990,480630007.863,0.123
refined,13,-0.420,-2.439,-1.390,0.036,-0.013,0.383,0.156,-0.035,-0.078,227784428.535,0.172
refined,14,-0.431,-2.692,-1.472,0.090,-0.048,0.505,0.016,-0.021,0.070,218827931.872,0.160
refined,15,-0.451,-2.821,-1.538,0.106,-0.055,0.528,0.000,-0.019,0.081,218405491.309,0.160
refined,16,-0.472,-2.956,-1.606,0.119,-0.060,0.543,-0.016,-0.016,0.088,217959927.809,0.160
refined,17,-0.496,-3.111,-1.683,0.134,-0.065,0.559,-0.035,-0.013,0.096,217466452.023,0.160
refined,18,-0.524,-3.286,-1.768,0.152,-0.071,0.577,-0.057,-0.009,0.105,216950079.877,0.159
refined,19,-0.553,-3.475,-1.859,0.173,-0.077,0.595,-0.079,-0.004,0.116,216464841.134,0.159
refined,20,-0.581,-3.664,-1.948,0.194,-0.083,0.612,-0.102,-0.000,0.127,216073581.396,0.159
