attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.195,"[-1.463, -0.928]",0.268,-7.441,0.000,60.984,ngd,40,172803614.871,0.132,-1.000,-0.195,0,0,fn
c,-5.576,"[-6.782, -4.37]",1.206,-7.705,0.000,60.984,ngd,40,172803614.871,0.132,-6.000,0.424,0,0,fn
s,-1.852,"[-2.332, -1.373]",0.479,-6.438,0.000,60.984,ngd,40,172803614.871,0.132,-3.000,1.148,0,0,fn
vot,0.214,,,,,60.984,ngd,40,172803614.871,0.132,0.167,0.048,0,0,fn
tt,-1.176,"[-1.441, -0.911]",0.265,-7.388,0.000,55.545,lm,40,172835632.562,0.132,-1.000,-0.176,0,0,fn
c,-5.771,"[-7.025, -4.517]",1.254,-7.669,0.000,55.545,lm,40,172835632.562,0.132,-6.000,0.229,0,0,fn
s,-1.876,"[-2.363, -1.389]",0.487,-6.418,0.000,55.545,lm,40,172835632.562,0.132,-3.000,1.124,0,0,fn
vot,0.204,,,,,55.545,lm,40,172835632.562,0.132,0.167,0.037,0,0,fn
tt,-1.063,"[-1.295, -0.831]",0.232,-7.633,0.000,124.630,ngd+lm,40,169205455.211,0.130,-1.000,-0.063,0,0,fn
c,-5.368,"[-6.494, -4.243]",1.126,-7.945,0.000,124.630,ngd+lm,40,169205455.211,0.130,-6.000,0.632,0,0,fn
s,-1.852,"[-2.317, -1.387]",0.465,-6.635,0.000,124.630,ngd+lm,40,169205455.211,0.130,-3.000,1.148,0,0,fn
vot,0.198,,,,,124.630,ngd+lm,40,169205455.211,0.130,0.167,0.031,0,0,fn
