stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.044,-7.787,-4.522,0.867,1.316,0.124,0.998,1.514,-1.730,3056529773.524,0.006
norefined,2,-0.523,-7.801,-4.532,0.846,1.257,0.064,0.921,1.436,-1.764,1362428088.532,0.067
norefined,3,-1.001,-7.799,-4.519,0.804,1.215,0.092,0.844,1.336,-1.797,705954046.952,0.128
norefined,4,-1.429,-7.774,-4.521,0.780,1.110,0.130,0.709,1.154,-1.836,592861479.979,0.184
norefined,5,-1.077,-7.831,-4.603,0.737,0.976,0.061,0.570,0.890,-1.887,460591366.003,0.137
norefined,6,-1.386,-7.828,-4.604,0.677,0.809,0.067,0.397,0.594,-1.955,330784553.659,0.177
norefined,7,-1.229,-7.898,-4.589,0.697,0.634,0.052,0.265,0.180,-1.961,338749722.155,0.156
norefined,8,-1.707,-7.820,-4.582,0.744,0.629,0.028,0.255,0.258,-1.882,394454475.104,0.218
norefined,9,-1.220,-7.890,-4.644,0.751,0.629,-0.023,0.257,0.219,-1.870,333807918.415,0.155
norefined,10,-1.701,-7.817,-4.625,0.798,0.619,-0.041,0.250,0.291,-1.797,385949116.459,0.218
refined,11,-1.386,-7.828,-4.604,0.677,0.809,0.067,0.397,0.594,-1.955,330784553.659,0.177
refined,12,-0.437,-3.324,-1.338,0.708,-0.552,-0.003,-0.557,0.118,0.670,408495058.765,0.131
refined,13,-0.467,-3.103,-1.703,0.275,-0.086,0.159,-0.076,0.062,-0.019,252303742.871,0.151
refined,14,-0.509,-3.335,-1.863,0.253,-0.070,0.153,-0.068,0.075,-0.063,250072613.064,0.152
refined,15,-0.549,-3.583,-1.978,0.290,-0.082,0.150,-0.070,0.085,-0.061,249232028.355,0.153
refined,16,-0.586,-3.811,-2.084,0.331,-0.094,0.147,-0.074,0.094,-0.057,248663169.613,0.154
refined,17,-0.614,-3.988,-2.165,0.366,-0.103,0.145,-0.078,0.102,-0.055,248373191.295,0.154
refined,18,-0.633,-4.105,-2.219,0.391,-0.109,0.143,-0.081,0.107,-0.055,248259720.683,0.154
refined,19,-0.644,-4.172,-2.250,0.406,-0.112,0.143,-0.084,0.110,-0.056,248223530.971,0.154
refined,20,-0.650,-4.208,-2.266,0.414,-0.114,0.142,-0.085,0.112,-0.057,248213448.052,0.154
