stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,35.906,1.727,0.000,0,9,3626862667.648,622827377.948,76
refined,49.730,1.727,0.000,0,9,3626862667.648,472240833.672,76
