stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.905,"[-1.286, -0.524]",0.381,-3.959,0.000
norefined,c,-6.214,"[-8.966, -3.462]",2.752,-3.766,0.000
norefined,s,-3.381,"[-4.889, -1.874]",1.508,-3.741,0.000
norefined,k0,0.261,"[-0.368, 0.89]",0.629,0.693,0.491
norefined,k1,0.193,"[-0.581, 0.967]",0.774,0.416,0.679
norefined,k2,0.247,"[-0.464, 0.959]",0.711,0.580,0.564
norefined,k3,-0.395,"[-1.408, 0.618]",1.013,-0.651,0.517
norefined,k4,0.393,"[-0.269, 1.055]",0.662,0.990,0.326
norefined,k5,-0.319,"[-1.175, 0.537]",0.856,-0.622,0.536
refined,tt,-0.711,"[-0.954, -0.467]",0.244,-4.862,0.000
refined,c,-3.942,"[-5.422, -2.462]",1.480,-4.442,0.000
refined,s,-2.262,"[-3.014, -1.511]",0.752,-5.021,0.000
refined,k0,-0.263,"[-0.668, 0.142]",0.405,-1.082,0.283
refined,k1,-0.194,"[-0.667, 0.278]",0.472,-0.687,0.495
refined,k2,0.406,"[-0.037, 0.848]",0.443,1.528,0.131
refined,k3,0.165,"[-0.444, 0.774]",0.609,0.453,0.652
refined,k4,-0.118,"[-0.501, 0.265]",0.383,-0.512,0.610
refined,k5,-0.051,"[-0.567, 0.466]",0.516,-0.163,0.871
