stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.737,"[-1.099, -0.375]",0.362,-3.398,0.001
norefined,c,-5.927,"[-8.518, -3.335]",2.592,-3.814,0.000
norefined,s,-2.503,"[-3.648, -1.358]",1.145,-3.647,0.001
norefined,k0,-0.076,"[-0.935, 0.783]",0.859,-0.148,0.883
norefined,k1,-0.280,"[-1.119, 0.559]",0.839,-0.557,0.580
norefined,k2,-1.035,"[-1.928, -0.143]",0.892,-1.935,0.057
norefined,k3,0.323,"[-0.428, 1.074]",0.751,0.718,0.475
norefined,k4,-0.844,"[-1.638, -0.049]",0.794,-1.772,0.081
norefined,k5,-0.015,"[-0.633, 0.602]",0.617,-0.041,0.968
refined,tt,-0.969,"[-1.324, -0.615]",0.355,-4.558,0.000
refined,c,-5.802,"[-7.991, -3.613]",2.189,-4.421,0.000
refined,s,-2.932,"[-3.99, -1.873]",1.058,-4.620,0.000
refined,k0,0.020,"[-0.597, 0.638]",0.617,0.055,0.956
refined,k1,0.591,"[-0.012, 1.195]",0.603,1.635,0.107
refined,k2,-0.307,"[-0.887, 0.274]",0.581,-0.881,0.382
refined,k3,-0.292,"[-0.888, 0.304]",0.596,-0.817,0.417
refined,k4,0.331,"[-0.158, 0.82]",0.489,1.130,0.263
refined,k5,0.354,"[-0.098, 0.806]",0.452,1.305,0.196
