stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,100.738,2.023,0.000,76,0,9,3565151489.445,245332222.693
refined,237.960,2.023,0.000,76,0,9,3565151489.445,108150496.486
