stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.157,"[-3.022, 0.709]",1.866,-1.237,0.220
norefined,c,-5.992,"[-16.271, 4.287]",10.279,-1.164,0.249
norefined,s,-3.096,"[-8.631, 2.439]",5.535,-1.116,0.268
norefined,k0,-0.927,"[-4.263, 2.41]",3.337,-0.554,0.581
norefined,k1,-1.560,"[-6.544, 3.424]",4.984,-0.625,0.534
norefined,k2,0.603,"[-2.638, 3.843]",3.241,0.371,0.712
norefined,k3,-0.063,"[-2.001, 1.876]",1.939,-0.065,0.949
norefined,k4,-0.528,"[-3.752, 2.695]",3.224,-0.327,0.745
norefined,k5,-1.182,"[-4.108, 1.744]",2.926,-0.806,0.423
refined,tt,-1.157,"[-3.022, 0.709]",1.866,-1.237,0.220
refined,c,-5.992,"[-16.271, 4.287]",10.279,-1.164,0.249
refined,s,-3.096,"[-8.631, 2.439]",5.535,-1.116,0.268
refined,k0,-0.927,"[-4.263, 2.41]",3.337,-0.554,0.581
refined,k1,-1.560,"[-6.544, 3.424]",4.984,-0.625,0.534
refined,k2,0.603,"[-2.638, 3.843]",3.241,0.371,0.712
refined,k3,-0.063,"[-2.001, 1.876]",1.939,-0.065,0.949
refined,k4,-0.528,"[-3.752, 2.695]",3.224,-0.327,0.745
refined,k5,-1.182,"[-4.108, 1.744]",2.926,-0.806,0.423
