stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.377,-5.398,-1.274,-1.763,1.553,0.923,1.447,1.585,0.195,7879593196.780,1584,0,0,-0.070
norefined,2,-0.051,-5.440,-1.398,-1.814,1.396,0.841,1.379,1.521,0.113,5947642627.809,1584,0,0,0.009
norefined,3,-0.440,-5.470,-1.537,-1.882,1.225,0.738,1.271,1.408,0.011,3602640364.731,1584,0,0,0.080
norefined,4,-0.855,-5.479,-1.619,-1.946,1.073,0.643,1.148,1.304,-0.080,2044609525.671,1584,0,0,0.156
norefined,5,-1.024,-5.543,-1.778,-2.015,0.831,0.458,0.957,1.110,-0.223,1643829027.323,1584,0,0,0.185
norefined,6,-0.712,-5.618,-1.985,-2.018,0.661,0.291,0.852,0.961,-0.342,1408295050.760,1584,0,0,0.127
norefined,7,-0.933,-5.640,-2.125,-1.978,0.410,0.137,0.660,0.791,-0.506,1237150583.067,1584,0,0,0.165
norefined,8,-0.522,-5.688,-2.294,-1.903,0.278,0.043,0.594,0.719,-0.603,1216190906.144,1584,0,0,0.092
norefined,9,-0.972,-5.686,-2.287,-1.868,0.147,-0.033,0.475,0.649,-0.670,1113184305.095,1584,0,0,0.171
norefined,10,-0.527,-5.731,-2.435,-1.797,0.044,-0.099,0.441,0.604,-0.739,1115604965.856,1584,0,0,0.092
refined,11,-0.972,-5.686,-2.287,-1.868,0.147,-0.033,0.475,0.649,-0.670,1113184305.095,1584,0,0,0.171
refined,12,-1.383,-8.929,-3.926,-0.163,-1.981,-0.117,0.872,0.489,0.570,844243523.903,1584,0,0,0.155
refined,13,-1.397,-8.610,-4.129,-0.693,-1.658,-1.688,0.888,-0.611,0.888,816802402.999,1584,0,0,0.162
refined,14,-3.459,-20.460,-9.464,-1.670,-5.439,-4.480,3.422,-1.384,3.639,773299298.568,1584,0,0,0.169
refined,15,-2.920,-15.645,-8.043,-2.974,-2.077,-6.114,2.238,-3.570,0.236,868957428.434,1584,0,0,0.187
refined,16,2.109,8.458,6.895,6.410,-3.147,9.664,-1.136,13.726,9.742,10706466398.900,1584,0,0,0.249
refined,17,2.352,6.608,3.835,13.737,-4.325,15.777,-2.566,20.886,11.865,9923517527.394,1584,0,0,0.356
refined,18,-1.978,-0.466,-5.691,0.597,-0.046,7.880,-2.893,2.336,2.070,7989980998.391,1584,0,0,4.244
refined,19,8.217,-2.141,23.163,-0.526,-0.345,-36.571,12.436,-11.348,-7.335,11655599430.115,1584,0,0,-3.838
refined,20,-65.795,21.021,-174.792,-10.546,-0.326,281.915,-100.744,89.060,42.420,8858296919.344,1584,0,0,-3.130
