stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,13.937,1.727,0.000,0,9,4726663759.502,1645670921.064,76
refined,19.043,1.727,0.000,0,9,4726663759.502,1328441031.777,76
