stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.886,-7.223,-4.566,1.710,-1.036,-0.587,-0.636,-0.345,0.318,568804209.644,1584,0,0,0.399
norefined,2,-2.419,-7.319,-4.648,1.719,-1.019,-0.518,-0.541,-0.329,0.278,444490088.516,1584,0,0,0.330
norefined,3,-1.945,-7.421,-4.701,1.706,-1.009,-0.469,-0.460,-0.342,0.227,252050004.153,1584,0,0,0.262
norefined,4,-1.476,-7.540,-4.704,1.651,-1.036,-0.431,-0.368,-0.378,0.189,120174053.323,1584,0,0,0.196
norefined,5,-1.206,-7.761,-4.464,1.503,-0.999,-0.268,-0.234,-0.343,0.231,110519900.502,1584,0,0,0.155
norefined,6,-1.656,-7.786,-4.309,1.451,-0.914,-0.247,-0.272,-0.247,0.271,114377513.993,1584,0,0,0.213
norefined,7,-1.177,-7.885,-4.304,1.411,-0.886,-0.201,-0.208,-0.289,0.247,100561646.446,1584,0,0,0.149
norefined,8,-1.633,-7.897,-4.162,1.365,-0.794,-0.205,-0.254,-0.198,0.270,103348798.314,1584,0,0,0.207
norefined,9,-1.151,-7.985,-4.168,1.332,-0.754,-0.162,-0.198,-0.241,0.249,92532236.901,1584,0,0,0.144
norefined,10,-1.612,-7.989,-4.035,1.286,-0.664,-0.184,-0.250,-0.159,0.255,94945091.546,1584,0,0,0.202
refined,11,-1.151,-7.985,-4.168,1.332,-0.754,-0.162,-0.198,-0.241,0.249,92532236.901,1584,0,0,0.144
refined,12,-0.358,-2.360,-0.938,-1.399,0.463,0.140,-0.154,0.461,-0.169,142175690.509,1584,0,0,0.152
refined,13,-0.535,-3.676,-1.742,-0.931,0.151,0.111,-0.275,0.333,-0.014,53098372.977,1584,0,0,0.146
refined,14,-0.683,-4.586,-2.152,-0.533,0.052,0.037,-0.297,0.189,0.056,45394745.806,1584,0,0,0.149
refined,15,-0.747,-4.912,-2.272,-0.335,0.062,0.012,-0.233,0.095,0.064,44780787.677,1584,0,0,0.152
refined,16,-0.759,-4.972,-2.300,-0.315,0.076,0.014,-0.212,0.091,0.056,44760060.868,1584,0,0,0.153
refined,17,-0.761,-4.987,-2.308,-0.312,0.080,0.014,-0.210,0.091,0.054,44758994.529,1584,0,0,0.153
refined,18,-0.762,-4.990,-2.310,-0.312,0.081,0.015,-0.209,0.091,0.053,44758917.397,1584,0,0,0.153
refined,19,-0.762,-4.991,-2.310,-0.312,0.081,0.015,-0.209,0.091,0.053,44758911.674,1584,0,0,0.153
refined,20,-0.762,-4.992,-2.310,-0.312,0.081,0.015,-0.209,0.091,0.053,44758911.248,1584,0,0,0.153
