attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-2.362,"[-4.494, -0.229]",2.133,-2.007,0.073,32,0.250,8100807.597,0.056,-1.000,-1.362,0,0,fn
c,-13.830,"[-24.774, -2.886]",10.944,-2.290,0.045,32,0.250,8100807.597,0.056,-6.000,-7.830,0,0,fn
s,-7.303,"[-13.459, -1.146]",6.157,-2.150,0.057,32,0.250,8100807.597,0.056,-3.000,-4.303,0,0,fn
k0,-1.341,"[-3.644, 0.963]",2.304,-1.055,0.316,32,0.250,8100807.597,0.056,0.000,-1.341,0,0,fp
k1,3.561,"[-0.313, 7.435]",3.874,1.666,0.127,32,0.250,8100807.597,0.056,0.000,3.561,0,0,fp
k2,-1.856,"[-4.904, 1.192]",3.048,-1.103,0.296,32,0.250,8100807.597,0.056,0.000,-1.856,0,0,fp
k3,2.573,"[-0.77, 5.916]",3.343,1.395,0.193,32,0.250,8100807.597,0.056,0.000,2.573,0,0,fp
k4,1.827,"[-0.492, 4.145]",2.319,1.428,0.184,32,0.250,8100807.597,0.056,0.000,1.827,0,0,fp
k5,-0.198,"[-1.947, 1.552]",1.749,-0.205,0.842,32,0.250,8100807.597,0.056,0.000,-0.198,0,0,fp
vot,0.171,,,,,32,0.250,8100807.597,0.056,0.167,0.004,0,0,fn
tt,-0.619,"[-0.819, -0.42]",0.199,-5.279,0.000,32,0.500,17702758.833,0.061,-1.000,0.381,0,0,fn
c,-4.192,"[-5.269, -3.116]",1.076,-6.618,0.000,32,0.500,17702758.833,0.061,-6.000,1.808,0,0,fn
s,-1.946,"[-2.504, -1.388]",0.558,-5.929,0.000,32,0.500,17702758.833,0.061,-3.000,1.054,0,0,fn
k0,-0.146,"[-0.653, 0.361]",0.507,-0.489,0.629,32,0.500,17702758.833,0.061,0.000,-0.146,0,0,fp
k1,-0.378,"[-0.715, -0.042]",0.336,-1.910,0.066,32,0.500,17702758.833,0.061,0.000,-0.378,0,1,fp
k2,-0.088,"[-0.419, 0.243]",0.331,-0.453,0.654,32,0.500,17702758.833,0.061,0.000,-0.088,0,0,fp
k3,-0.404,"[-0.814, 0.007]",0.411,-1.670,0.106,32,0.500,17702758.833,0.061,0.000,-0.404,0,0,fp
k4,0.116,"[-0.166, 0.399]",0.283,0.701,0.489,32,0.500,17702758.833,0.061,0.000,0.116,0,0,fp
k5,0.263,"[-0.046, 0.572]",0.309,1.446,0.159,32,0.500,17702758.833,0.061,0.000,0.263,0,0,fp
vot,0.148,,,,,32,0.500,17702758.833,0.061,0.167,-0.019,0,0,fn
tt,-0.762,"[-0.984, -0.54]",0.222,-5.755,0.000,32,0.750,44758911.248,0.083,-1.000,0.238,0,0,fn
c,-4.992,"[-6.323, -3.66]",1.331,-6.288,0.000,32,0.750,44758911.248,0.083,-6.000,1.008,0,0,fn
s,-2.310,"[-2.925, -1.696]",0.615,-6.306,0.000,32,0.750,44758911.248,0.083,-3.000,0.690,0,0,fn
k0,-0.312,"[-0.922, 0.298]",0.610,-0.858,0.395,32,0.750,44758911.248,0.083,0.000,-0.312,0,0,fp
k1,0.081,"[-0.329, 0.492]",0.411,0.332,0.741,32,0.750,44758911.248,0.083,0.000,0.081,0,0,fp
k2,0.015,"[-0.306, 0.335]",0.321,0.077,0.939,32,0.750,44758911.248,0.083,0.000,0.015,0,0,fp
k3,-0.209,"[-0.653, 0.234]",0.444,-0.791,0.433,32,0.750,44758911.248,0.083,0.000,-0.209,0,0,fp
k4,0.091,"[-0.242, 0.424]",0.333,0.460,0.648,32,0.750,44758911.248,0.083,0.000,0.091,0,0,fp
k5,0.053,"[-0.303, 0.409]",0.356,0.250,0.804,32,0.750,44758911.248,0.083,0.000,0.053,0,0,fp
vot,0.153,,,,,32,0.750,44758911.248,0.083,0.167,-0.014,0,0,fn
