stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.179,"[-3.152, 0.795]",1.974,-1.082,0.305
norefined,c,-8.207,"[-20.061, 3.647]",11.854,-1.255,0.238
norefined,s,-3.817,"[-9.571, 1.938]",5.754,-1.202,0.257
norefined,k0,0.972,"[-4.22, 6.164]",5.192,0.339,0.741
norefined,k1,-0.954,"[-4.901, 2.993]",3.947,-0.438,0.671
norefined,k2,-0.872,"[-5.071, 3.328]",4.200,-0.376,0.715
norefined,k3,-0.251,"[-2.422, 1.92]",2.171,-0.210,0.838
norefined,k4,-0.502,"[-3.988, 2.984]",3.486,-0.261,0.799
norefined,k5,0.193,"[-2.21, 2.597]",2.403,0.146,0.887
refined,tt,-2.362,"[-4.494, -0.229]",2.133,-2.007,0.073
refined,c,-13.830,"[-24.774, -2.886]",10.944,-2.290,0.045
refined,s,-7.303,"[-13.459, -1.146]",6.157,-2.150,0.057
refined,k0,-1.341,"[-3.644, 0.963]",2.304,-1.055,0.316
refined,k1,3.561,"[-0.313, 7.435]",3.874,1.666,0.127
refined,k2,-1.856,"[-4.904, 1.192]",3.048,-1.103,0.296
refined,k3,2.573,"[-0.77, 5.916]",3.343,1.395,0.193
refined,k4,1.827,"[-0.492, 4.145]",2.319,1.428,0.184
refined,k5,-0.198,"[-1.947, 1.552]",1.749,-0.205,0.842
