stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.245,-7.982,-1.584,-1.158,0.075,0.094,1.522,-1.822,-1.961,1490038542.910,-0.031
norefined,2,-0.248,-7.992,-1.609,-1.200,0.050,0.060,1.486,-1.793,-1.965,929465548.551,0.031
norefined,3,-0.729,-7.979,-1.696,-1.223,0.047,0.029,1.457,-1.702,-1.942,613637037.803,0.091
norefined,4,-1.007,-7.936,-2.043,-1.289,0.037,-0.039,1.382,-1.513,-1.930,529315864.923,0.127
norefined,5,-0.671,-7.940,-2.374,-1.288,0.050,-0.117,1.274,-1.413,-1.918,515104797.997,0.085
norefined,6,-1.156,-7.904,-2.430,-1.266,0.101,-0.147,1.259,-1.339,-1.887,470485295.477,0.146
norefined,7,-0.746,-7.922,-2.683,-1.232,0.122,-0.211,1.166,-1.282,-1.874,461882219.900,0.094
norefined,8,-1.227,-7.895,-2.706,-1.169,0.191,-0.251,1.141,-1.223,-1.820,424595822.771,0.155
norefined,9,-0.813,-7.907,-2.951,-1.125,0.222,-0.316,1.049,-1.172,-1.810,420121599.972,0.103
norefined,10,-1.289,-7.879,-2.960,-1.041,0.298,-0.360,1.019,-1.121,-1.744,383668148.071,0.164
refined,11,-1.289,-7.879,-2.960,-1.041,0.298,-0.360,1.019,-1.121,-1.744,383668148.071,0.164
refined,12,-1.264,-7.006,-4.006,0.095,0.008,-0.811,-0.422,-0.146,-0.643,238552380.080,0.180
refined,13,-0.520,-3.654,-2.117,0.549,-0.125,0.724,-1.764,1.636,0.680,562989685.935,0.142
refined,14,-0.524,-2.786,-1.860,0.186,-0.013,-0.410,-0.249,0.308,0.102,232969555.734,0.188
refined,15,-0.791,-4.470,-2.823,0.262,0.015,-0.253,-0.637,0.564,0.070,210286419.942,0.177
refined,16,-0.936,-5.527,-3.334,0.329,-0.083,-0.121,-0.987,0.736,0.182,206428874.243,0.169
refined,17,-0.981,-5.839,-3.472,0.369,-0.143,-0.084,-1.081,0.770,0.216,206040163.965,0.168
refined,18,-0.996,-5.937,-3.521,0.381,-0.157,-0.068,-1.109,0.778,0.221,206016510.313,0.168
refined,19,-0.999,-5.954,-3.529,0.384,-0.160,-0.065,-1.114,0.778,0.221,206015083.967,0.168
refined,20,-1.000,-5.960,-3.531,0.384,-0.161,-0.064,-1.116,0.779,0.221,206014999.675,0.168
