stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,57.197,1.727,0.000,76,0,9,3331440751.577,383668148.072
refined,112.939,1.727,0.000,76,0,9,3331440751.577,206014999.675
