stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.245,-7.982,-1.584,-1.158,0.075,0.094,1.522,-1.822,-1.961,2122440666.274,-0.031
norefined,2,-0.248,-7.992,-1.612,-1.204,0.053,0.061,1.496,-1.786,-1.960,1472805244.872,0.031
norefined,3,-0.736,-7.983,-1.668,-1.225,0.055,0.036,1.488,-1.707,-1.927,1047154368.128,0.092
norefined,4,-1.142,-7.954,-1.888,-1.295,0.053,-0.012,1.458,-1.549,-1.870,992506204.665,0.144
norefined,5,-0.749,-7.986,-2.167,-1.301,0.053,-0.084,1.394,-1.479,-1.821,949535305.848,0.094
norefined,6,-1.232,-7.956,-2.230,-1.314,0.075,-0.108,1.379,-1.394,-1.762,912658222.781,0.155
norefined,7,-0.820,-7.991,-2.481,-1.294,0.092,-0.173,1.314,-1.338,-1.706,893065529.260,0.103
norefined,8,-1.306,-7.965,-2.504,-1.273,0.127,-0.196,1.288,-1.280,-1.629,857347706.281,0.164
norefined,9,-0.894,-7.996,-2.751,-1.233,0.164,-0.259,1.219,-1.227,-1.569,848581305.521,0.112
norefined,10,-1.377,-7.968,-2.753,-1.189,0.210,-0.278,1.181,-1.191,-1.478,809130731.685,0.173
refined,11,-1.377,-7.968,-2.753,-1.189,0.210,-0.278,1.181,-1.191,-1.478,809130731.685,0.173
refined,12,-1.857,-9.695,-4.819,0.314,0.153,-0.767,0.473,-0.749,0.919,620887275.788,0.192
refined,13,-2.471,-13.037,-6.727,0.304,-0.034,0.159,-0.662,-0.374,1.364,595095478.117,0.190
refined,14,-4.073,-21.696,-10.839,0.711,-0.161,0.232,-1.183,0.439,2.742,584007133.029,0.188
refined,15,-5.887,-31.517,-16.686,0.791,-0.671,1.483,-1.351,2.134,3.424,574952616.045,0.187
refined,16,-10.489,-55.246,-26.717,1.412,-0.919,-0.068,-0.959,2.088,6.514,571211828.907,0.190
refined,17,-36.760,-192.801,-85.015,0.989,-0.568,-6.381,-7.966,12.506,17.803,557836285.861,0.191
refined,18,-242.984,-1268.841,-545.814,5.595,-0.881,-57.462,-46.884,83.654,108.004,546770258.493,0.192
refined,19,-1043.761,-4848.700,-1154.034,607.726,-373.311,-925.634,1074.432,-1193.037,672.800,1480982690.654,0.215
refined,20,-1042.836,-4844.971,-1154.034,593.524,-367.235,-958.145,1077.306,-1193.372,666.590,1415750127.739,0.215
