attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.207,"[-1.614, -0.799]",0.407,-4.936,0.000,5.069,ngd,9,194744749.449,0.141,-1.000,-0.207,0,0,fn
c,-7.279,"[-9.633, -4.925]",2.354,-5.151,0.000,5.069,ngd,9,194744749.449,0.141,-6.000,-1.279,0,0,fn
s,-3.333,"[-4.604, -2.062]",1.271,-4.369,0.000,5.069,ngd,9,194744749.449,0.141,-3.000,-0.333,0,0,fn
vot,0.166,,,,,5.069,ngd,9,194744749.449,0.141,0.167,-0.001,0,0,fn
tt,-0.986,"[-1.299, -0.673]",0.313,-5.248,0.000,5.360,lm,9,183554814.261,0.137,-1.000,0.014,0,0,fn
c,-5.633,"[-7.41, -3.856]",1.777,-5.280,0.000,5.360,lm,9,183554814.261,0.137,-6.000,0.367,0,0,fn
s,-2.497,"[-3.416, -1.578]",0.919,-4.526,0.000,5.360,lm,9,183554814.261,0.137,-3.000,0.503,0,0,fn
vot,0.175,,,,,5.360,lm,9,183554814.261,0.137,0.167,0.008,0,0,fn
tt,-0.986,"[-1.299, -0.673]",0.313,-5.248,0.000,10.211,ngd+lm,9,183554814.260,0.137,-1.000,0.014,0,0,fn
c,-5.633,"[-7.41, -3.856]",1.777,-5.280,0.000,10.211,ngd+lm,9,183554814.260,0.137,-6.000,0.367,0,0,fn
s,-2.497,"[-3.416, -1.578]",0.919,-4.526,0.000,10.211,ngd+lm,9,183554814.260,0.137,-3.000,0.503,0,0,fn
vot,0.175,,,,,10.211,ngd+lm,9,183554814.260,0.137,0.167,0.008,0,0,fn
