stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,109.015,2.023,0.000,0,9,2603700927.849,166435960.838,76
refined,209.237,2.023,0.000,0,9,2603700927.849,89454479.923,76
