stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.288,"[-2.113, -0.463]",0.825,-3.117,0.003
norefined,c,-4.944,"[-8.237, -1.65]",3.294,-2.996,0.004
norefined,s,-2.857,"[-5.004, -0.71]",2.147,-2.656,0.010
norefined,k0,-0.390,"[-1.5, 0.721]",1.111,-0.700,0.486
norefined,k1,0.504,"[-0.626, 1.634]",1.130,0.891,0.376
norefined,k2,-0.407,"[-1.283, 0.469]",0.876,-0.928,0.356
norefined,k3,-0.938,"[-2.252, 0.377]",1.314,-1.424,0.159
norefined,k4,-1.163,"[-2.446, 0.119]",1.283,-1.810,0.075
norefined,k5,1.430,"[0.023, 2.837]",1.407,2.029,0.046
refined,tt,-1.126,"[-1.716, -0.537]",0.589,-3.814,0.000
refined,c,-5.351,"[-8.233, -2.469]",2.882,-3.706,0.000
refined,s,-3.082,"[-4.779, -1.386]",1.697,-3.626,0.001
refined,k0,-0.466,"[-1.274, 0.342]",0.808,-1.152,0.253
refined,k1,-0.318,"[-0.87, 0.235]",0.552,-1.148,0.255
refined,k2,0.057,"[-0.643, 0.757]",0.700,0.162,0.872
refined,k3,-0.363,"[-1.265, 0.54]",0.903,-0.802,0.426
refined,k4,0.290,"[-0.607, 1.186]",0.897,0.645,0.521
refined,k5,-0.161,"[-0.904, 0.583]",0.743,-0.432,0.667
