stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,57.786,2.023,0.000,0,9,4158780149.373,474623242.390,76
refined,101.998,2.023,0.000,0,9,4158780149.373,282887939.521,76
