stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.085,"[-2.254, 0.084]",1.169,-1.853,0.068
norefined,c,-7.058,"[-14.451, 0.336]",7.393,-1.905,0.061
norefined,s,-4.508,"[-8.803, -0.212]",4.295,-2.095,0.040
norefined,k0,-0.920,"[-2.283, 0.442]",1.362,-1.349,0.182
norefined,k1,1.401,"[-0.458, 3.26]",1.859,1.504,0.137
norefined,k2,0.601,"[-0.891, 2.094]",1.493,0.804,0.424
norefined,k3,-0.532,"[-1.71, 0.647]",1.179,-0.900,0.371
norefined,k4,1.093,"[-0.986, 3.172]",2.079,1.049,0.298
norefined,k5,-0.514,"[-2.005, 0.977]",1.491,-0.688,0.494
refined,tt,-1.085,"[-2.254, 0.084]",1.169,-1.853,0.068
refined,c,-7.058,"[-14.451, 0.336]",7.393,-1.905,0.061
refined,s,-4.508,"[-8.803, -0.212]",4.295,-2.095,0.040
refined,k0,-0.920,"[-2.283, 0.442]",1.362,-1.349,0.182
refined,k1,1.401,"[-0.458, 3.26]",1.859,1.504,0.137
refined,k2,0.601,"[-0.891, 2.094]",1.493,0.804,0.424
refined,k3,-0.532,"[-1.71, 0.647]",1.179,-0.900,0.371
refined,k4,1.093,"[-0.986, 3.172]",2.079,1.049,0.298
refined,k5,-0.514,"[-2.005, 0.977]",1.491,-0.688,0.494
