theta_attr_grid,f_vals,grad_f_vals,hessian_f_vals
-15.0,86994902.7,-1785445.9,-330021.5
-14.5,85882777.2,-1956970.9,-372258.6
-14.0,84663585.4,-2149940.5,-420313.2
-13.5,83324921.4,-2367178.5,-474905.8
-13.0,81853049.4,-2611822.1,-536805.7
-12.5,80232850.1,-2887332.9,-606820.2
-12.0,78447803.1,-3197499.8,-685779.5
-11.5,76480025.9,-3546432.3,-774516.0
-11.0,74310390.9,-3938543.4,-873838.7
-10.5,71918757.1,-4378525.0,-984507.3
-10.0,69284355.7,-4871322.1,-1107208.4
-9.5,66386387.1,-5422124.4,-1242545.8
-9.0,63204899.1,-6036410.3,-1391057.0
-8.5,59722031.8,-6720105.2,-1553273.7
-8.0,55923736.0,-7479958.0,-1729841.9
-7.5,51802083.4,-8324297.6,-1921698.6
-7.0,47358300.1,-9264392.2,-2130250.8
-6.5,42606642.0,-10316691.6,-2357385.3
-6.0,37579194.4,-11506208.0,-2604911.0
-5.5,32331577.7,-12871096.5,-2872629.3
-5.0,26949359.2,-14467932.9,-3153538.8
-4.5,21887301.6,-16300795.2,-3304590.3
-4.0,17635566.8,-18101181.9,-2930024.1
-3.5,13283437.9,-19977364.4,-2134098.2
-3.0,9303555.6,-21611407.8,-412950.4
-2.5,5816058.2,-22600554.0,2821227.4
-2.0,2936426.3,-22330324.1,8462132.3
-1.5,838615.6,-19860916.2,18039581.1
-1.0,0.0,-12617096.1,34340528.7
-0.5,1477313.2,4197340.9,64320118.5
0.0,10969378.2,53879819.3,140698125.3
0.5,334945237.9,133574063.9,-830976314.9
1.0,357609942.1,2473783.5,-18310984.8
1.5,357979561.0,63723.7,-457587.4
2.0,357988854.2,1806.4,-12787.9
2.5,357989102.7,53.4,-374.1
3.0,357989110.1,1.6,-11.3
3.5,357989110.3,0.1,-0.4
4.0,357989110.3,0.0,-0.0
4.5,357989110.3,0.0,-0.0
5.0,357989110.3,0.0,-0.0
5.5,357989110.3,0.0,-0.0
6.0,357989110.3,0.0,-0.0
6.5,357989110.3,0.0,-0.0
7.0,357989110.3,0.0,-0.0
7.5,357989110.3,0.0,-0.0
8.0,357989110.3,0.0,-0.0
8.5,357989110.3,0.0,-0.0
9.0,357989110.3,0.0,-0.0
9.5,357989110.3,0.0,-0.0
10.0,357989110.3,0.0,-0.0
10.5,357989110.3,0.0,-0.0
11.0,357989110.3,0.0,-0.0
11.5,357989110.3,0.0,-0.0
12.0,357989110.3,0.0,-0.0
12.5,357989110.3,0.0,-0.0
13.0,357989110.3,0.0,-0.0
13.5,357989110.3,0.0,-0.0
14.0,357989110.3,0.0,-0.0
14.5,357989110.3,0.0,-0.0
15.0,357989110.3,0.0,-0.0
