stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.074,"[-1.684, -0.463]",0.610,-2.934,0.005
norefined,c,-6.732,"[-10.725, -2.74]",3.993,-2.812,0.006
norefined,s,-4.058,"[-6.411, -1.705]",2.353,-2.877,0.005
norefined,k0,0.427,"[-0.405, 1.259]",0.832,0.856,0.395
norefined,k1,-0.113,"[-0.758, 0.533]",0.645,-0.291,0.772
norefined,k2,-0.016,"[-0.826, 0.795]",0.810,-0.032,0.975
norefined,k3,0.503,"[-0.242, 1.248]",0.745,1.125,0.265
norefined,k4,0.061,"[-0.854, 0.975]",0.914,0.111,0.912
norefined,k5,-1.076,"[-2.029, -0.123]",0.953,-1.884,0.064
refined,tt,-0.832,"[-1.128, -0.536]",0.296,-4.684,0.000
refined,c,-5.200,"[-7.274, -3.125]",2.074,-4.181,0.000
refined,s,-2.626,"[-3.648, -1.603]",1.022,-4.284,0.000
refined,k0,-0.235,"[-0.774, 0.304]",0.539,-0.728,0.469
refined,k1,0.483,"[0.017, 0.949]",0.466,1.728,0.089
refined,k2,-0.003,"[-0.514, 0.508]",0.511,-0.009,0.993
refined,k3,-0.267,"[-0.808, 0.273]",0.541,-0.825,0.413
refined,k4,-0.013,"[-0.631, 0.605]",0.618,-0.035,0.972
refined,k5,0.052,"[-0.496, 0.6]",0.548,0.158,0.875
