stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.643,"[-3.817, 0.53]",2.174,-1.261,0.212
norefined,c,-6.538,"[-15.932, 2.856]",9.394,-1.161,0.250
norefined,s,-4.181,"[-10.174, 1.812]",5.993,-1.164,0.249
norefined,k0,0.775,"[-2.153, 3.704]",2.929,0.442,0.660
norefined,k1,0.175,"[-1.515, 1.866]",1.691,0.173,0.863
norefined,k2,0.517,"[-1.83, 2.864]",2.347,0.367,0.715
norefined,k3,0.642,"[-1.584, 2.868]",2.226,0.481,0.632
norefined,k4,-0.520,"[-3.354, 2.314]",2.834,-0.306,0.760
norefined,k5,-1.292,"[-4.41, 1.825]",3.117,-0.691,0.492
refined,tt,-13.378,"[-155.754, 128.997]",142.376,-0.157,0.876
refined,c,-56.322,"[-648.691, 536.046]",592.368,-0.159,0.874
refined,s,-34.141,"[-383.421, 315.139]",349.280,-0.163,0.871
refined,k0,10.228,"[-86.153, 106.608]",96.381,0.177,0.860
refined,k1,9.441,"[-109.154, 128.037]",118.595,0.133,0.895
refined,k2,0.593,"[-18.244, 19.43]",18.837,0.053,0.958
refined,k3,2.499,"[-26.521, 31.519]",29.020,0.144,0.886
refined,k4,-17.351,"[-222.063, 187.361]",204.712,-0.141,0.888
refined,k5,-12.680,"[-160.979, 135.619]",148.299,-0.143,0.887
