stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,36.547,1.727,0.000,76,0,9,2317222845.925,392132462.156
refined,59.074,1.727,0.000,76,0,9,2317222845.925,259331871.187
